"","X","Basin","Site","Loct","Date","Time","UOM","Year","Month","Day","Lat","Long","Huc8","pollute","huc08","huc06","huc04","huc02"
"483690",3591911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2020-11-30",712,0.46,2020,11,30,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483691",3592011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2020-11-30",717,0.5,2020,11,30,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483692",3592114,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2021-03-01",750,0.71,2021,3,1,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483693",3592212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2021-06-22",1151,0.37,2021,6,22,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483694",3592310,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2021-09-07",745,0.79,2021,9,7,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483695",359249,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2021-12-06",743,0.44,2021,12,6,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483696",3592510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2022-01-24",1140,0.49,2022,1,24,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483697",3592610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2022-04-26",1230,0.87,2022,4,26,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483698",359279,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2022-07-05",1236,0.68,2022,7,5,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483699",3592810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2022-10-18",1218,0.55,2022,10,18,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483700",3592910,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2022-10-18",1223,0.5,2022,10,18,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483701",359309,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2023-02-07",1157,0.48,2023,2,7,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483702",3593114,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2023-05-02",1053,0.31,2023,5,2,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483703",3593212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2023-08-08",1158,0.36,2023,8,8,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483704",3593310,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2023-11-28",1245,0.38,2023,11,28,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483705",3593410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2024-03-05",1102,0.31,2024,3,5,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483706",3593510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2024-06-17",1251,0.35,2024,6,17,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483707",3593610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2024-09-10",1147,0.53,2024,9,10,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483708",359379,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC500","","2024-12-03",1218,0.57,2024,12,3,38.94234,-95.11304,10270104,"TKN",10270104,102701,1027,10
"483709",3600312,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2000-01-05",1140,0.253,2000,1,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483710",3600411,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2000-03-08",1105,0.513,2000,3,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483711",3600512,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2000-05-03",1040,0.72,2000,5,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483712",3600611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2000-07-05",1030,4.44,2000,7,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483713",3600712,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2000-09-06",1040,1.029,2000,9,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483714",3600811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2000-11-01",1055,1.5,2000,11,1,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483715",3600912,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2001-01-31",1035,1.02,2001,1,31,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483716",3601012,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2001-01-31",1040,2.17,2001,1,31,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483717",3601115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2001-04-04",1035,4.561,2001,4,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483718",3601212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2001-06-06",1035,4.042,2001,6,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483719",3601312,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2001-08-08",955,0.868,2001,8,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483720",3601412,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2001-10-03",1115,0.999,2001,10,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483721",3601511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2001-12-05",950,0.81,2001,12,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483722",3601612,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2002-03-06",1100,0.474,2002,3,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483723",3601711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","ON HIGHWAY K-132, 1.0 EAST OF LINWOOD","2002-05-08",1045,4.46,2002,5,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483724",3601812,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2002-07-10",1006,1.236,2002,7,10,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483725",3601911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2002-09-04",937,1.074,2002,9,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483726",3602012,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2002-11-13",1029,0.969,2002,11,13,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483727",3602116,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2003-02-06",916,1.221,2003,2,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483728",3602213,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2003-04-03",908,1.068,2003,4,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483729",3602312,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2003-06-05",851,1.272,2003,6,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483730",3602410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2003-08-07",915,0.911,2003,8,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483731",3602511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2003-10-09",950,1.145,2003,10,9,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483732",3602610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2003-12-30",950,0.573,2003,12,30,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483733",3602711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2004-01-08",1017,0.489,2004,1,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483734",3602810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2004-03-02",917,1.02,2004,3,2,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483735",3602911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2004-05-06",902,0.872,2004,5,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483736",3603010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2004-07-08",927,0.742,2004,7,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483737",3603115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2004-09-09",1002,0.771,2004,9,9,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483738",3603212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2004-11-04",920,1.886,2004,11,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483739",3603311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2005-02-03",953,0.942,2005,2,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483740",3603411,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2005-04-07",928,0.279,2005,4,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483741",3603510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2005-06-02",943,2.503,2005,6,2,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483742",3603611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2005-08-04",918,0.496,2005,8,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483743",3603710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2005-10-06",904,2.044,2005,10,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483744",3603811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2005-12-08",1045,0.185,2005,12,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483745",3603911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2006-01-05",922,0.201,2006,1,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483746",3604010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2006-03-09",1006,0.606,2006,3,9,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483747",3604115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2006-05-04",904,2.259,2006,5,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483748",3604212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2006-07-06",851,0.63,2006,7,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483749",3604311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2006-09-07",840,1.546,2006,9,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483750",3604410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2006-11-02",837,0.913,2006,11,2,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483751",3604511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2007-02-08",856,0.522,2007,2,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483752",3604610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2007-04-05",837,1.039,2007,4,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483753",3604711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2007-06-07",824,0.966,2007,6,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483754",3604810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2007-08-09",823,0.855,2007,8,9,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483755",3604911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2007-10-04",917,1.097,2007,10,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483756",3605010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2007-12-18",900,1.153,2007,12,18,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483757",3605115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2008-01-09",935,1.711,2008,1,9,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483758",3605212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2008-03-05",901,2.792,2008,3,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483759",3605311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2008-05-07",910,0.453,2008,5,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483760",3605410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2008-07-09",944,0.421,2008,7,9,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483761",3605511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2008-09-03",858,1.039,2008,9,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483762",3605610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2008-11-13",924,0.523,2008,11,13,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483763",3605711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2009-02-04",910,0.555,2009,2,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483764",3605810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2009-04-06",926,0.762,2009,4,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483765",3605911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2009-06-03",855,0.658,2009,6,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483766",3606114,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2009-10-07",1007,0.793,2009,10,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483767",3606212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2009-12-29",939,0.815,2009,12,29,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483768",3606410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2010-04-28",959,0.914,2010,4,28,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483769",3606511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2010-07-26",1015,0.629,2010,7,26,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483770",3606610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2010-10-12",1009,0.378,2010,10,12,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483771",3606711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2011-02-28",842,3.931,2011,2,28,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483772",3606810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2011-05-24",924,3.376,2011,5,24,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483773",3606911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2011-08-09",849,0.781,2011,8,9,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483774",3607010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2011-11-29",829,0.542,2011,11,29,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483775",3607115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2012-03-05",1009,0.913,2012,3,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483776",3607212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2012-06-18",1102,0.697,2012,6,18,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483777",3607311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2012-09-24",1023,0.739,2012,9,24,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483778",3607410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2012-12-17",1003,0.491,2012,12,17,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483779",3607511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2013-01-28",923,0.684,2013,1,28,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483780",3607611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2013-04-29",1008,0.765,2013,4,29,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483781",3607711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2013-07-08",949,1.093,2013,7,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483782",3607810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2013-10-22",1015,0.742,2013,10,22,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483783",3608011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2014-05-05",938,0.77,2014,5,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483784",3608115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2014-08-04",938,0.95,2014,8,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483785",3608212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2014-11-12",942,0.36,2014,11,12,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483786",3608311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2015-03-02",835,0.35,2015,3,2,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483787",3608410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2015-06-01",832,1.1,2015,6,1,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483788",3608511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2015-09-01",847,0.67,2015,9,1,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483789",3608611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2015-12-01",910,2.1,2015,12,1,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483790",3608710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2016-01-04",944,0.43,2016,1,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483791",3608811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2016-04-04",1021,0.43,2016,4,4,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483792",3608910,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2016-07-11",933,1.2,2016,7,11,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483793",3609011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2016-10-03",914,0.62,2016,10,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483794",3609115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2017-02-06",952,0.44,2017,2,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483795",3609213,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2017-05-01",923,3,2017,5,1,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483796",3609311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2017-08-07",1000,1.7,2017,8,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483797",3609410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2017-11-06",948,0.37,2017,11,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483798",3609510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2018-03-05",957,0.23,2018,3,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483799",3609611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2018-06-18",1109,0.76,2018,6,18,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483800",3609711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2018-09-24",1000,1.1,2018,9,24,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483801",3609810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2018-12-10",1026,1.1,2018,12,10,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483802",3609911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2019-01-28",911,0.4,2019,1,28,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483803",3610010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2019-04-01",729,0.71,2019,4,1,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483804",3610115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2019-07-08",842,0.38,2019,7,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483805",3610213,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2019-10-21",819,0.38,2019,10,21,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483806",3610310,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2020-02-03",855,0.33,2020,2,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483807",361049,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2020-08-03",900,0.73,2020,8,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483808",3610510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2020-11-30",649,0.63,2020,11,30,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483809",3610610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2021-03-01",706,0.73,2021,3,1,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483810",3610710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2021-06-22",708,1.1,2021,6,22,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483811",3610810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2021-09-07",720,1,2021,9,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483812",361099,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2021-12-06",711,0.34,2021,12,6,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483813",3611012,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2022-01-24",738,0.26,2022,1,24,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483814",3611114,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2022-04-26",713,1.2,2022,4,26,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483815",3611211,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2022-07-05",724,0.33,2022,7,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483816",3611311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2022-10-18",707,0.33,2022,10,18,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483817",3611410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2023-02-07",738,0.24,2023,2,7,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483818",361159,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2023-05-02",457,0.6,2023,5,2,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483819",3611610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2023-08-08",513,0.4,2023,8,8,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483820",3611710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2023-11-28",630,0.28,2023,11,28,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483821",3611810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2024-03-05",650,0.1,2024,3,5,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483822",3611910,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2024-06-17",811,0.33,2024,6,17,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483823",3612010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2024-09-10",643,0.76,2024,9,10,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483824",3612113,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC501","","2024-12-03",738,0.73,2024,12,3,39.00579,-95.02837,10270104,"TKN",10270104,102701,1027,10
"483825",3615612,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC502","4.0 MI. W OF JCT. US HIGHWAY 77 & K-16 AND 2.5 MI. N OF RANDOLPH","2002-01-22",1500,0.245,2002,1,22,39.47231,-96.8322,10270205,"TKN",10270205,102702,1027,10
"483826",3615711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC502","4.0 MI. W OF JCT. US HIGHWAY 77 & K-16 AND 2.5 MI. N OF RANDOLPH","2002-03-18",1455,0.626,2002,3,18,39.47231,-96.8322,10270205,"TKN",10270205,102702,1027,10
"483827",3615812,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC502","4.0 MI. W OF JCT. US HIGHWAY 77 & K-16 AND 2.5 MI. N OF RANDOLPH","2002-05-20",1455,1.21,2002,5,20,39.47231,-96.8322,10270205,"TKN",10270205,102702,1027,10
"483828",3615911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC502","","2002-07-22",1520,1.69,2002,7,22,39.47231,-96.8322,10270205,"TKN",10270205,102702,1027,10
"483829",3616012,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC502","","2002-09-16",1531,1.24,2002,9,16,39.47231,-96.8322,10270205,"TKN",10270205,102702,1027,10
"483830",3616115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC502","","2002-11-18",1607,0.536,2002,11,18,39.47231,-96.8322,10270205,"TKN",10270205,102702,1027,10
"483831",3616212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC502","","2006-01-23",1405,0.203,2006,1,23,39.47231,-96.8322,10270205,"TKN",10270205,102702,1027,10
"483832",3616311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC502","","2006-05-15",1613,1.832,2006,5,15,39.47231,-96.8322,10270205,"TKN",10270205,102702,1027,10
