site,year,month,day,fin,blue,ship,wind
N,2019,10,19,71.61,70.86,66.85,60.26
N,2019,10,20,73.64,72.60,68.02,60.81
N,2019,10,21,70.82,74.40,67.26,46.72
N,2019,10,22,71.49,76.44,67.32,47.14
N,2019,10,23,72.64,76.46,71.41,52.52
N,2019,10,24,72.03,74.00,68.28,48.61
N,2019,10,25,70.53,72.25,66.89,47.34
N,2019,10,26,70.66,71.52,67.30,49.09
N,2019,10,27,67.42,70.42,66.30,56.72
N,2019,10,28,69.66,72.17,68.18,54.84
N,2019,10,29,69.31,73.59,69.20,48.96
N,2019,10,30,68.56,72.34,68.24,55.83
N,2019,10,31,70.80,75.17,71.87,56.42
N,2019,11,1,69.07,72.89,68.68,53.10
N,2019,11,2,67.05,70.64,66.71,49.99
N,2019,11,3,67.84,73.63,67.40,48.06
N,2019,11,4,66.21,69.71,66.95,50.80
N,2019,11,5,69.80,70.65,68.07,56.31
N,2019,11,6,71.71,71.04,67.65,56.92
N,2019,11,7,79.64,76.54,74.46,40.35
N,2019,11,8,65.83,66.32,62.82,57.77
N,2019,11,9,66.65,70.56,67.79,58.01
N,2019,11,10,65.60,70.07,67.50,53.83
N,2019,11,11,65.36,69.78,67.17,48.36
N,2019,11,12,65.60,68.50,66.15,47.82
N,2019,11,13,72.15,76.76,75.24,58.78
N,2019,11,14,70.42,74.47,71.96,57.10
N,2019,11,15,67.79,73.06,70.27,58.29
N,2019,11,16,68.41,72.60,69.04,51.30
N,2019,11,17,72.75,75.79,72.76,48.49
N,2019,11,18,71.41,79.49,75.53,48.70
N,2019,11,19,70.25,77.51,72.96,54.83
N,2019,11,20,71.86,76.68,72.12,65.29
N,2019,11,21,73.12,73.82,71.13,60.07
N,2019,11,22,73.55,73.66,70.20,48.68
N,2019,11,23,73.20,74.39,72.08,54.02
N,2019,11,24,70.87,72.17,68.81,49.78
N,2019,11,25,69.85,74.26,69.27,55.48
N,2019,11,26,70.44,73.88,71.06,58.14
N,2019,11,27,70.29,75.90,70.39,55.70
N,2019,11,28,72.10,74.96,71.09,59.94
N,2019,11,29,73.09,73.87,70.21,63.63
N,2019,11,30,73.30,71.66,68.86,56.25
N,2019,12,1,70.36,72.39,69.47,48.63
N,2019,12,2,70.06,73.06,70.52,51.51
N,2019,12,3,72.13,74.40,71.94,52.76
N,2019,12,4,70.14,73.64,71.58,59.08
N,2019,12,5,68.42,70.37,68.47,51.19
N,2019,12,6,70.13,70.54,68.47,48.72
N,2019,12,7,72.08,77.03,73.82,52.50
N,2019,12,8,71.79,72.71,69.13,52.15
N,2019,12,9,67.66,73.36,68.96,60.38
N,2019,12,10,73.00,68.73,67.01,54.19
N,2019,12,11,75.20,74.52,71.34,57.15
N,2019,12,12,72.66,71.00,66.73,60.41
N,2019,12,13,75.52,68.61,66.38,54.78
N,2019,12,14,75.57,70.98,69.95,62.22
N,2019,12,15,77.61,74.62,73.30,67.44
N,2019,12,16,77.01,73.37,71.03,56.56
N,2019,12,17,77.85,77.03,75.38,61.75
N,2019,12,18,77.42,71.76,69.33,49.56
N,2019,12,19,74.94,72.69,69.11,59.61
N,2019,12,20,74.13,71.15,68.37,51.21
N,2019,12,21,75.86,71.93,67.53,49.32
N,2019,12,22,74.94,71.85,69.18,57.47
N,2019,12,23,75.73,70.80,68.65,53.37
N,2019,12,24,75.21,70.32,66.48,59.92
N,2019,12,25,78.20,73.97,68.30,60.98
N,2019,12,26,76.63,73.62,72.24,60.13
N,2019,12,27,77.12,71.45,69.29,62.55
N,2019,12,28,83.24,68.62,66.07,51.81
N,2019,12,29,83.97,71.56,70.29,48.24
N,2019,12,30,83.41,69.90,66.50,51.88
N,2019,12,31,82.28,69.10,68.01,54.86
N,2020,1,1,80.99,68.71,67.29,57.05
N,2020,1,2,80.34,69.47,69.25,60.93
N,2020,1,3,79.69,71.50,70.23,48.16
N,2020,1,4,82.24,71.97,71.39,48.71
N,2020,1,5,82.91,72.11,69.06,57.34
N,2020,1,6,82.63,68.54,66.25,53.94
N,2020,1,7,83.10,68.27,65.45,49.24
N,2020,1,8,82.71,70.36,69.07,63.00
N,2020,1,9,82.06,72.38,71.21,65.50
N,2020,1,10,79.81,70.21,66.31,56.83
N,2020,1,11,81.35,75.03,71.91,50.59
N,2020,1,12,80.11,72.66,70.52,58.96
N,2020,1,13,80.19,71.84,69.88,62.06
N,2020,1,14,79.93,73.88,72.01,58.72
N,2020,1,15,80.19,76.14,74.30,57.44
N,2020,1,16,80.02,73.56,71.23,54.22
N,2020,1,17,82.62,72.24,68.87,58.73
N,2020,1,18,83.34,73.89,74.01,55.35
N,2020,1,19,81.75,74.52,74.84,53.83
N,2020,1,20,81.82,75.23,73.25,57.60
N,2020,1,21,78.97,71.05,69.69,54.40
N,2020,1,22,78.75,75.76,76.19,58.08
N,2020,1,23,78.54,75.28,73.11,57.18
N,2020,1,24,78.21,74.51,73.13,55.09
N,2020,1,25,79.16,67.70,65.62,50.41
N,2020,1,26,81.14,70.64,69.40,50.71
N,2020,1,27,81.31,70.35,70.80,56.89
N,2020,1,28,81.10,70.09,68.41,59.62
N,2020,1,29,81.35,71.74,71.40,63.83
N,2020,1,30,79.09,69.47,66.94,58.99
N,2020,1,31,79.88,72.89,70.50,53.92
N,2020,2,1,79.43,70.99,70.73,52.12
N,2020,2,2,78.28,68.58,66.27,60.57
N,2020,2,3,78.91,74.41,73.50,66.75
N,2020,2,4,78.78,74.10,71.95,62.69
N,2020,2,5,77.87,69.03,66.29,57.71
N,2020,2,6,78.74,75.35,72.36,51.18
N,2020,2,7,79.27,76.50,75.03,54.88
N,2020,2,8,79.75,73.90,72.35,53.40
N,2020,2,9,80.20,73.11,70.77,60.39
N,2020,2,10,80.35,71.72,69.92,57.35
N,2020,2,11,81.36,72.29,69.75,58.55
N,2020,2,12,77.97,73.90,70.39,48.64
N,2020,2,13,76.44,71.07,67.42,46.53
N,2020,2,14,76.00,72.07,69.40,50.54
N,2020,2,15,75.29,69.75,66.69,56.18
N,2020,2,16,74.50,69.60,66.75,53.79
N,2020,2,17,76.53,68.91,64.92,51.22
N,2020,2,18,78.72,71.36,68.95,46.15
N,2020,2,19,78.14,67.88,65.80,47.43
N,2020,2,20,79.08,71.66,69.49,51.73
N,2020,2,21,77.28,68.95,66.51,44.81
N,2020,2,22,76.55,66.18,62.80,56.06
N,2020,2,23,76.78,69.76,68.55,61.34
N,2020,2,24,79.86,70.57,69.79,51.17
N,2020,2,25,76.88,69.01,66.50,47.59
N,2020,2,26,76.88,73.05,69.89,49.23
N,2020,2,27,76.07,67.06,65.78,56.53
N,2020,2,28,74.85,66.05,64.69,44.64
N,2020,2,29,75.27,68.44,65.47,52.81
N,2020,3,1,76.09,74.63,72.68,61.50
N,2020,3,2,76.21,74.32,72.94,58.22
N,2020,3,3,76.00,73.60,70.44,62.08
N,2020,3,4,77.53,73.72,70.79,55.36
N,2020,3,5,75.77,72.94,70.39,51.58
N,2020,3,6,74.00,68.55,65.92,56.35
N,2020,3,7,74.88,71.34,69.07,54.13
N,2020,3,8,71.32,67.27,66.74,51.44
N,2020,3,9,73.75,71.63,69.61,52.71
N,2020,3,10,72.83,71.29,68.72,60.54
N,2020,3,11,72.70,72.30,71.37,53.37
N,2020,3,12,73.44,72.17,70.58,52.17
N,2020,3,13,75.05,69.06,67.35,56.72
N,2020,3,14,75.32,70.53,68.68,53.77
N,2020,3,15,77.73,70.73,69.31,50.17
N,2020,3,16,75.28,69.70,68.89,53.34
N,2020,3,17,72.68,68.24,68.19,55.20
N,2020,3,18,74.07,69.95,68.81,60.45
N,2020,3,19,73.38,71.84,70.17,60.67
N,2020,3,20,75.37,71.82,70.39,48.85
N,2020,3,21,73.10,69.34,68.62,48.72
N,2020,3,22,74.07,69.46,68.28,57.15
N,2020,3,23,72.60,67.21,65.51,58.41
N,2020,3,24,71.68,68.05,64.95,52.49
N,2020,3,25,73.02,71.19,68.86,58.48
N,2020,3,26,75.38,71.80,69.63,62.84
N,2020,3,27,75.00,71.17,69.55,64.19
N,2020,3,28,74.01,69.60,69.63,59.73
N,2020,3,29,72.94,68.68,66.54,61.89
N,2020,3,30,73.15,66.90,66.35,61.36
N,2020,3,31,76.59,74.80,69.77,60.04
N,2020,4,1,73.56,71.35,68.19,55.59
N,2020,4,2,72.57,69.82,67.65,62.46
N,2020,4,3,72.98,67.77,68.23,61.14
N,2020,4,4,72.44,69.83,69.62,63.00
N,2020,4,5,74.03,74.74,72.49,57.51
N,2020,4,6,71.95,69.69,67.21,60.50
N,2020,4,7,72.70,73.42,69.96,55.39
N,2020,4,8,72.98,71.73,70.01,53.28
N,2020,4,9,72.11,69.23,68.89,57.52
N,2020,4,10,75.34,76.44,73.95,60.36
N,2020,4,11,74.58,74.68,73.00,62.67
N,2020,4,12,75.81,73.61,70.89,58.22
N,2020,4,13,74.03,74.23,72.81,57.88
N,2020,4,14,72.87,69.16,68.41,55.73
N,2020,4,15,72.77,70.51,69.22,51.12
N,2020,4,16,74.51,76.39,74.05,54.22
N,2020,4,17,72.36,72.12,70.54,53.86
N,2020,4,18,72.51,71.04,68.95,55.43
N,2020,4,19,72.26,71.64,70.09,56.61
N,2020,4,20,72.45,70.37,68.01,58.74
N,2020,4,21,72.68,73.96,71.87,64.09
N,2020,4,22,71.33,70.30,68.32,58.14
N,2020,4,23,71.00,69.11,68.21,59.33
N,2020,4,24,73.17,73.58,70.64,50.95
N,2020,4,25,73.61,77.21,75.77,53.19
N,2020,4,26,74.45,75.13,72.14,53.86
N,2020,4,27,70.92,74.36,72.80,60.04
N,2020,4,28,73.02,73.75,71.59,55.95
N,2020,4,29,71.20,70.67,71.40,48.13
N,2020,4,30,70.59,68.50,67.23,55.02
N,2020,5,1,70.55,69.27,69.25,53.05
N,2020,5,2,70.75,69.60,69.49,64.19
N,2020,5,3,71.15,71.71,70.90,65.38
N,2020,5,4,70.24,69.60,68.94,62.21
N,2020,5,5,75.58,77.08,72.58,62.27
N,2020,5,6,71.56,70.76,70.11,60.97
N,2020,5,7,70.90,72.00,70.14,50.48
N,2020,5,8,70.65,70.49,68.65,49.70
N,2020,5,9,71.30,68.56,68.46,50.38
N,2020,5,10,71.33,69.48,68.13,50.56
N,2020,5,11,74.19,73.45,71.40,54.71
N,2020,5,12,76.38,77.03,75.77,55.51
N,2020,5,13,72.87,73.96,71.99,64.30
N,2020,5,14,72.24,74.86,73.33,65.54
N,2020,5,15,71.50,72.91,71.48,65.89
N,2020,5,16,73.60,76.04,73.19,63.14
N,2020,5,17,71.85,72.30,72.11,64.04
N,2020,5,18,74.30,76.27,73.65,55.95
N,2020,5,19,72.08,74.52,71.65,64.08
N,2020,5,20,71.65,72.85,71.33,63.01
N,2020,5,21,71.20,71.31,68.56,61.79
N,2020,5,22,68.99,68.76,67.53,61.32
N,2020,5,23,70.59,72.74,71.15,63.83
N,2020,5,24,71.21,72.67,70.08,58.81
N,2020,5,25,67.89,68.80,68.00,54.35
N,2020,5,26,67.77,69.38,68.86,54.91
N,2020,5,27,68.39,71.01,70.18,57.18
N,2020,5,28,71.59,76.00,72.54,55.68
N,2020,5,29,70.39,73.01,71.51,50.96
N,2020,5,30,67.72,68.49,67.69,47.91
N,2020,5,31,67.12,66.85,66.48,60.94
N,2020,6,1,69.14,71.88,69.19,62.38
N,2020,6,2,72.88,74.93,71.71,61.99
N,2020,6,3,73.78,74.90,73.40,59.61
N,2020,6,4,69.75,72.19,71.83,53.51
N,2020,6,5,69.19,71.04,69.77,49.33
N,2020,6,6,69.65,70.74,70.60,60.38
N,2020,6,7,70.79,73.42,71.80,65.55
N,2020,6,8,72.10,73.44,72.36,66.36
N,2020,6,9,67.80,69.24,68.23,58.48
N,2020,6,10,73.03,75.62,75.12,54.11
N,2020,6,11,70.17,72.80,70.52,55.69
N,2020,6,12,69.94,72.63,71.85,52.28
N,2020,6,13,68.65,71.62,70.96,64.08
N,2020,6,14,69.89,72.44,70.63,64.43
N,2020,6,15,66.46,68.82,67.78,55.33
N,2020,6,16,67.34,70.07,68.09,50.24
N,2020,6,17,67.17,68.89,67.01,57.98
N,2020,6,18,69.28,71.61,69.73,50.94
N,2020,6,19,67.68,70.77,69.77,50.58
N,2020,6,20,65.99,70.25,68.99,46.40
N,2020,6,21,65.51,68.93,67.36,52.72
N,2020,6,22,65.78,69.46,68.22,57.32
N,2020,6,23,67.06,70.93,69.07,61.79
N,2020,6,24,68.74,70.91,69.44,55.87
N,2020,6,25,70.63,72.09,71.34,46.25
N,2020,6,26,67.61,68.55,65.89,46.22
N,2020,6,27,66.73,71.02,70.02,55.87
N,2020,6,28,66.16,70.25,68.09,50.48
N,2020,6,29,66.19,69.97,67.20,56.45
N,2020,6,30,73.29,75.13,72.56,53.06
N,2020,7,1,68.16,71.21,69.30,50.83
N,2020,7,2,72.05,73.40,72.75,50.32
N,2020,7,3,65.49,70.35,70.56,51.84
N,2020,7,4,68.38,72.37,70.88,58.46
N,2020,7,5,68.88,73.19,70.93,56.39
N,2020,7,6,66.62,70.35,68.21,59.44
N,2020,7,7,67.11,72.52,69.77,61.76
N,2020,7,8,70.26,73.77,72.06,61.54
N,2020,7,9,65.47,70.78,68.33,53.88
N,2020,7,10,65.36,70.67,68.42,48.78
N,2020,7,11,66.42,72.51,69.02,54.64
N,2020,7,12,67.67,74.45,70.15,59.03
N,2020,7,13,66.91,74.88,70.67,58.88
N,2020,7,14,67.64,76.02,70.94,62.49
N,2020,7,15,68.30,76.06,71.79,61.59
N,2020,7,16,67.65,73.58,68.48,54.92
N,2020,7,17,70.45,74.54,70.47,49.83
N,2020,7,18,67.08,72.20,70.11,57.68
N,2020,7,19,70.20,76.11,74.63,62.34
N,2020,7,20,69.23,74.75,71.39,63.17
N,2020,7,21,73.50,80.44,76.89,63.78
N,2020,7,22,73.64,79.42,76.01,59.90
N,2020,7,23,71.81,74.43,71.98,54.37
N,2020,7,24,69.90,73.19,70.81,53.37
N,2020,7,25,68.77,75.04,71.93,48.77
N,2020,7,26,69.27,75.80,72.13,53.69
N,2020,7,27,67.33,73.29,68.81,60.29
N,2020,7,28,70.14,75.11,71.13,61.44
N,2020,7,29,72.13,78.17,73.47,60.95
N,2020,7,30,72.53,78.39,73.77,63.11
N,2020,7,31,71.23,77.08,72.60,64.63
N,2020,8,1,70.53,77.95,72.29,61.57
N,2020,8,2,66.89,73.82,68.15,46.45
N,2020,8,3,69.57,78.46,70.23,47.11
N,2020,8,4,67.95,77.47,69.64,57.52
N,2020,8,5,69.11,78.04,69.94,63.83
N,2020,8,6,70.76,77.96,71.77,65.87
N,2020,8,7,66.95,76.79,69.92,60.53
N,2020,8,8,67.09,75.35,69.44,62.93
N,2020,8,9,66.15,72.55,69.04,56.97
N,2020,8,10,67.73,74.82,70.09,54.48
N,2020,8,11,69.36,75.00,69.59,58.79
N,2020,8,12,68.21,75.57,69.40,59.81
N,2020,8,13,68.86,74.98,69.47,55.61
N,2020,8,14,68.73,74.16,68.42,52.73
N,2020,8,15,66.92,73.47,67.26,57.26
N,2020,8,16,71.12,75.00,69.26,52.11
N,2020,8,17,69.77,73.42,68.80,46.98
N,2020,8,18,72.98,77.07,72.32,51.64
N,2020,8,19,69.77,73.43,68.90,47.80
N,2020,8,20,70.79,72.61,70.36,47.68
N,2020,8,21,67.45,71.41,65.82,46.41
N,2020,8,22,69.90,72.35,67.05,47.48
N,2020,8,23,72.67,71.99,67.10,45.76
N,2020,8,24,69.87,72.75,66.61,48.28
N,2020,8,25,70.35,75.15,68.77,57.47
N,2020,8,26,70.13,75.20,69.44,62.87
N,2020,8,27,71.72,74.03,69.29,63.39
N,2020,8,28,71.56,74.81,68.81,64.13
N,2020,8,29,69.57,72.81,67.87,54.43
N,2020,8,30,70.90,73.04,68.89,52.10
N,2020,8,31,67.94,72.61,65.96,46.22
N,2020,9,1,68.95,72.49,65.41,49.65
N,2020,9,2,69.95,73.53,68.89,58.80
N,2020,9,3,72.30,76.11,71.61,61.98
N,2020,9,4,72.62,74.98,69.24,59.23
N,2020,9,5,72.66,75.36,67.95,60.90
N,2020,9,6,73.88,74.64,67.31,54.08
N,2020,9,7,71.68,78.47,68.03,52.82
N,2020,9,8,72.41,78.25,67.49,45.37
N,2020,9,9,70.78,76.87,67.78,49.14
N,2020,9,10,75.56,78.23,71.99,57.93
N,2020,9,11,73.67,74.62,68.37,60.03
N,2020,9,12,73.06,74.55,67.93,59.61
N,2020,9,13,74.85,74.99,68.88,60.51
N,2020,9,14,75.41,75.78,68.71,59.47
N,2020,9,15,74.45,76.73,68.72,58.41
N,2020,9,16,72.02,77.09,68.33,59.46
N,2020,9,17,73.30,76.14,68.68,59.53
N,2020,9,18,77.55,80.69,72.87,61.53
N,2020,9,19,80.47,75.34,71.29,63.73
N,2020,9,20,79.96,72.05,67.57,61.03
N,2020,9,21,74.57,73.17,67.14,54.72
N,2020,9,22,73.22,69.73,67.73,53.00
N,2020,9,23,73.23,72.27,69.28,51.07
N,2020,9,24,75.09,75.53,72.39,57.63
N,2020,9,25,74.68,73.32,69.66,57.23
N,2020,9,26,76.79,72.54,68.44,57.58
N,2020,9,27,75.26,73.15,68.97,50.01
N,2020,9,28,75.65,72.37,69.55,50.15
N,2020,9,29,75.24,71.79,66.67,59.82
N,2020,9,30,73.36,72.95,69.79,59.32
N,2020,10,1,74.77,73.63,69.64,54.85
N,2020,10,2,74.55,71.68,65.95,52.01
N,2020,10,3,71.45,71.52,67.79,49.13
N,2020,10,4,72.49,72.60,65.61,44.38
N,2020,10,5,73.43,74.60,68.10,50.85
N,2020,10,6,73.63,74.41,68.87,56.77
N,2020,10,7,72.22,72.79,68.13,56.66
N,2020,10,8,73.68,74.55,70.57,57.06
N,2020,10,9,72.65,72.79,67.21,60.30
N,2020,10,10,70.80,72.90,67.79,61.22
N,2020,10,11,70.68,73.78,68.24,54.92
N,2020,10,12,74.58,77.28,71.85,53.67
N,2020,10,13,72.27,75.14,71.31,51.69
N,2020,10,14,72.50,76.24,70.98,53.85
N,2020,10,15,68.77,77.19,70.12,50.47
N,2020,10,16,NaN,NaN,NaN,NaN
N,2020,10,17,NaN,NaN,NaN,NaN
N,2020,10,18,NaN,NaN,NaN,NaN
N,2020,10,19,NaN,NaN,NaN,NaN
N,2020,10,20,NaN,NaN,NaN,NaN
N,2020,10,21,NaN,NaN,NaN,NaN
N,2020,10,22,NaN,NaN,NaN,NaN
N,2020,10,23,NaN,NaN,NaN,NaN
N,2020,10,24,NaN,NaN,NaN,NaN
N,2020,10,25,NaN,NaN,NaN,NaN
N,2020,10,26,NaN,NaN,NaN,NaN
N,2020,10,27,NaN,NaN,NaN,NaN
N,2020,10,28,NaN,NaN,NaN,NaN
N,2020,10,29,NaN,NaN,NaN,NaN
N,2020,10,30,NaN,NaN,NaN,NaN
N,2020,10,31,NaN,NaN,NaN,NaN
N,2020,11,1,NaN,NaN,NaN,NaN
N,2020,11,2,NaN,NaN,NaN,NaN
N,2020,11,3,NaN,NaN,NaN,NaN
N,2020,11,4,81.39,79.40,79.28,51.55
N,2020,11,5,73.06,66.32,64.72,48.46
N,2020,11,6,76.26,71.30,69.47,60.56
N,2020,11,7,80.72,73.02,71.18,66.20
N,2020,11,8,81.06,72.33,69.86,65.37
N,2020,11,9,76.91,73.22,69.70,61.06
N,2020,11,10,77.17,72.35,68.58,49.16
N,2020,11,11,73.45,70.52,66.54,51.43
N,2020,11,12,75.21,69.61,66.70,54.56
N,2020,11,13,75.01,71.37,68.31,61.36
N,2020,11,14,77.86,70.76,68.18,62.45
N,2020,11,15,78.88,71.80,68.39,53.40
N,2020,11,16,74.60,71.22,65.66,51.90
N,2020,11,17,73.07,70.99,66.26,49.95
N,2020,11,18,74.96,72.61,68.31,51.08
N,2020,11,19,77.46,71.29,66.44,55.41
N,2020,11,20,76.64,68.39,64.52,50.39
N,2020,11,21,72.21,68.28,67.01,48.05
N,2020,11,22,75.04,74.55,71.84,58.27
N,2020,11,23,75.45,71.17,69.05,63.04
N,2020,11,24,77.64,72.59,71.63,55.33
N,2020,11,25,75.52,71.37,69.71,47.49
N,2020,11,26,72.51,67.00,65.68,51.26
N,2020,11,27,73.61,68.84,65.96,49.99
N,2020,11,28,74.78,67.32,65.71,48.55
N,2020,11,29,74.17,71.01,66.68,51.30
N,2020,11,30,74.64,68.22,64.99,56.02
N,2020,12,1,76.68,69.72,66.85,54.73
N,2020,12,2,74.79,71.05,68.36,48.02
N,2020,12,3,79.13,72.55,70.64,55.29
N,2020,12,4,78.37,73.11,73.55,52.69
N,2020,12,5,79.11,71.03,68.82,49.63
N,2020,12,6,75.43,72.74,71.07,51.40
N,2020,12,7,80.07,70.70,70.70,56.15
N,2020,12,8,78.85,72.93,71.43,51.81
N,2020,12,9,76.06,72.81,70.18,49.49
N,2020,12,10,77.29,70.40,66.51,56.30
N,2020,12,11,77.57,71.18,69.03,53.29
N,2020,12,12,81.92,75.54,73.16,64.45
N,2020,12,13,80.39,72.05,68.86,59.68
N,2020,12,14,79.77,73.68,71.83,64.13
N,2020,12,15,80.70,74.66,73.02,61.43
N,2020,12,16,79.96,75.44,71.58,53.90
N,2020,12,17,81.37,75.49,72.27,59.26
N,2020,12,18,80.30,78.06,74.34,62.26
N,2020,12,19,80.73,73.87,70.69,53.01
N,2020,12,20,81.30,72.01,68.55,53.45
N,2020,12,21,81.39,73.19,70.68,48.45
N,2020,12,22,83.02,70.45,66.98,51.06
N,2020,12,23,81.84,73.43,71.67,52.86
N,2020,12,24,78.51,68.75,65.58,55.80
N,2020,12,25,78.50,70.76,66.13,51.29
N,2020,12,26,80.14,72.10,65.37,61.14
N,2020,12,27,83.06,75.19,70.57,62.00
N,2020,12,28,83.21,74.30,71.34,63.60
N,2020,12,29,84.95,74.88,72.57,63.94
N,2020,12,30,85.04,70.01,66.23,60.64
N,2020,12,31,84.45,75.08,73.39,66.05
N,2021,1,1,83.16,69.42,67.96,58.64
N,2021,1,2,81.34,67.01,64.55,48.75
N,2021,1,3,82.54,70.56,66.90,57.85
N,2021,1,4,82.11,72.47,70.64,58.50
N,2021,1,5,82.17,77.64,74.03,61.80
N,2021,1,6,81.23,71.58,69.27,57.22
N,2021,1,7,80.14,73.89,70.58,59.39
N,2021,1,8,79.22,68.56,65.64,57.62
N,2021,1,9,81.26,69.23,65.46,57.64
N,2021,1,10,81.14,70.17,66.23,51.61
N,2021,1,11,82.73,72.07,68.68,51.99
N,2021,1,12,82.62,74.13,71.99,52.88
N,2021,1,13,84.46,76.74,73.73,55.64
N,2021,1,14,82.67,74.50,69.74,50.94
N,2021,1,15,84.31,76.02,74.64,52.75
N,2021,1,16,82.95,72.98,68.60,48.87
N,2021,1,17,81.70,72.25,69.48,48.12
N,2021,1,18,81.93,73.91,71.39,49.66
N,2021,1,19,83.46,74.32,72.82,61.61
N,2021,1,20,83.35,75.44,73.94,62.06
N,2021,1,21,83.09,68.79,67.35,48.62
N,2021,1,22,82.36,71.34,68.66,55.10
N,2021,1,23,83.27,73.45,69.63,60.35
N,2021,1,24,82.91,72.41,71.16,62.60
N,2021,1,25,81.78,75.67,74.56,68.42
N,2021,1,26,83.28,75.55,74.17,68.52
N,2021,1,27,81.68,73.21,70.78,57.05
N,2021,1,28,83.90,77.21,73.45,59.19
N,2021,1,29,85.44,71.99,68.58,61.05
N,2021,1,30,84.96,73.59,71.24,53.00
N,2021,1,31,84.95,73.61,70.79,54.16
N,2021,2,1,87.10,73.56,71.93,54.53
N,2021,2,2,86.48,76.69,73.92,60.23
N,2021,2,3,84.92,70.71,68.24,61.47
N,2021,2,4,84.88,75.32,72.23,61.85
N,2021,2,5,85.71,74.42,72.73,57.59
N,2021,2,6,85.14,75.04,70.49,54.96
N,2021,2,7,88.40,75.74,72.67,53.72
N,2021,2,8,87.32,71.27,68.43,47.77
N,2021,2,9,87.39,73.67,71.10,47.25
N,2021,2,10,89.21,76.69,73.20,57.78
N,2021,2,11,88.44,77.53,75.93,58.32
N,2021,2,12,85.99,75.48,72.97,63.85
N,2021,2,13,84.62,77.28,75.01,65.39
N,2021,2,14,83.91,75.52,74.20,68.00
N,2021,2,15,83.04,72.87,69.92,64.66
N,2021,2,16,84.82,77.17,75.45,65.42
N,2021,2,17,84.43,74.34,72.69,66.07
N,2021,2,18,86.00,72.03,70.91,57.53
N,2021,2,19,84.67,69.62,67.56,58.46
N,2021,2,20,83.49,74.58,73.18,65.78
N,2021,2,21,83.81,70.96,68.46,59.58
N,2021,2,22,85.40,68.90,67.38,52.19
N,2021,2,23,84.75,73.90,71.97,51.62
N,2021,2,24,84.26,72.51,71.10,55.15
N,2021,2,25,84.70,76.07,74.16,57.71
N,2021,2,26,84.50,72.59,71.56,59.12
N,2021,2,27,82.52,73.84,71.95,63.28
N,2021,2,28,81.66,71.18,69.40,59.73
N,2021,3,1,78.84,70.06,68.95,57.32
N,2021,3,2,79.92,68.70,66.93,54.86
N,2021,3,3,80.64,71.52,70.51,58.24
N,2021,3,4,81.76,70.95,70.53,58.27
N,2021,3,5,82.70,72.84,72.06,65.42
N,2021,3,6,80.98,75.43,73.28,65.81
N,2021,3,7,78.39,70.14,68.40,62.40
N,2021,3,8,79.48,73.62,71.50,62.27
N,2021,3,9,79.44,74.84,72.33,64.44
N,2021,3,10,79.93,71.98,70.50,62.73
N,2021,3,11,76.21,71.70,70.44,59.49
N,2021,3,12,76.28,69.13,67.26,52.28
N,2021,3,13,79.76,73.98,70.57,63.79
N,2021,3,14,79.90,71.84,69.59,63.15
N,2021,3,15,79.75,72.00,69.68,63.32
N,2021,3,16,78.25,75.53,74.14,67.21
N,2021,3,17,78.92,77.08,75.04,54.83
N,2021,3,18,76.77,73.76,72.88,54.96
N,2021,3,19,77.39,71.70,71.22,59.62
N,2021,3,20,77.46,73.29,71.65,62.22
N,2021,3,21,77.61,72.62,72.24,65.62
N,2021,3,22,78.24,73.09,71.73,65.20
N,2021,3,23,77.76,77.61,76.57,68.30
N,2021,3,24,74.84,72.74,70.59,57.08
N,2021,3,25,75.46,73.44,70.89,62.21
N,2021,3,26,72.51,69.59,68.87,62.65
N,2021,3,27,76.00,76.65,75.55,55.86
N,2021,3,28,75.14,72.52,70.81,57.48
N,2021,3,29,76.96,72.63,69.48,61.42
N,2021,3,30,76.86,74.42,72.62,62.81
N,2021,3,31,74.73,74.27,71.45,50.33
N,2021,4,1,76.11,71.63,70.14,53.86
N,2021,4,2,77.13,69.83,68.76,58.08
N,2021,4,3,75.85,72.73,72.42,61.47
N,2021,4,4,76.47,70.59,69.78,63.50
N,2021,4,5,76.45,74.08,71.84,64.88
N,2021,4,6,76.12,73.28,72.21,63.69
N,2021,4,7,76.00,75.06,72.81,60.05
N,2021,4,8,77.92,73.17,72.25,63.98
N,2021,4,9,78.41,75.45,73.44,63.83
N,2021,4,10,78.06,76.63,74.32,64.64
N,2021,4,11,77.36,76.10,72.47,62.05
N,2021,4,12,77.58,73.30,71.12,61.56
N,2021,4,13,76.19,72.36,69.14,61.10
N,2021,4,14,79.11,72.15,71.72,60.82
N,2021,4,15,79.49,76.06,74.92,59.32
N,2021,4,16,76.99,73.00,72.14,61.72
N,2021,4,17,75.39,73.65,72.76,61.70
N,2021,4,18,76.18,73.43,72.22,60.36
N,2021,4,19,77.69,76.01,74.27,61.00
N,2021,4,20,75.13,74.63,72.57,61.99
N,2021,4,21,76.11,75.75,74.03,63.09
N,2021,4,22,74.27,76.10,73.55,60.05
N,2021,4,23,72.21,71.13,70.03,59.73
N,2021,4,24,73.54,75.13,72.41,59.42
N,2021,4,25,74.07,73.10,71.01,59.21
N,2021,4,26,72.38,71.84,70.05,59.22
N,2021,4,27,73.18,72.00,69.34,60.58
N,2021,4,28,73.43,68.57,67.30,58.29
N,2021,4,29,74.06,73.92,71.63,60.89
