site,year,month,day,fin,blue,ship,wind
N,2009,1,13,84.17,72.55,72.41,54.82
N,2009,1,14,82.04,76.48,76.10,53.35
N,2009,1,15,81.87,79.13,76.77,51.67
N,2009,1,16,81.29,75.85,75.70,52.70
N,2009,1,17,79.76,75.23,73.87,52.49
N,2009,1,18,81.19,76.96,74.13,54.34
N,2009,1,19,81.00,73.81,72.52,50.90
N,2009,1,20,80.97,77.22,75.72,51.97
N,2009,1,21,81.10,77.45,76.38,53.30
N,2009,1,22,83.44,79.65,80.47,55.63
N,2009,1,23,79.33,75.95,74.54,55.28
N,2009,1,24,82.11,80.86,78.36,51.02
N,2009,1,25,83.43,80.75,78.10,62.27
N,2009,1,26,82.25,78.63,76.53,65.22
N,2009,1,27,80.60,73.43,71.00,59.80
N,2009,1,28,80.08,75.72,73.93,59.47
N,2009,1,29,82.01,77.20,75.56,52.77
N,2009,1,30,81.84,78.09,75.63,56.66
N,2009,1,31,80.49,76.45,73.89,55.36
N,2009,2,1,79.82,75.41,73.10,57.70
N,2009,2,2,80.38,74.98,74.85,52.41
N,2009,2,3,81.55,74.05,71.92,52.18
N,2009,2,4,84.91,78.80,76.38,55.02
N,2009,2,5,83.78,78.18,76.92,57.98
N,2009,2,6,82.01,75.39,74.42,60.70
N,2009,2,7,83.61,75.87,75.55,59.14
N,2009,2,8,83.33,73.90,71.24,53.17
N,2009,2,9,80.83,72.72,70.92,62.99
N,2009,2,10,83.54,77.96,76.58,66.47
N,2009,2,11,84.01,80.28,77.85,59.99
N,2009,2,12,84.82,76.42,74.66,63.70
N,2009,2,13,85.07,76.62,76.89,61.62
N,2009,2,14,85.46,80.05,76.71,61.14
N,2009,2,15,NaN,NaN,NaN,NaN
N,2009,2,17,81.96,78.68,76.00,58.08
N,2009,2,18,79.87,78.22,75.56,51.74
N,2009,2,19,82.52,76.45,74.49,55.65
N,2009,2,20,83.29,77.27,75.43,54.52
N,2009,2,21,81.77,77.64,75.95,53.04
N,2009,2,22,84.89,76.71,73.56,49.76
N,2009,2,23,81.38,74.10,73.80,52.16
N,2009,2,24,79.37,78.75,76.35,58.30
N,2009,2,25,80.60,75.11,73.07,58.77
N,2009,2,26,79.89,72.61,71.81,60.18
N,2009,2,27,84.27,80.73,75.99,60.66
N,2009,2,28,82.63,77.46,76.51,53.13
N,2009,3,1,82.92,77.46,75.69,52.45
N,2009,3,2,83.31,74.91,75.52,55.15
N,2009,3,3,80.89,75.05,72.60,55.61
N,2009,3,4,79.36,74.82,75.97,51.77
N,2009,3,5,80.40,77.13,74.82,57.99
N,2009,3,6,81.74,78.43,77.31,61.22
N,2009,3,7,81.88,75.72,73.48,62.20
N,2009,3,8,83.73,78.11,75.53,55.91
N,2009,3,9,86.09,81.88,80.10,53.29
N,2009,3,10,NaN,NaN,NaN,NaN
N,2009,3,11,NaN,NaN,NaN,NaN
N,2009,3,12,NaN,NaN,NaN,NaN
N,2009,3,13,81.53,74.22,72.60,60.56
N,2009,3,14,82.11,76.00,74.84,60.83
N,2009,3,15,81.87,76.20,73.40,60.52
N,2009,3,16,79.82,77.09,77.63,55.92
N,2009,3,17,79.18,77.45,75.41,56.05
N,2009,3,18,81.22,79.08,76.91,52.44
N,2009,3,19,76.88,72.86,70.62,49.48
N,2009,3,20,81.15,81.20,80.95,51.95
N,2009,3,21,78.41,75.48,74.61,53.83
N,2009,3,22,80.31,75.29,74.01,60.16
N,2009,3,23,80.47,75.11,73.15,65.50
N,2009,3,24,79.83,77.08,72.09,59.12
N,2009,3,25,81.88,75.84,73.58,56.58
N,2009,3,26,81.11,76.85,74.95,61.03
N,2009,3,27,82.70,76.01,74.37,54.23
N,2009,3,28,83.65,75.42,74.83,53.50
N,2009,3,29,83.99,79.63,75.96,58.96
N,2009,3,30,86.49,78.33,78.75,55.63
N,2009,3,31,82.02,73.66,72.18,47.68
N,2009,4,1,82.41,78.45,75.36,58.76
N,2009,4,2,78.92,74.91,73.44,54.36
N,2009,4,3,80.70,76.78,76.56,63.53
N,2009,4,4,81.65,81.63,79.01,60.64
N,2009,4,5,79.25,77.39,74.09,47.51
N,2009,4,6,79.38,73.30,72.01,51.20
N,2009,4,7,78.44,77.00,75.36,54.68
N,2009,4,8,78.19,75.71,74.19,52.79
N,2009,4,9,81.04,81.07,79.41,59.94
N,2009,4,10,80.56,74.29,74.38,47.29
N,2009,4,11,78.46,73.77,72.84,64.36
N,2009,4,12,77.36,70.49,70.71,53.62
N,2009,4,13,80.43,77.67,79.06,51.99
N,2009,4,14,79.50,80.88,77.07,62.45
N,2009,4,15,80.67,80.84,76.64,68.33
N,2009,4,16,77.21,78.54,76.55,65.87
N,2009,4,17,75.13,73.51,72.88,56.32
N,2009,4,18,76.26,75.92,73.43,50.94
N,2009,4,19,75.84,74.54,74.06,56.94
N,2009,4,20,77.30,75.21,74.36,51.12
N,2009,4,21,74.46,71.90,68.83,52.43
N,2009,4,22,79.41,79.63,76.70,58.28
N,2009,4,23,76.76,74.22,72.99,54.81
N,2009,4,24,75.04,66.12,66.08,50.62
N,2009,4,25,79.46,76.03,74.27,62.57
N,2009,4,26,74.48,75.16,74.07,63.56
N,2009,4,27,75.30,76.27,76.50,61.14
N,2009,4,28,76.44,73.37,70.84,63.30
N,2009,4,29,76.90,73.02,72.53,63.74
N,2009,4,30,75.74,76.78,74.75,61.71
N,2009,5,1,77.00,77.17,74.87,60.40
N,2009,5,2,72.76,73.93,73.74,59.20
N,2009,5,3,74.76,74.16,73.12,61.30
N,2009,5,4,76.38,73.86,73.97,61.77
N,2009,5,5,75.47,75.64,73.76,62.40
N,2009,5,6,75.31,76.20,73.61,62.37
N,2009,5,7,79.45,75.42,75.20,62.62
N,2009,5,8,NaN,NaN,NaN,NaN
N,2009,5,9,NaN,NaN,NaN,NaN
N,2009,5,10,NaN,NaN,NaN,NaN
N,2009,5,11,NaN,NaN,NaN,NaN
N,2009,5,12,NaN,NaN,NaN,NaN
N,2009,5,13,NaN,NaN,NaN,NaN
N,2009,5,14,NaN,NaN,NaN,NaN
N,2009,5,15,NaN,NaN,NaN,NaN
N,2009,5,16,NaN,NaN,NaN,NaN
N,2009,5,17,NaN,NaN,NaN,NaN
N,2009,5,18,NaN,NaN,NaN,NaN
N,2009,5,19,NaN,NaN,NaN,NaN
N,2009,5,20,NaN,NaN,NaN,NaN
N,2009,5,21,NaN,NaN,NaN,NaN
N,2009,5,22,NaN,NaN,NaN,NaN
N,2009,5,23,NaN,NaN,NaN,NaN
N,2009,5,24,NaN,NaN,NaN,NaN
N,2009,5,25,NaN,NaN,NaN,NaN
N,2009,5,26,NaN,NaN,NaN,NaN
N,2009,5,27,NaN,NaN,NaN,NaN
N,2009,5,28,NaN,NaN,NaN,NaN
N,2009,5,29,NaN,NaN,NaN,NaN
N,2009,5,30,NaN,NaN,NaN,NaN
N,2009,5,31,NaN,NaN,NaN,NaN
N,2009,6,1,NaN,NaN,NaN,NaN
N,2009,6,2,NaN,NaN,NaN,NaN
N,2009,6,3,NaN,NaN,NaN,NaN
N,2009,6,4,NaN,NaN,NaN,NaN
N,2009,6,5,NaN,NaN,NaN,NaN
N,2009,6,6,NaN,NaN,NaN,NaN
N,2009,6,7,NaN,NaN,NaN,NaN
N,2009,6,8,NaN,NaN,NaN,NaN
N,2009,6,9,NaN,NaN,NaN,NaN
N,2009,6,10,NaN,NaN,NaN,NaN
N,2009,6,11,NaN,NaN,NaN,NaN
N,2009,6,12,NaN,NaN,NaN,NaN
N,2009,6,13,NaN,NaN,NaN,NaN
N,2009,6,14,NaN,NaN,NaN,NaN
N,2009,6,15,NaN,NaN,NaN,NaN
N,2009,6,16,NaN,NaN,NaN,NaN
N,2009,6,17,NaN,NaN,NaN,NaN
N,2009,6,18,NaN,NaN,NaN,NaN
N,2009,6,19,NaN,NaN,NaN,NaN
N,2009,6,20,NaN,NaN,NaN,NaN
N,2009,6,21,NaN,NaN,NaN,NaN
N,2009,6,22,NaN,NaN,NaN,NaN
N,2009,6,23,NaN,NaN,NaN,NaN
N,2009,6,24,NaN,NaN,NaN,NaN
N,2009,6,25,NaN,NaN,NaN,NaN
N,2009,6,26,NaN,NaN,NaN,NaN
N,2009,6,27,NaN,NaN,NaN,NaN
N,2009,6,28,NaN,NaN,NaN,NaN
N,2009,6,29,NaN,NaN,NaN,NaN
N,2009,6,30,NaN,NaN,NaN,NaN
N,2009,7,1,NaN,NaN,NaN,NaN
N,2009,7,2,NaN,NaN,NaN,NaN
N,2009,7,3,NaN,NaN,NaN,NaN
N,2009,7,4,NaN,NaN,NaN,NaN
N,2009,7,5,NaN,NaN,NaN,NaN
N,2009,7,6,NaN,NaN,NaN,NaN
N,2009,7,7,NaN,NaN,NaN,NaN
N,2009,7,8,NaN,NaN,NaN,NaN
N,2009,7,9,NaN,NaN,NaN,NaN
N,2009,7,10,NaN,NaN,NaN,NaN
N,2009,7,11,NaN,NaN,NaN,NaN
N,2009,7,12,NaN,NaN,NaN,NaN
N,2009,7,13,NaN,NaN,NaN,NaN
N,2009,7,14,NaN,NaN,NaN,NaN
N,2009,7,15,NaN,NaN,NaN,NaN
N,2009,7,16,NaN,NaN,NaN,NaN
N,2009,7,17,NaN,NaN,NaN,NaN
N,2009,7,18,NaN,NaN,NaN,NaN
N,2009,7,19,NaN,NaN,NaN,NaN
N,2009,7,20,NaN,NaN,NaN,NaN
N,2009,7,21,NaN,NaN,NaN,NaN
N,2009,7,22,74.50,75.10,72.66,49.90
N,2009,7,23,72.38,74.36,70.94,53.97
N,2009,7,24,73.40,76.33,73.00,52.53
N,2009,7,25,73.05,74.14,70.96,53.49
N,2009,7,26,71.93,73.86,71.16,51.99
N,2009,7,27,69.79,73.76,70.67,52.79
N,2009,7,28,72.62,78.32,74.39,58.36
N,2009,7,29,70.10,75.55,70.12,58.69
N,2009,7,30,71.04,75.08,69.29,58.55
N,2009,7,31,77.62,79.14,73.61,54.48
N,2009,8,1,70.48,74.78,69.46,58.48
N,2009,8,2,68.99,75.63,68.85,57.69
N,2009,8,3,70.04,74.48,68.23,61.28
N,2009,8,4,77.93,79.26,73.31,61.04
N,2009,8,5,72.38,76.76,70.47,61.21
N,2009,8,6,74.74,78.58,73.98,61.68
N,2009,8,7,74.82,79.86,71.79,61.69
N,2009,8,8,74.44,77.90,69.57,60.95
N,2009,8,9,72.96,77.65,72.78,54.96
N,2009,8,10,70.60,76.18,70.39,50.49
N,2009,8,11,75.30,76.68,70.80,52.74
N,2009,8,12,71.33,75.91,70.22,56.48
N,2009,8,13,75.50,77.01,71.71,51.11
N,2009,8,14,73.17,75.26,70.30,51.02
N,2009,8,15,67.97,73.40,65.47,57.52
N,2009,8,16,72.46,75.93,72.87,55.84
N,2009,8,17,71.90,76.16,70.68,54.39
N,2009,8,18,69.88,73.83,67.32,50.05
N,2009,8,19,71.09,76.30,71.04,50.46
N,2009,8,20,72.76,77.13,73.38,55.03
N,2009,8,21,72.37,78.62,72.22,58.71
N,2009,8,22,70.43,77.93,71.56,54.54
N,2009,8,23,70.56,79.34,73.58,50.53
N,2009,8,24,71.42,78.37,72.19,51.24
N,2009,8,25,73.04,79.05,70.51,56.65
N,2009,8,26,71.27,77.98,71.97,56.85
N,2009,8,27,71.56,77.99,70.38,55.73
N,2009,8,28,73.31,79.53,71.47,52.21
N,2009,8,29,70.51,78.93,69.64,53.10
N,2009,8,30,70.73,77.80,69.89,52.26
N,2009,8,31,69.11,76.40,68.06,54.20
N,2009,9,1,76.79,80.30,72.11,51.41
N,2009,9,2,71.75,80.63,72.51,50.29
N,2009,9,3,73.45,80.13,71.78,51.16
N,2009,9,4,72.35,79.88,70.52,53.02
N,2009,9,5,71.62,79.79,68.63,60.35
N,2009,9,6,74.54,78.69,70.96,60.47
N,2009,9,7,73.20,77.02,68.92,58.04
N,2009,9,8,73.18,76.72,68.80,52.76
N,2009,9,9,75.98,81.50,74.60,52.31
N,2009,9,10,72.66,77.32,69.98,58.14
N,2009,9,11,74.24,77.37,70.32,58.60
N,2009,9,12,72.83,74.38,68.36,58.57
N,2009,9,13,73.02,77.22,72.76,54.65
N,2009,9,14,73.50,74.77,70.48,55.88
N,2009,9,15,71.77,75.52,71.03,59.99
N,2009,9,16,NaN,NaN,NaN,NaN
N,2009,9,17,NaN,NaN,NaN,NaN
N,2009,9,18,NaN,NaN,NaN,NaN
N,2009,9,19,NaN,NaN,NaN,NaN
N,2009,9,20,NaN,NaN,NaN,NaN
N,2009,9,21,NaN,NaN,NaN,NaN
N,2009,9,22,NaN,NaN,NaN,NaN
N,2009,9,23,NaN,NaN,NaN,NaN
N,2009,9,24,NaN,NaN,NaN,NaN
N,2009,9,25,NaN,NaN,NaN,NaN
N,2009,9,26,NaN,NaN,NaN,NaN
N,2009,9,27,NaN,NaN,NaN,NaN
N,2009,9,28,NaN,NaN,NaN,NaN
N,2009,9,29,NaN,NaN,NaN,NaN
N,2009,9,30,NaN,NaN,NaN,NaN
N,2009,10,1,NaN,NaN,NaN,NaN
N,2009,10,2,NaN,NaN,NaN,NaN
N,2009,10,3,NaN,NaN,NaN,NaN
N,2009,10,4,NaN,NaN,NaN,NaN
N,2009,10,5,NaN,NaN,NaN,NaN
N,2009,10,6,NaN,NaN,NaN,NaN
N,2009,10,7,NaN,NaN,NaN,NaN
N,2009,10,8,NaN,NaN,NaN,NaN
N,2009,10,9,NaN,NaN,NaN,NaN
N,2009,10,10,NaN,NaN,NaN,NaN
N,2009,10,11,NaN,NaN,NaN,NaN
N,2009,10,12,NaN,NaN,NaN,NaN
N,2009,10,13,NaN,NaN,NaN,NaN
N,2009,10,14,NaN,NaN,NaN,NaN
N,2009,10,15,NaN,NaN,NaN,NaN
N,2009,10,16,NaN,NaN,NaN,NaN
N,2009,10,17,NaN,NaN,NaN,NaN
N,2009,10,18,NaN,NaN,NaN,NaN
N,2009,10,19,NaN,NaN,NaN,NaN
N,2009,10,20,NaN,NaN,NaN,NaN
N,2009,10,21,NaN,NaN,NaN,NaN
N,2009,10,22,NaN,NaN,NaN,NaN
N,2009,10,23,NaN,NaN,NaN,NaN
N,2009,10,24,NaN,NaN,NaN,NaN
N,2009,10,25,NaN,NaN,NaN,NaN
N,2009,10,26,NaN,NaN,NaN,NaN
N,2009,10,27,NaN,NaN,NaN,NaN
N,2009,10,28,NaN,NaN,NaN,NaN
N,2009,10,29,NaN,NaN,NaN,NaN
N,2009,10,30,NaN,NaN,NaN,NaN
N,2009,10,31,NaN,NaN,NaN,NaN
N,2009,11,1,NaN,NaN,NaN,NaN
N,2009,11,2,NaN,NaN,NaN,NaN
N,2009,11,3,NaN,NaN,NaN,NaN
N,2009,11,4,NaN,NaN,NaN,NaN
N,2009,11,5,NaN,NaN,NaN,NaN
N,2009,11,6,NaN,NaN,NaN,NaN
N,2009,11,7,NaN,NaN,NaN,NaN
N,2009,11,8,NaN,NaN,NaN,NaN
N,2009,11,9,NaN,NaN,NaN,NaN
N,2009,11,10,NaN,NaN,NaN,NaN
N,2009,11,11,NaN,NaN,NaN,NaN
N,2009,11,12,NaN,NaN,NaN,NaN
N,2009,11,13,NaN,NaN,NaN,NaN
N,2009,11,14,NaN,NaN,NaN,NaN
N,2009,11,15,NaN,NaN,NaN,NaN
N,2009,11,16,NaN,NaN,NaN,NaN
N,2009,11,17,NaN,NaN,NaN,NaN
N,2009,11,18,NaN,NaN,NaN,NaN
N,2009,11,19,NaN,NaN,NaN,NaN
N,2009,11,20,NaN,NaN,NaN,NaN
N,2009,11,21,NaN,NaN,NaN,NaN
N,2009,11,22,NaN,NaN,NaN,NaN
N,2009,11,23,NaN,NaN,NaN,NaN
N,2009,11,24,NaN,NaN,NaN,NaN
N,2009,11,25,NaN,NaN,NaN,NaN
N,2009,11,26,NaN,NaN,NaN,NaN
N,2009,11,27,NaN,NaN,NaN,NaN
N,2009,11,28,NaN,NaN,NaN,NaN
N,2009,11,29,NaN,NaN,NaN,NaN
N,2009,11,30,NaN,NaN,NaN,NaN
N,2009,12,1,NaN,NaN,NaN,NaN
N,2009,12,2,NaN,NaN,NaN,NaN
N,2009,12,3,NaN,NaN,NaN,NaN
N,2009,12,4,NaN,NaN,NaN,NaN
N,2009,12,5,NaN,NaN,NaN,NaN
N,2009,12,6,81.32,75.82,71.09,57.14
N,2009,12,7,79.40,72.10,69.98,60.01
N,2009,12,8,79.25,74.97,73.46,64.01
N,2009,12,9,78.82,75.45,72.65,57.29
N,2009,12,10,79.49,77.72,73.84,51.33
N,2009,12,11,78.14,73.82,72.52,50.65
N,2009,12,12,76.17,71.09,69.35,51.57
N,2009,12,13,81.00,73.57,73.16,59.61
N,2009,12,14,79.56,73.99,72.14,58.01
N,2009,12,15,85.57,81.79,78.11,56.03
N,2009,12,16,85.12,82.31,77.16,59.09
N,2009,12,17,80.24,74.68,71.63,56.39
N,2009,12,18,81.38,77.38,71.72,52.72
N,2009,12,19,80.66,77.29,72.96,46.19
N,2009,12,20,81.74,79.89,77.43,45.77
N,2009,12,21,82.00,73.42,70.87,46.29
N,2009,12,22,81.70,76.56,75.77,65.67
N,2009,12,23,80.93,79.42,77.97,64.82
N,2009,12,24,79.53,74.23,69.81,50.90
N,2009,12,25,79.24,77.32,74.09,49.63
N,2009,12,26,81.98,72.45,69.46,49.46
N,2009,12,27,81.54,76.63,74.31,47.19
N,2009,12,28,82.45,72.65,70.46,48.93
N,2009,12,29,81.38,70.89,67.56,50.83
N,2009,12,30,81.91,77.42,73.08,57.37
N,2009,12,31,80.74,74.60,73.87,58.74
N,2010,1,1,85.28,79.73,74.60,55.87
N,2010,1,2,83.37,70.03,69.71,57.74
N,2010,1,3,84.57,76.50,71.46,47.57
N,2010,1,4,82.38,77.79,74.54,47.13
N,2010,1,5,84.88,81.60,76.37,50.16
N,2010,1,6,84.80,73.86,70.06,49.37
N,2010,1,7,84.22,75.24,71.06,48.55
N,2010,1,8,83.63,73.11,71.05,47.16
N,2010,1,9,80.00,74.88,71.03,49.08
N,2010,1,10,80.50,79.94,78.81,51.96
N,2010,1,11,77.59,70.56,66.11,45.24
N,2010,1,12,81.18,72.83,70.45,48.09
N,2010,1,13,81.48,74.92,72.07,56.26
N,2010,1,14,84.13,78.78,74.93,62.06
N,2010,1,15,80.34,76.58,73.45,48.41
N,2010,1,16,83.57,78.29,73.23,46.31
N,2010,1,17,83.80,80.55,77.62,52.88
N,2010,1,18,80.64,79.85,76.00,60.57
N,2010,1,19,82.62,79.33,74.16,59.42
N,2010,1,20,77.09,72.98,72.72,63.37
N,2010,1,21,80.59,79.15,76.38,62.53
N,2010,1,22,80.52,77.20,74.85,65.84
N,2010,1,23,83.80,79.09,74.21,62.59
N,2010,1,24,84.87,77.27,74.83,57.22
N,2010,1,25,85.75,78.50,74.82,56.02
N,2010,1,26,83.01,76.86,73.67,59.12
N,2010,1,27,NaN,NaN,NaN,NaN
N,2010,1,28,NaN,NaN,NaN,NaN
N,2010,1,29,NaN,NaN,NaN,NaN
N,2010,1,30,79.90,87.99,90.58,57.02
N,2010,1,31,77.45,74.12,71.99,52.23
N,2010,2,1,77.93,79.32,76.18,53.46
N,2010,2,2,75.81,70.11,67.03,50.62
N,2010,2,3,77.10,71.98,69.49,57.22
N,2010,2,4,77.74,74.77,71.21,55.64
N,2010,2,5,79.32,73.76,72.21,60.65
N,2010,2,6,77.01,73.75,72.35,61.98
N,2010,2,7,76.96,72.38,72.24,64.20
N,2010,2,8,75.42,71.73,71.76,62.03
N,2010,2,9,77.02,73.22,72.06,58.62
N,2010,2,10,78.93,78.83,76.94,59.66
N,2010,2,11,78.46,74.46,70.31,58.52
N,2010,2,12,76.29,75.63,71.64,58.63
N,2010,2,13,74.60,71.86,69.39,53.38
N,2010,2,14,75.87,69.21,67.99,53.34
N,2010,2,15,79.27,77.87,74.26,53.20
N,2010,2,16,73.98,71.21,69.47,50.74
N,2010,2,17,77.34,79.03,76.08,48.60
N,2010,2,18,76.68,75.70,73.90,49.92
N,2010,2,19,75.71,71.87,69.90,52.57
N,2010,2,20,73.40,71.93,68.09,60.01
N,2010,2,21,78.75,78.02,76.18,60.17
N,2010,2,22,76.47,72.51,71.52,63.89
N,2010,2,23,76.27,75.73,73.62,55.68
N,2010,2,24,77.23,75.50,73.65,53.13
N,2010,2,25,77.27,76.48,74.19,59.13
N,2010,2,26,76.66,76.09,74.80,51.75
N,2010,2,27,77.72,73.16,71.75,61.71
N,2010,2,28,79.85,74.76,74.01,62.37
N,2010,3,1,81.21,76.01,75.08,52.63
N,2010,3,2,79.17,75.50,72.91,49.28
N,2010,3,3,77.47,77.81,73.37,58.55
N,2010,3,4,77.80,75.76,72.52,61.07
N,2010,3,5,81.12,78.42,75.88,56.43
N,2010,3,6,76.70,72.27,69.46,54.32
N,2010,3,7,76.43,72.06,69.09,58.04
N,2010,3,8,77.37,71.32,69.95,63.69
N,2010,3,9,79.34,81.96,78.80,66.85
N,2010,3,10,77.70,75.63,74.95,67.74
N,2010,3,11,77.75,76.05,70.20,59.35
N,2010,3,12,79.96,72.59,70.26,50.99
N,2010,3,13,78.67,74.41,72.72,61.78
N,2010,3,14,78.90,76.20,73.68,58.70
N,2010,3,15,79.04,71.76,69.12,54.15
N,2010,3,16,82.99,74.89,71.32,50.88
N,2010,3,17,80.90,73.81,70.02,51.03
N,2010,3,18,77.86,76.09,73.57,56.68
N,2010,3,19,78.25,76.57,73.36,56.99
N,2010,3,20,79.44,74.06,72.53,53.00
N,2010,3,21,76.63,73.99,72.50,55.07
N,2010,3,22,76.75,74.51,73.74,57.34
N,2010,3,23,77.98,79.32,76.54,57.70
N,2010,3,24,77.68,76.28,74.02,54.96
N,2010,3,25,76.04,74.16,72.82,60.22
N,2010,3,26,75.46,74.29,76.06,64.57
N,2010,3,27,NaN,NaN,NaN,NaN
N,2010,3,28,NaN,NaN,NaN,NaN
N,2010,3,29,NaN,NaN,NaN,NaN
N,2010,3,30,NaN,NaN,NaN,NaN
N,2010,3,31,NaN,NaN,NaN,NaN
N,2010,4,1,NaN,NaN,NaN,NaN
N,2010,4,2,NaN,NaN,NaN,NaN
N,2010,4,3,NaN,NaN,NaN,NaN
N,2010,4,4,NaN,NaN,NaN,NaN
N,2010,4,5,NaN,NaN,NaN,NaN
N,2010,4,6,NaN,NaN,NaN,NaN
N,2010,4,7,NaN,NaN,NaN,NaN
N,2010,4,8,NaN,NaN,NaN,NaN
N,2010,4,9,NaN,NaN,NaN,NaN
N,2010,4,10,71.10,70.38,69.12,45.02
N,2010,4,11,76.08,75.17,73.94,51.32
N,2010,4,12,73.96,74.79,71.56,58.90
N,2010,4,13,75.76,75.86,72.71,58.04
N,2010,4,14,76.13,76.10,74.55,59.45
N,2010,4,15,73.19,73.31,71.21,58.10
N,2010,4,16,77.61,79.51,76.29,59.92
N,2010,4,17,74.53,73.37,74.08,61.59
N,2010,4,18,77.31,78.48,76.58,58.00
N,2010,4,19,72.98,73.02,72.24,53.30
N,2010,4,20,77.59,78.25,76.06,53.98
N,2010,4,21,77.74,78.93,75.91,64.45
N,2010,4,22,76.34,77.18,74.00,63.60
N,2010,4,23,73.10,70.53,66.84,52.90
N,2010,4,24,74.91,77.10,73.97,49.86
N,2010,4,25,79.57,81.75,78.92,46.33
N,2010,4,26,75.66,78.42,74.95,46.27
N,2010,4,27,75.76,74.72,72.53,52.33
N,2010,4,28,75.05,74.07,71.93,58.64
N,2010,4,29,77.55,81.56,78.09,67.09
N,2010,4,30,77.29,76.00,75.11,65.42
N,2010,5,1,75.94,76.62,74.27,61.64
N,2010,5,2,83.27,83.77,80.09,58.79
N,2010,5,3,76.01,77.86,76.56,44.51
N,2010,5,4,74.25,76.93,75.67,58.39
N,2010,5,5,71.93,72.55,71.66,60.44
N,2010,5,6,73.86,73.66,71.00,62.14
N,2010,5,7,73.32,74.20,72.43,58.76
N,2010,5,8,76.26,77.55,76.46,61.02
N,2010,5,9,74.76,76.14,74.28,64.53
N,2010,5,10,75.74,74.82,75.79,63.48
N,2010,5,11,74.65,75.84,75.12,65.67
N,2010,5,12,73.90,76.90,77.02,58.69
N,2010,5,13,75.84,77.97,76.16,59.50
N,2010,5,14,73.06,74.89,73.85,52.84
N,2010,5,15,73.63,75.75,74.35,54.23
N,2010,5,16,73.10,74.01,72.74,55.02
N,2010,5,17,NaN,NaN,NaN,NaN
N,2010,5,18,NaN,NaN,NaN,NaN
N,2010,5,19,NaN,NaN,NaN,NaN
N,2010,5,20,NaN,NaN,NaN,NaN
N,2010,5,21,NaN,NaN,NaN,NaN
N,2010,5,22,NaN,NaN,NaN,NaN
N,2010,5,23,NaN,NaN,NaN,NaN
N,2010,5,24,NaN,NaN,NaN,NaN
N,2010,5,25,NaN,NaN,NaN,NaN
N,2010,5,26,NaN,NaN,NaN,NaN
N,2010,5,27,NaN,NaN,NaN,NaN
N,2010,5,28,NaN,NaN,NaN,NaN
N,2010,5,29,NaN,NaN,NaN,NaN
N,2010,5,30,75.73,76.17,73.71,46.18
N,2010,5,31,71.52,72.46,70.43,45.52
N,2010,6,1,70.87,72.34,70.18,47.95
N,2010,6,2,72.55,75.30,74.04,54.85
N,2010,6,3,74.66,76.73,74.08,49.86
N,2010,6,4,73.69,75.86,74.16,51.17
N,2010,6,5,71.31,74.83,73.77,46.39
N,2010,6,6,76.14,85.92,85.28,58.55
N,2010,6,7,73.65,79.22,78.09,47.42
N,2010,6,8,72.17,73.17,72.68,57.74
N,2010,6,9,74.60,75.15,71.94,59.26
N,2010,6,10,74.17,75.82,72.66,63.68
N,2010,6,11,76.05,77.43,75.22,62.77
N,2010,6,12,74.29,76.57,73.36,53.85
N,2010,6,13,71.47,71.91,72.68,42.78
N,2010,6,14,73.66,74.53,72.51,55.38
N,2010,6,15,71.92,73.64,73.19,59.50
N,2010,6,16,72.18,75.06,74.41,60.84
N,2010,6,17,73.00,74.03,73.66,57.14
N,2010,6,18,73.48,75.23,74.42,60.01
N,2010,6,19,73.57,73.82,72.58,63.13
N,2010,6,20,75.08,76.18,75.39,62.34
N,2010,6,21,70.40,73.24,71.77,60.12
N,2010,6,22,72.09,74.42,73.12,56.43
N,2010,6,23,72.96,77.71,75.30,56.90
N,2010,6,24,74.00,74.17,71.78,56.49
N,2010,6,25,74.71,75.64,73.05,58.46
N,2010,6,26,77.60,81.83,80.22,62.46
N,2010,6,27,75.13,78.09,75.85,57.05
N,2010,6,28,74.75,79.44,77.75,52.04
N,2010,6,29,71.36,71.89,71.10,43.66
N,2010,6,30,73.63,77.95,77.05,51.79
N,2010,7,1,71.40,74.63,73.28,60.98
N,2010,7,2,69.70,73.14,71.72,61.34
N,2010,7,3,72.47,78.51,76.63,62.01
N,2010,7,4,76.14,80.97,77.66,56.12
N,2010,7,5,70.32,76.19,72.40,48.56
N,2010,7,6,69.67,73.74,72.53,48.20
N,2010,7,7,67.83,69.24,67.43,43.92
N,2010,7,8,75.18,78.37,75.24,51.39
N,2010,7,9,74.56,73.17,71.73,55.84
N,2010,7,10,73.95,76.30,75.86,57.31
N,2010,7,11,73.74,73.42,71.77,55.75
N,2010,7,12,77.35,80.36,78.26,56.75
N,2010,7,13,72.76,76.18,72.87,58.38
N,2010,7,14,78.44,81.62,76.60,60.74
N,2010,7,15,77.94,78.17,73.82,61.55
N,2010,7,16,75.26,75.78,73.50,60.23
N,2010,7,17,74.85,75.61,74.02,61.28
N,2010,7,18,74.74,75.96,74.32,59.01
N,2010,7,19,NaN,NaN,NaN,NaN
N,2010,7,20,NaN,NaN,NaN,NaN
N,2010,7,21,NaN,NaN,NaN,NaN
N,2010,7,22,NaN,NaN,NaN,NaN
N,2010,7,23,77.56,80.57,77.23,49.14
N,2010,7,24,73.70,78.25,74.40,58.38
N,2010,7,25,71.04,75.08,73.02,59.45
N,2010,7,26,70.35,73.55,70.71,58.17
