"","BASIN","PROG_CODE","SITE_NAME","SITE_LOCT","COL_DATE","COL_TIME","Lat","Long","huc08","dt","year","Total_N","AMMONIA","CHLORIDE","DISOXY","NITRATE","NITRITE","PHFIELD","SPEC_COND","TDS","PHOSPHU","TSS","KJELDAHL","ATRAZIN","CHLOROPH","FECCOLI"
"10277","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","3/18/14",1354,39.77057,-100.07719,10250015,3792.20978009259,2014,0.855,0.1,65,12,0.24,0.05,7.8,840,500,0.11,10,0.59,0.3,NA,NA
"10278","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","6/24/14",1430,39.77057,-100.07719,10250015,3890.23478009259,2014,3,1.3,27,3.9,0.29,0.21,7.8,670,450,0.98,10,2.5,0.3,NA,NA
"10279","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","9/23/14",1501,39.77057,-100.07719,10250015,3981.25630787037,2014,1.81,0.1,20,7.2,0.5,0.11,7.7,480,320,0.5,44,1.2,NA,NA,NA
"10280","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","12/16/14",1351,39.77057,-100.07719,10250015,4065.20769675926,2014,2.61,0.1,34,5.2,0.19,0.22,6.5,720,460,0.94,10,2.2,NA,NA,NA
"10281","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","4/7/15",1521,39.77057,-100.07719,10250015,4177.27019675926,2015,0.965,0.1,63,11,0.1,0.05,8.1,820,500,0.34,10,0.89,0.3,NA,NA
"10282","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","7/7/15",1512,39.77057,-100.07719,10250015,4268.26394675926,2015,2.51,0.11,17,6,0.89,0.12,7.7,420,280,1.1,17,1.5,2.7,NA,NA
"10283","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","2/16/16",1430,39.77057,-100.07719,10250015,4492.23478009259,2016,0.685,0.1,58,12.6,0.23,0.05,8,730,430,0.078,10,0.43,NA,NA,NA
"10284","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","5/24/16",1530,39.77057,-100.07719,10250015,4590.27644675926,2016,1.445,0.16,88,8.8,0.32,0.05,7.8,950,600,0.52,22,1.1,0.3,NA,NA
"10285","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","8/30/16",1440,39.77057,-100.07719,10250015,4688.24172453704,2016,2.465,0.26,17,4.2,1.1,0.065,7.5,440,280,0.63,19,1.3,0.3,NA,NA
"10286","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","11/8/16",1524,39.77057,-100.07719,10250015,4758.27228009259,2016,1.005,0.1,100,8.9,0.31,0.05,7.5,1100,660,0.29,10,0.67,0.3,NA,NA
"10287","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","3/7/17",1410,39.77057,-100.07719,10250015,4877.2208912037,2017,1.245,0.1,93,16,0.62,0.05,8.2,1100,640,0.33,11,0.6,0.3,NA,NA
"10288","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","6/20/17",1528,39.77057,-100.07719,10250015,4982.27505787037,2017,2.625,0.1,98,7.2,1.5,0.05,7.8,1100,700,0.6,74,1.1,NA,NA,NA
"10289","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","9/19/17",1600,39.77057,-100.07719,10250015,5073.29728009259,2017,1.55,0.1,43,NA,0.76,0.15,7.7,770,480,0.22,21,0.64,0.3,NA,NA
"10290","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","12/12/17",1440,39.77057,-100.07719,10250015,5157.24172453704,2017,1.345,0.1,79,15,0.98,0.05,7.6,910,550,0.12,10,0.34,0.3,NA,NA
"10291","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","7/10/18",1500,39.77057,-100.07719,10250015,5367.25561342593,2018,2.125,0.1,77,6.7,1.1,0.05,7.9,950,590,0.51,58,1,NA,NA,NA
"10292","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","8/6/19",1521,39.77057,-100.07719,10250015,5759.27019675926,2019,2.185,0.1,75,7.6,1.7,0.05,7.9,940,590,0.38,37,0.46,0.3,NA,NA
"10293","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","11/19/19",1513,39.77057,-100.07719,10250015,5864.2646412037,2019,0.975,0.1,81,12,0.44,0.05,7.9,960,620,0.13,10,0.51,NA,NA,NA
"10294","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","9/22/20",1310,39.77057,-100.07719,10250015,6172.17922453704,2020,1.445,0.1,48,8.5,0.88,0.05,8.3,720,480,0.16,110,0.54,0.3,NA,NA
"10295","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","12/15/20",1110,39.77057,-100.07719,10250015,6256.0958912037,2020,1.575,0.1,67,13.5,1.2,0.05,8.3,900,550,0.58,26,0.35,0.3,NA,NA
"10296","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","1/12/21",1238,39.77057,-100.07719,10250015,6284.15700231482,2021,1.635,0.1,64,13.7,1.2,0.05,8.2,840,534,0.1,13,0.41,0.3,NA,NA
"10297","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","7/20/21",1215,39.77057,-100.07719,10250015,6473.14103009259,2021,2.625,0.19,47,7.1,1.4,0.05,8,690,440,0.45,40,1.2,NA,NA,NA
"10298","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","2/22/22",1320,39.77057,-100.07719,10250015,6690.18616898148,2022,1.135,0.1,71,NA,0.49,0.05,7.9,800,550,0.049,10,0.62,0.3,NA,NA
"10299","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","5/17/22",1315,39.77057,-100.07719,10250015,6774.18269675926,2022,1.337,0.1,65,NA,0.53,0.077,8.4,780,600,0.21,18,0.73,0.3,NA,NA
"10300","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","3/14/23",1320,39.77057,-100.07719,10250015,7075.18616898148,2023,0.445,0.1,66,NA,0.1,0.05,7.8,730,470,0.064,10,0.37,0.3,NA,NA
"10301","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","6/13/23",1220,39.77057,-100.07719,10250015,7166.14450231481,2023,1.705,0.1,99,NA,1.2,0.05,8.3,960,800,0.71,98,0.48,0.82,NA,NA
"10302","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","12/12/23",845,39.77057,-100.07719,10250015,7347.99519675926,2023,0.805,0.1,80,NA,0.42,0.05,8.5,660,600,0.11,22,0.36,NA,NA,NA
"10303","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","1/30/24",1330,39.77057,-100.07719,10250015,7397.19311342593,2024,1.445,0.1,63,NA,1.1,0.05,8.4,700,490,0.17,10,0.32,0.3,NA,NA
"10304","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","4/23/24",1350,39.77057,-100.07719,10250015,7481.20700231481,2024,0.565,0.1,84,NA,0.14,0.05,8.7,830,590,0.21,14,0.4,NA,NA,NA
"10305","UPPER REPUBLICAN RIVER BASIN","SC","SC549","","7/23/24",1355,39.77057,-100.07719,10250015,7572.21047453704,2024,1.125,0.13,63,NA,0.53,0.05,8.3,860,590,0.51,28,0.57,0.3,NA,NA
"10306","SMOKY-SALINE RIVER BASIN","SC","SC550","","2/23/04",1000,38.78535,-99.89353,10260003,116.047280092593,2004,0.357,0.1,67.61,10.7,0.1,0.05,7.8,948.6,658.121,0.02,10,0.282,0.3,NA,NA
"10307","SMOKY-SALINE RIVER BASIN","SC","SC550","","4/26/04",920,38.78535,-99.89353,10260003,179.019502314815,2004,1,0.1,59.11,9.3,0.1,0.05,7.6,994.9,672.195,0.026,17,0.925,NA,NA,NA
"10308","SMOKY-SALINE RIVER BASIN","SC","SC550","","6/28/04",930,38.78535,-99.89353,10260003,242.026446759259,2004,0.978,0.1,30.62,7.5,0.1,0.05,7.69,1189,926.869,0.107,125,0.903,0.37,NA,NA
"10309","SMOKY-SALINE RIVER BASIN","SC","SC550","","12/20/04",926,38.78535,-99.89353,10260003,417.023668981481,2004,0.33,0.1,65.36,16.1,0.1,0.05,7.86,926.1,602.739,0.024,10,0.255,NA,NA,NA
"10310","SMOKY-SALINE RIVER BASIN","SC","SC550","","3/28/05",900,38.78535,-99.89353,10260003,515.005613425926,2005,0.847,0.1,66.7,9.9,0.29,0.05,7.72,1175,787.819,0.053,32,0.532,NA,NA,NA
"10311","SMOKY-SALINE RIVER BASIN","SC","SC550","","5/23/05",910,38.78535,-99.89353,10260003,571.01255787037,2005,1.806,0.1,72,2.5,0.1,0.05,7.3,1092,749.908,0.171,39,1.731,0.3,NA,NA
"10312","SMOKY-SALINE RIVER BASIN","SC","SC550","","4/24/06",839,38.78535,-99.89353,10260003,906.991030092593,2006,0.495,0.1,44.8,6.9,0.1,0.05,7.77,1240,974.729,0.063,35,0.42,NA,NA,NA
"10313","SMOKY-SALINE RIVER BASIN","SC","SC550","","3/26/07",926,38.78535,-99.89353,10260003,1243.02366898148,2007,0.925,0.1,61.44,7.6,0.1,0.05,7.76,1132,790.377,0.06,41,0.85,NA,NA,NA
"10314","SMOKY-SALINE RIVER BASIN","SC","SC550","","5/21/07",1150,38.78535,-99.89353,10260003,1299.12366898148,2007,1.373,0.1,74.34,7.1,0.2,0.05,7.76,1416,1172.265,0.087,134,1.148,0.3,NA,NA
"10315","SMOKY-SALINE RIVER BASIN","SC","SC550","","7/30/07",820,38.78535,-99.89353,10260003,1368.97783564815,2007,0.907,0.1,39.19,5.65,0.1,0.05,7.63,973.6,716.991,0.176,170,0.832,NA,NA,NA
"10316","SMOKY-SALINE RIVER BASIN","SC","SC550","","9/24/07",923,38.78535,-99.89353,10260003,1425.02158564815,2007,0.664,0.1,48.4,6.2,0.1,0.05,7.92,1255,948.234,0.04,15,0.589,0.3,NA,NA
"10317","SMOKY-SALINE RIVER BASIN","SC","SC550","","11/26/07",929,38.78535,-99.89353,10260003,1488.02575231481,2007,1.1,0.1,65.44,12.18,0.59,0.05,7.64,1442,973.084,0.078,12,0.485,NA,NA,NA
"10318","SMOKY-SALINE RIVER BASIN","SC","SC550","","2/25/08",831,38.78535,-99.89353,10260003,1578.98547453704,2008,0.765,0.1,80.19,10.19,0.32,0.05,7.29,1165,862.63,0.038,21,0.42,NA,NA,NA
"10319","SMOKY-SALINE RIVER BASIN","SC","SC550","","4/28/08",833,38.78535,-99.89353,10260003,1641.98686342593,2008,0.912,0.1,83.63,9.54,0.29,0.05,7.1,1333,930.582,0.029,10,0.597,0.3,NA,NA
"10320","SMOKY-SALINE RIVER BASIN","SC","SC550","","6/23/08",958,38.78535,-99.89353,10260003,1698.0458912037,2008,1.662,0.1,55.75,5.99,0.19,0.05,7.3,1234,971.095,0.154,231,1.447,NA,NA,NA
"10321","SMOKY-SALINE RIVER BASIN","SC","SC550","","10/27/08",816,38.78535,-99.89353,10260003,1823.97505787037,2008,1.234,0.1,22.34,10.97,0.37,0.05,6.9,1020,781.114,0.12,160,0.839,NA,NA,NA
"10322","SMOKY-SALINE RIVER BASIN","SC","SC550","","3/23/09",827,38.78535,-99.89353,10260003,1970.98269675926,2009,1.097,0.1,89.432,8.05,0.592,0.05,7.1,1367,936.445,0.069,19,0.48,NA,NA,NA
"10323","SMOKY-SALINE RIVER BASIN","SC","SC550","","5/18/09",822,38.78535,-99.89353,10260003,2026.97922453704,2009,1.663,0.1,95.865,8,0.796,0.05,7.36,1542,1143.576,0.094,131,0.842,0.3,NA,NA
"10324","SMOKY-SALINE RIVER BASIN","SC","SC550","","9/21/09",821,38.78535,-99.89353,10260003,2152.97853009259,2009,1.446,0.1,44.873,7,0.398,0.05,7.62,1319,1071.236,0.165,239,1.023,0.3,NA,NA
"10325","SMOKY-SALINE RIVER BASIN","SC","SC550","","11/30/09",845,38.78535,-99.89353,10260003,2222.99519675926,2009,1.267,0.1,94.536,11.15,0.722,0.05,7.64,1678,1234.411,0.033,12,0.52,NA,NA,NA
"10326","SMOKY-SALINE RIVER BASIN","SC","SC550","","2/15/10",831,38.78535,-99.89353,10260003,2299.98547453704,2010,1.358,0.1,112.456,12.01,0.751,0.05,7.55,1724,1253.862,0.036,12,0.582,0.3,NA,NA
"10327","SMOKY-SALINE RIVER BASIN","SC","SC550","","5/17/10",945,38.78535,-99.89353,10260003,2391.03686342593,2010,6.351,0.1,61.23,5.73,2.629,0.098,7.42,1866,2351.899,1.223,3780,3.624,NA,NA,NA
"10328","SMOKY-SALINE RIVER BASIN","SC","SC550","","8/16/10",900,38.78535,-99.89353,10260003,2482.00561342593,2010,0.807,0.1,64.891,7.19,0.1,0.05,7.6,1603,1205.865,0.065,47,0.732,0.3,NA,NA
"10329","SMOKY-SALINE RIVER BASIN","SC","SC550","","11/15/10",1049,38.78535,-99.89353,10260003,2573.08130787037,2010,2.23,0.1,85.824,10.37,1.502,0.178,7.5,1463,999.863,0.025,10,0.55,NA,NA,NA
"10330","SMOKY-SALINE RIVER BASIN","SC","SC550","","3/21/11",910,38.78535,-99.89353,10260003,2699.01255787037,2011,1.655,0.1,98.2036,8.5,0.968,0.05,7.32,1779,1297.6219,0.04,49,0.662,0.3,NA,NA
"10331","SMOKY-SALINE RIVER BASIN","SC","SC550","","6/20/11",910,38.78535,-99.89353,10260003,2790.01255787037,2011,2.2682,0.129,56.8536,5.91,0.6266,0.1086,7.55,1717,1475.8106,0.262,556,1.533,NA,NA,NA
"10332","SMOKY-SALINE RIVER BASIN","SC","SC550","","12/5/11",830,38.78535,-99.89353,10260003,2957.98478009259,2011,1.5857,0.1,66.4758,13.45,1.2267,0.05,7.4,1474,1028.6338,0.098,10,0.334,NA,NA,NA
"10333","SMOKY-SALINE RIVER BASIN","SC","SC550","","1/23/12",1010,38.78535,-99.89353,10260003,3007.05422453704,2012,1.9664,0.1,74.7532,13.51,1.3954,0.05,7.5,1489,1127.6824,0.021,10,0.546,NA,NA,NA
"10334","SMOKY-SALINE RIVER BASIN","SC","SC550","","4/10/12",1120,38.78535,-99.89353,10260003,3085.10283564815,2012,1.2992,0.1,99.9907,9.73,0.6562,0.05,7.6,1766,1333.4328,0.172,50,0.618,0.3,NA,NA
"10335","SMOKY-SALINE RIVER BASIN","SC","SC550","","5/20/13",925,38.78535,-99.89353,10260003,3490.02297453704,2013,1.2187,0.1,48.9129,3.71,0.1127,0.05,7.2,976.1,665.6283,0.076,28,1.081,0.3,NA,NA
"10336","SMOKY-SALINE RIVER BASIN","SC","SC550","","8/19/13",900,38.78535,-99.89353,10260003,3581.00561342593,2013,1.7868,0.1,15.9855,6.17,0.4255,0.0783,7.5,1021,772.7259,0.054,51,1.283,0.3,NA,NA
"10337","SMOKY-SALINE RIVER BASIN","SC","SC550","","3/17/14",850,38.78535,-99.89353,10260003,3790.99866898148,2014,0.835,0.1,80,9.4,0.1,0.05,7.6,1100,810,0.24,180,0.76,NA,NA,NA
"10338","SMOKY-SALINE RIVER BASIN","SC","SC550","","6/23/14",1000,38.78535,-99.89353,10260003,3889.04728009259,2014,2.09,0.29,77,4.2,0.47,0.12,7.4,1500,1100,0.11,79,1.5,0.4,NA,NA
"10339","SMOKY-SALINE RIVER BASIN","SC","SC550","","9/22/14",959,38.78535,-99.89353,10260003,3980.04658564815,2014,1.055,0.1,76,7.9,0.46,0.05,7.6,1300,900,0.034,22,0.57,0.3,NA,NA
"10340","SMOKY-SALINE RIVER BASIN","SC","SC550","","12/15/14",1019,38.78535,-99.89353,10260003,4064.06047453704,2014,1.54,0.1,110,10,0.78,0.25,7.6,1300,940,0.076,11,0.51,NA,NA,NA
"10341","SMOKY-SALINE RIVER BASIN","SC","SC550","","1/26/15",908,38.78535,-99.89353,10260003,4106.01116898148,2015,1.285,0.1,110,11,0.7,0.05,7.7,1400,950,0.3,21,0.56,0.3,NA,NA
"10342","SMOKY-SALINE RIVER BASIN","SC","SC550","","4/6/15",1009,38.78535,-99.89353,10260003,4176.05353009259,2015,1.015,0.11,110,7.5,0.29,0.05,7.6,1500,990,0.061,24,0.7,NA,NA,NA
"10343","SMOKY-SALINE RIVER BASIN","SC","SC550","","7/6/15",932,38.78535,-99.89353,10260003,4267.02783564815,2015,1.585,0.25,92,3.9,0.26,0.05,7.3,1400,1000,0.16,41,1.3,0.3,NA,NA
"10344","SMOKY-SALINE RIVER BASIN","SC","SC550","","2/15/16",1004,38.78535,-99.89353,10260003,4491.05005787037,2016,1.505,0.1,97,12.1,0.72,0.05,7.8,1500,1100,0.099,10,0.76,NA,NA,NA
"10345","SMOKY-SALINE RIVER BASIN","SC","SC550","","5/23/16",926,38.78535,-99.89353,10260003,4589.02366898148,2016,1.585,0.1,120,8.3,0.36,0.05,7.6,1900,1300,0.13,92,1.2,0.3,NA,NA
"10346","SMOKY-SALINE RIVER BASIN","SC","SC550","","8/29/16",1008,38.78535,-99.89353,10260003,4687.05283564815,2016,1.065,0.1,74,6.1,0.35,0.05,7.7,1500,1100,0.071,84,0.69,NA,NA,NA
"10347","SMOKY-SALINE RIVER BASIN","SC","SC550","","11/7/16",1020,38.78535,-99.89353,10260003,4757.06116898148,2016,0.705,0.1,130,6.2,0.1,0.05,7.4,1700,1100,0.088,26,0.63,0.3,NA,NA
"10348","SMOKY-SALINE RIVER BASIN","SC","SC550","","3/6/17",1000,38.78535,-99.89353,10260003,4876.04728009259,2017,1.205,0.1,110,9.7,0.68,0.05,7.6,1500,980,0.035,26,0.5,0.3,NA,NA
"10349","SMOKY-SALINE RIVER BASIN","SC","SC550","","6/19/17",1005,38.78535,-99.89353,10260003,4981.05075231481,2017,1.855,0.1,94,6.4,0.94,0.05,7.8,1900,1400,0.11,180,0.89,0.3,NA,NA
"10350","SMOKY-SALINE RIVER BASIN","SC","SC550","","12/11/17",1032,38.78535,-99.89353,10260003,5156.06950231481,2017,0.815,0.1,100,12,0.4,0.05,NA,1300,860,0.053,280,0.39,NA,NA,NA
"10351","SMOKY-SALINE RIVER BASIN","SC","SC550","","1/29/18",1011,38.78535,-99.89353,10260003,5205.05491898148,2018,0.725,0.1,97,12,0.29,0.05,7.6,1300,830,0.026,10,0.41,NA,NA,NA
"10352","SMOKY-SALINE RIVER BASIN","SC","SC550","","4/23/18",1011,38.78535,-99.89353,10260003,5289.05491898148,2018,0.995,0.1,110,10,0.39,0.05,7.6,1300,900,0.062,160,0.58,0.3,NA,NA
"10353","SMOKY-SALINE RIVER BASIN","SC","SC550","","7/9/18",1000,38.78535,-99.89353,10260003,5366.04728009259,2018,1.845,0.1,42,7,0.32,0.05,7.6,1000,720,0.25,160,1.5,1,NA,NA
"10354","SMOKY-SALINE RIVER BASIN","SC","SC550","","10/8/18",1000,38.78535,-99.89353,10260003,5457.04728009259,2018,3.425,0.18,48,7.6,1,0.05,8,1400,1700,0.9,2400,2.4,NA,NA,NA
"10355","SMOKY-SALINE RIVER BASIN","SC","SC550","","5/6/19",955,38.78535,-99.89353,10260003,5667.04380787037,2019,2.525,0.1,120,7.1,1.5,0.05,7.4,2200,1700,0.07,120,1,NA,NA,NA
"10356","SMOKY-SALINE RIVER BASIN","SC","SC550","","8/5/19",950,38.78535,-99.89353,10260003,5758.04033564815,2019,1.925,0.1,83,7,1.3,0.05,7.9,1700,1300,0.044,99,0.6,0.3,NA,NA
"10357","SMOKY-SALINE RIVER BASIN","SC","SC550","","11/18/19",953,38.78535,-99.89353,10260003,5863.04241898148,2019,2.755,0.1,110,9.9,2,0.05,8.1,1800,1494,0.14,26,0.73,0.3,NA,NA
"10358","SMOKY-SALINE RIVER BASIN","SC","SC550","","9/21/20",812,38.78535,-99.89353,10260003,6170.97228009259,2020,2.355,0.1,100,7.9,1.7,0.05,8.4,1200,910,0.047,74,0.63,NA,NA,NA
"10359","SMOKY-SALINE RIVER BASIN","SC","SC550","","12/14/20",750,38.78535,-99.89353,10260003,6254.95700231481,2020,2.725,0.1,100,11.5,2.3,0.05,8.2,1500,1100,0.03,13,0.4,0.3,NA,NA
"10360","SMOKY-SALINE RIVER BASIN","SC","SC550","","1/11/21",820,38.78535,-99.89353,10260003,6282.97783564815,2021,2.625,0.1,120,12.5,2,0.05,8.2,1600,940,0.02,14,0.6,NA,NA,NA
"10361","SMOKY-SALINE RIVER BASIN","SC","SC550","","4/19/21",748,38.78535,-99.89353,10260003,6380.95561342593,2021,2.165,0.1,150,9.6,1.4,0.05,8.1,1800,1400,0.02,64,0.74,0.3,NA,NA
"10362","SMOKY-SALINE RIVER BASIN","SC","SC550","","7/19/21",745,38.78535,-99.89353,10260003,6471.95353009259,2021,1.685,0.13,99,6.5,0.85,0.05,7.7,1600,1100,0.026,38,0.81,0.3,NA,NA
"10363","SMOKY-SALINE RIVER BASIN","SC","SC550","","10/25/21",828,38.78535,-99.89353,10260003,6569.9833912037,2021,1.815,0.1,97,9,1.1,0.05,8.4,1300,880,0.06,38,0.69,0.3,NA,NA
"10364","SMOKY-SALINE RIVER BASIN","SC","SC550","","2/21/22",820,38.78535,-99.89353,10260003,6688.97783564815,2022,1.725,0.1,110,NA,1.2,0.05,8.4,1400,1000,0.03,16,0.5,NA,NA,NA
"10365","SMOKY-SALINE RIVER BASIN","SC","SC550","","5/16/22",800,38.78535,-99.89353,10260003,6772.96394675926,2022,1.725,0.13,130,NA,0.6,0.05,7.5,1500,1200,0.1,160,1.1,0.3,NA,NA
"10366","SMOKY-SALINE RIVER BASIN","SC","SC550","","3/13/23",800,38.78535,-99.89353,10260003,7073.96394675926,2023,1.075,0.1,110,NA,0.74,0.05,7.8,1200,830,0.042,18,0.31,0.3,NA,NA
"10367","SMOKY-SALINE RIVER BASIN","SC","SC550","","6/12/23",850,38.78535,-99.89353,10260003,7164.99866898148,2023,0.715,0.14,120,NA,0.13,0.05,8.1,1200,910,0.055,36,0.56,0.3,NA,NA
"10368","SMOKY-SALINE RIVER BASIN","SC","SC550","","4/22/24",750,38.78535,-99.89353,10260003,7479.95700231481,2024,0.535,0.1,120,NA,0.1,0.05,8.2,1200,920,0.033,34,0.46,0.3,NA,NA
"10369","SMOKY-SALINE RIVER BASIN","SC","SC550","","10/21/24",755,38.78535,-99.89353,10260003,7661.96047453704,2024,0.175,0.18,97,NA,0.1,0.05,6.7,1300,970,0.06,36,0.2,NA,NA,NA
"10370","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/29/03",1033,39.18244,-95.95212,10270102,60.0701967592593,2003,0.125,0.1,32.19,13.3,0.1,0.05,7.9,779.3,535.109,0.025,10,0.1,0.3,NA,NA
"10371","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/29/03",1038,39.18244,-95.95212,10270102,60.0736689814815,2003,0.125,0.1,31.76,13.2,0.1,0.05,7.9,786,533.045,0.035,12,0.1,0.3,NA,NA
"10372","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","1/7/04",1011,39.18244,-95.95212,10270102,69.0549189814815,2004,0.546,0.1,37.35,15.9,0.1,0.05,8,886.2,618.406,0.064,21,0.471,NA,NA,NA
"10373","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/2/04",950,39.18244,-95.95212,10270102,124.040335648148,2004,2.103,0.1,13.27,10.9,0.74,0.05,7.9,469.4,329.299,0.154,98,1.338,0.34,NA,NA
"10374","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","5/5/04",917,39.18244,-95.95212,10270102,188.017418981481,2004,1.225,0.1,8.08,9,0.36,0.05,8.1,482.8,309.86,0.17,78,0.84,NA,NA,NA
"10375","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","7/7/04",1109,39.18244,-95.95212,10270102,251.095196759259,2004,1.225,0.1,4.81,7.3,0.1,0.05,8,309,220.949,0.312,194,1.15,0.5,NA,NA
"10376","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","9/8/04",1006,39.18244,-95.95212,10270102,314.051446759259,2004,0.492,0.1,20.28,8.5,0.1,0.05,7.8,586.9,359.136,0.109,31,0.417,NA,NA,NA
"10377","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","11/3/04",1032,39.18244,-95.95212,10270102,370.069502314815,2004,1.464,0.1,27.88,7,0.12,0.05,7.4,633.1,407.784,0.358,110,1.319,0.3,NA,NA
"10378","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","2/2/05",954,39.18244,-95.95212,10270102,461.043113425926,2005,1.348,0.1,9.78,13.2,0.52,0.05,7.8,486.3,286.019,0.153,20,0.803,2,NA,NA
"10379","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/6/05",956,39.18244,-95.95212,10270102,524.044502314815,2005,0.401,0.1,18.55,8.5,0.1,0.05,8,704.8,408.243,0.076,25,0.276,NA,NA,NA
"10380","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/1/05",955,39.18244,-95.95212,10270102,580.04380787037,2005,0.831,0.1,25.82,7.7,0.36,0.05,7.5,696.9,459.594,0.106,46,0.446,0.32,NA,NA
"10381","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","8/3/05",941,39.18244,-95.95212,10270102,643.034085648148,2005,0.83,0.1,26.34,7.7,0.34,0.05,7.7,630.6,377.579,0.059,20,0.465,NA,NA,NA
"10382","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","10/5/05",944,39.18244,-95.95212,10270102,706.036168981482,2005,1.746,0.1,1.9,7.7,0.23,0.05,7.3,189.1,162.796,0.55,476,1.491,0.3,NA,NA
"10383","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/7/05",1039,39.18244,-95.95212,10270102,769.074363425926,2005,0.743,0.1,14.53,14.1,0.54,0.05,7.6,901,453.276,0.034,10,0.178,NA,NA,NA
"10384","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","1/4/06",941,39.18244,-95.95212,10270102,797.034085648148,2006,0.735,0.1,22.55,11.7,0.54,0.05,7.6,719,454.964,0.022,10,0.17,0.3,NA,NA
"10385","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/8/06",1001,39.18244,-95.95212,10270102,860.047974537037,2006,1.183,0.1,27.1,11.4,0.1,0.05,7.8,714.8,437.735,0.092,27,1.108,NA,NA,NA
"10386","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","5/3/06",951,39.18244,-95.95212,10270102,916.041030092593,2006,7.958,0.18,1.97,7.5,1.56,0.06,7,177.5,442.938,2.453,5810,6.338,6.7,NA,NA
"10387","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","5/3/06",956,39.18244,-95.95212,10270102,916.044502314815,2006,9.514,0.153,1.83,7.6,1.52,0.06,7.1,186.6,436.131,2.208,5250,7.934,6.9,NA,NA
"10388","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","7/5/06",903,39.18244,-95.95212,10270102,979.007696759259,2006,0.811,0.1,30.21,7.4,0.21,0.05,7.5,639.7,393.488,0.079,22,0.576,NA,NA,NA
"10389","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","9/6/06",921,39.18244,-95.95212,10270102,1042.02019675926,2006,1.573,0.1,15.88,7.7,0.6,0.05,7.5,518.8,303.116,0.226,11,0.948,0.36,NA,NA
"10390","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","11/1/06",951,39.18244,-95.95212,10270102,1098.04103009259,2006,1.372,0.1,19.42,6.8,0.36,0.05,7.2,549.9,324.863,0.331,19,0.987,NA,NA,NA
"10391","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","2/7/07",948,39.18244,-95.95212,10270102,1196.03894675926,2007,1.037,0.1,26.29,13.9,0.56,0.05,7.9,926.8,588.775,0.058,10,0.452,0.3,NA,NA
