"","BASIN","PROG_CODE","SITE_NAME","SITE_LOCT","COL_DATE","COL_TIME","Lat","Long","huc08","dt","year","Total_N","AMMONIA","CHLORIDE","DISOXY","NITRATE","NITRITE","PHFIELD","SPEC_COND","TDS","PHOSPHU","TSS","KJELDAHL","ATRAZIN","CHLOROPH","FECCOLI"
"10392","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/4/07",906,39.18244,-95.95212,10270102,1252.00978009259,2007,1.847,0.1,10.72,9.6,0.56,0.05,7.7,534.6,326.204,0.205,93,1.237,NA,NA,NA
"10393","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/6/07",918,39.18244,-95.95212,10270102,1315.01811342593,2007,1.82,0.1,14.22,8,0.95,0.05,7.9,609.2,382.404,0.147,99,0.845,0.99,NA,NA
"10394","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/6/07",923,39.18244,-95.95212,10270102,1315.02158564815,2007,1.727,0.1,14.06,7.9,0.93,0.05,7.9,603.1,380.258,0.171,81,0.772,1,NA,NA
"10395","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","8/8/07",933,39.18244,-95.95212,10270102,1378.02853009259,2007,1.108,0.1,21.22,6.82,0.67,0.05,7.9,706.5,430.287,0.105,20,0.413,NA,NA,NA
"10396","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","10/3/07",935,39.18244,-95.95212,10270102,1434.02991898148,2007,1.08,0.1,29.18,7.91,0.39,0.05,7.6,703.3,413.897,0.087,21,0.665,0.3,NA,NA
"10397","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/17/07",1048,39.18244,-95.95212,10270102,1509.08061342593,2007,1.74,0.134,8.55,13.82,0.81,0.05,7.7,425.5,260.152,0.224,27,0.905,NA,NA,NA
"10398","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","1/8/08",933,39.18244,-95.95212,10270102,1531.02853009259,2008,2.678,0.1,6.62,12.84,1.43,0.05,7.6,441.9,271.144,0.341,187,1.223,0.7,NA,NA
"10399","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/4/08",902,39.18244,-95.95212,10270102,1587.00700231481,2008,2.585,0.16,5.09,12.96,0.69,0.05,7.4,379.3,270.251,0.531,600,1.87,NA,NA,NA
"10400","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","5/6/08",925,39.18244,-95.95212,10270102,1650.02297453704,2008,0.698,0.1,12.15,9.26,0.24,0.05,7.5,639,381.435,0.072,24,0.433,1,NA,NA
"10401","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","7/8/08",949,39.18244,-95.95212,10270102,1713.0396412037,2008,1.395,0.1,19.05,7.58,1,0.05,7.8,678.8,428.907,0.101,29,0.37,NA,NA,NA
"10402","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","9/2/08",907,39.18244,-95.95212,10270102,1769.01047453704,2008,0.982,0.1,25.45,7.34,0.38,0.05,7.5,702.5,425.543,0.09,25,0.577,0.3,NA,NA
"10403","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","11/12/08",918,39.18244,-95.95212,10270102,1840.01811342593,2008,0.709,0.1,17.25,9.94,0.2,0.05,7.8,735.6,428.994,0.117,14,0.484,NA,NA,NA
"10404","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","2/3/09",931,39.18244,-95.95212,10270102,1923.0271412037,2009,1.112,0.1,21.36,13.58,0.64,0.05,7.7,833,499.184,0.045,10,0.447,0.3,NA,NA
"10405","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/7/09",938,39.18244,-95.95212,10270102,1986.03200231481,2009,1.253,0.1,17.038,12.45,0.713,0.05,7.5,694.4,420.78,0.112,13,0.515,NA,NA,NA
"10406","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/2/09",910,39.18244,-95.95212,10270102,2042.01255787037,2009,1.482,0.1,22.521,7.39,1.073,0.05,7.8,705.6,447.05,0.071,16,0.384,0.68,NA,NA
"10407","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","10/5/09",1119,39.18244,-95.95212,10270102,2167.1021412037,2009,1.334,0.1,26.554,8.6,0.941,0.05,7.5,789.7,483.136,0.121,17,0.368,0.3,NA,NA
"10408","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/21/09",1032,39.18244,-95.95212,10270102,2244.06950231481,2009,1.102,0.1,16.042,15,0.714,0.05,8,702.2,422.866,0.046,10,0.363,NA,NA,NA
"10409","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","1/12/10",915,39.18244,-95.95212,10270102,2266.01603009259,2010,1.356,0.1,16.859,12.53,0.95,0.05,7.3,794.9,478.909,0.062,10,0.381,0.3,NA,NA
"10410","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/27/10",852,39.18244,-95.95212,10270102,2371.00005787037,2010,2.366,0.111,10.127,9.6,1.413,0.085,7.6,558.7,358.44,0.193,88,0.868,NA,NA,NA
"10411","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","7/27/10",917,39.18244,-95.95212,10270102,2462.01741898148,2010,2.051,0.1,18.413,7.23,1.639,0.115,7.7,686.1,413.365,0.123,29,0.297,0.3,NA,NA
"10412","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","10/13/10",937,39.18244,-95.95212,10270102,2540.03130787037,2010,1.289,0.1,21.026,8.75,0.966,0.05,7.7,698.4,426.396,0.069,18,0.298,NA,NA,NA
"10413","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","2/7/11",906,39.18244,-95.95212,10270102,2657.00978009259,2011,2.07,0.167,26.537,10.68,1.42,0.136,7.6,900.2,546.791,0.059,10,0.514,0.3,NA,NA
"10414","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","5/23/11",1208,39.18244,-95.95212,10270102,2762.13616898148,2011,1.5181,0.204,15.8301,6.58,0.5164,0.1267,7.9,667.9,417.4847,0.166,47,0.875,NA,NA,NA
"10415","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","8/8/11",1007,39.18244,-95.95212,10270102,2839.0521412037,2011,1.3723,0.1,35.3093,6.27,0.654,0.0803,7.9,689.4,408.1195,0.121,27,0.638,0.3,NA,NA
"10416","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","11/28/11",909,39.18244,-95.95212,10270102,2951.01186342593,2011,1.0328,0.1,30.4851,11.09,0.4958,0.05,7.8,838.4,492.2338,0.132,10,0.512,NA,NA,NA
"10417","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/6/12",946,39.18244,-95.95212,10270102,3050.03755787037,2012,0.8429,0.1,19.3968,11.44,0.3329,0.05,8,674.4,410.194,0.051,12,0.485,0.42,NA,NA
"10418","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/19/12",929,39.18244,-95.95212,10270102,3155.02575231481,2012,0.521,0.1,41.2723,5.66,0.1,0.05,7.7,699.8,415.0444,0.14,19,0.446,NA,NA,NA
"10419","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/18/12",1000,39.18244,-95.95212,10270102,3337.04728009259,2012,0.551,0.1,69.5899,12.33,0.1,0.05,8,874.9,494.3106,0.063,10,0.476,NA,NA,NA
"10420","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","1/29/13",932,39.18244,-95.95212,10270102,3379.02783564815,2013,0.408,0.1,54.0727,13.97,0.1,0.05,7.8,884.8,522.4643,0.043,10,0.333,0.3,NA,NA
"10421","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/30/13",904,39.18244,-95.95212,10270102,3470.0083912037,2013,0.562,0.1,18.1936,8.49,0.1,0.05,7.9,621.4,382.5656,0.133,22,0.487,0.902,NA,NA
"10422","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","7/9/13",929,39.18244,-95.95212,10270102,3540.02575231481,2013,0.5893,0.1,22.6485,6.68,0.1853,0.05,7.8,680.9,408.2876,0.075,10,0.379,0.48,NA,NA
"10423","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","10/23/13",859,39.18244,-95.95212,10270102,3646.00491898148,2013,0.63,0.1,16.4684,8.73,0.1,0.05,7.3,472.7,262.2738,0.068,10,0.555,NA,NA,NA
"10424","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","2/24/14",828,39.18244,-95.95212,10270102,3769.9833912037,2014,2.439,0.26,12,13,0.85,0.089,7.3,430,260,0.37,43,1.5,NA,NA,NA
"10425","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","5/6/14",913,39.18244,-95.95212,10270102,3841.0146412037,2014,0.755,0.1,16,7.6,0.14,0.05,8.1,650,390,0.14,27,0.59,2.2,NA,NA
"10426","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","11/24/14",906,39.18244,-95.95212,10270102,4043.00978009259,2014,0.525,0.1,26,11,0.16,0.05,7.6,820,520,0.12,10,0.34,NA,NA,NA
"10427","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/3/15",953,39.18244,-95.95212,10270102,4142.04241898148,2015,0.325,0.1,20,14,0.1,0.05,8,770,460,0.02,10,0.25,0.3,NA,NA
"10428","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/2/15",912,39.18244,-95.95212,10270102,4233.01394675926,2015,1.445,0.1,10,8.4,0.72,0.05,8,550,340,0.19,63,0.7,NA,NA,NA
"10429","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","9/8/15",932,39.18244,-95.95212,10270102,4331.02783564815,2015,1.425,0.1,32,5.7,0.87,0.05,7.5,740,460,0.14,25,0.53,0.3,NA,NA
"10430","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/2/15",1014,39.18244,-95.95212,10270102,4416.05700231481,2015,2.325,0.11,18,12.1,1.1,0.05,7.7,610,380,0.37,45,1.2,0.3,NA,NA
"10431","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","1/5/16",937,39.18244,-95.95212,10270102,4450.03130787037,2016,1.405,0.1,24,15.1,0.92,0.05,7.9,800,490,0.086,10,0.46,NA,NA,NA
"10432","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/5/16",951,39.18244,-95.95212,10270102,4541.04103009259,2016,0.595,0.1,29,11.3,0.24,0.05,8,730,460,0.051,12,0.33,0.3,NA,NA
"10433","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","7/12/16",927,39.18244,-95.95212,10270102,4639.02436342593,2016,1.915,0.1,21,6.2,1.3,0.05,7.7,660,400,0.15,48,0.59,NA,NA,NA
"10434","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","10/4/16",954,39.18244,-95.95212,10270102,4723.04311342593,2016,1.645,0.1,12,8.1,1.2,0.05,7.8,620,370,0.12,21,0.42,0.3,NA,NA
"10435","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","2/7/17",853,39.18244,-95.95212,10270102,4849.00075231482,2017,1.565,0.1,22,12,1.1,0.05,7.3,810,490,0.071,10,0.44,0.3,NA,NA
"10436","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","5/2/17",909,39.18244,-95.95212,10270102,4933.01186342593,2017,2.253,0.1,6.5,9.9,1.1,0.053,7.5,450,280,0.24,120,1.1,5,NA,NA
"10437","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","8/8/17",959,39.18244,-95.95212,10270102,5031.04658564815,2017,1.825,0.1,13,7.4,0.96,0.05,7.4,470,280,0.22,64,0.84,1.3,NA,NA
"10438","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","11/7/17",944,39.18244,-95.95212,10270102,5122.03616898148,2017,1.105,0.1,38,9.6,0.65,0.05,7.7,890,530,0.12,10,0.43,NA,NA,NA
"10439","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/6/18",903,39.18244,-95.95212,10270102,5241.00769675926,2018,0.995,0.1,33,11,0.21,0.05,7.5,760,440,0.044,12,0.76,NA,NA,NA
"10440","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/19/18",849,39.18244,-95.95212,10270102,5345.99797453704,2018,0.945,0.1,15,6.3,0.28,0.05,7.5,520,300,0.18,22,0.64,1.4,NA,NA
"10441","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","9/25/18",850,39.18244,-95.95212,10270102,5443.99866898148,2018,0.835,0.1,21,6.5,0.24,0.05,7.7,560,320,0.084,10,0.57,0.3,NA,NA
"10442","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/11/18",844,39.18244,-95.95212,10270102,5520.99450231481,2018,1.545,0.1,14,14,1,0.05,8,580,360,0.16,17,0.52,NA,NA,NA
"10443","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","1/29/19",907,39.18244,-95.95212,10270102,5570.01047453704,2019,1.545,0.1,13,14,0.86,0.05,7.8,570,360,0.15,25,0.66,0.3,NA,NA
"10444","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/2/19",743,39.18244,-95.95212,10270102,5632.9521412037,2019,1.405,0.1,10,9.2,1,0.05,8,530,320,0.13,83,0.38,NA,NA,NA
"10445","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","7/9/19",948,39.18244,-95.95212,10270102,5731.03894675926,2019,2.115,0.1,16,7,1.7,0.05,7.6,600,400,0.25,480,0.39,0.3,NA,NA
"10446","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","10/22/19",831,39.18244,-95.95212,10270102,5835.98547453704,2019,1.285,0.1,18,9,0.88,0.05,7.8,640,380,0.2,18,0.38,0.3,NA,NA
"10447","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","2/4/20",916,39.18244,-95.95212,10270102,5941.01672453704,2020,1.065,0.1,12,NA,0.74,0.05,7.7,570,330,0.08,31,0.3,NA,NA,NA
"10448","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","8/4/20",946,39.18244,-95.95212,10270102,6123.03755787037,2020,1.445,0.1,12,NA,0.85,0.05,7.7,550,290,0.15,44,0.57,NA,NA,NA
"10449","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","11/23/20",1236,39.18244,-95.95212,10270102,6234.15561342593,2020,0.805,0.1,36,NA,0.35,0.05,7.7,850,540,0.064,10,0.43,0.3,NA,NA
"10450","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/2/21",657,39.18244,-95.95212,10270102,6332.92019675926,2021,0.935,0.1,25,NA,0.31,0.05,7.8,680,400,0.27,10,0.6,0.3,NA,NA
"10451","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/21/21",731,39.18244,-95.95212,10270102,6443.94380787037,2021,1.825,0.1,24,NA,1.1,0.05,7.8,730,460,0.13,18,0.7,0.46,NA,NA
"10452","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","9/8/21",656,39.18244,-95.95212,10270102,6522.91950231481,2021,1.115,0.1,41,NA,0.54,0.05,7.6,690,450,0.1,18,0.55,NA,NA,NA
"10453","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/7/21",703,39.18244,-95.95212,10270102,6612.92436342593,2021,1.115,0.1,37,NA,0.36,0.05,8.1,730,490,0.084,10,0.73,0.3,NA,NA
"10454","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","1/31/22",719,39.18244,-95.95212,10270102,6667.93547453704,2022,0.675,0.1,43,NA,0.27,0.05,8,850,590,0.031,10,0.38,0.3,NA,NA
"10455","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/18/22",639,39.18244,-95.95212,10270102,6744.90769675926,2022,0.695,0.1,35,NA,0.1,0.05,7.4,660,470,0.077,16,0.62,NA,NA,NA
"10456","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","7/25/22",839,39.18244,-95.95212,10270102,6842.99103009259,2022,0.855,0.1,30,NA,0.4,0.05,7.5,560,450,0.12,28,0.43,0.3,NA,NA
"10457","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","2/6/23",843,39.18244,-95.95212,10270102,7038.99380787037,2023,0.335,0.1,38,NA,0.1,0.05,8,760,510,0.034,10,0.26,0.3,NA,NA
"10458","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","5/1/23",727,39.18244,-95.95212,10270102,7122.94103009259,2023,0.435,0.1,27,NA,0.1,0.05,8.1,640,480,0.08,26,0.36,NA,NA,NA
"10459","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","8/7/23",815,39.18244,-95.95212,10270102,7220.97436342593,2023,0.505,0.1,28,NA,0.12,0.05,7.7,1600,420,0.23,60,0.36,0.35,NA,NA
"10460","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","8/7/23",820,39.18244,-95.95212,10270102,7220.97783564815,2023,0.485,0.1,28,NA,0.12,0.05,7.7,560,400,0.22,36,0.34,0.35,NA,NA
"10461","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","11/27/23",816,39.18244,-95.95212,10270102,7332.97505787037,2023,0.925,0.1,40,NA,0.1,0.05,7.3,710,580,0.4,14,0.85,0.3,NA,NA
"10462","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/4/24",737,39.18244,-95.95212,10270102,7430.94797453704,2024,0.175,0.1,27,NA,0.1,0.05,7.9,690,430,0.078,12,0.2,0.3,NA,NA
"10463","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","3/4/24",742,39.18244,-95.95212,10270102,7430.95144675926,2024,0.175,0.1,27,NA,0.1,0.05,7.9,690,410,0.069,10,0.2,0.3,NA,NA
"10464","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","6/24/24",1006,39.18244,-95.95212,10270102,7543.05144675926,2024,1.325,0.1,13,NA,0.94,0.05,7.8,570,350,0.22,32,0.36,0.69,NA,NA
"10465","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","9/9/24",730,39.18244,-95.95212,10270102,7619.94311342593,2024,0.605,0.1,32,NA,0.11,0.05,8,700,410,0.094,10,0.47,0.3,NA,NA
"10466","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","12/2/24",758,39.18244,-95.95212,10270102,7703.96255787037,2024,0.535,0.1,30,NA,0.13,0.05,7.8,780,450,0.083,10,0.38,NA,NA,NA
"10467","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC551","","4/9/25",709,39.18244,-95.95212,10270102,7831.92853009259,2025,0.075,0.1,19,NA,0.1,0.05,8.1,370,380,0.077,10,NA,0.3,NA,NA
"10468","MISSOURI RIVER BASIN","SC","SC552","","1/18/06",1138,39.95804,-95.38084,10240008,811.115335648148,2006,6.185,0.1,6.92,13.4,6.11,0.05,7.6,448.3,265.239,0.067,17,0.1,0.3,NA,NA
"10469","MISSOURI RIVER BASIN","SC","SC552","","3/29/06",1418,39.95804,-95.38084,10240008,881.226446759259,2006,5.064,0.1,6.35,13.7,4.2,0.05,8.2,388.3,222.896,0.094,17,0.814,NA,NA,NA
"10470","MISSOURI RIVER BASIN","SC","SC552","","5/24/06",1119,39.95804,-95.38084,10240008,937.102141203704,2006,7.849,0.1,7.09,7.9,7.54,0.13,7.7,418.5,270.601,0.216,49,0.179,1.2,NA,NA
"10471","MISSOURI RIVER BASIN","SC","SC552","","7/25/06",1215,39.95804,-95.38084,10240008,999.141030092593,2006,4.831,0.1,7.07,6.7,3.44,0.06,7.7,408.8,258.455,0.316,78,1.331,NA,NA,NA
"10472","MISSOURI RIVER BASIN","SC","SC552","","9/27/06",1148,39.95804,-95.38084,10240008,1063.12228009259,2006,3.621,0.1,5.91,8,2.97,0.05,7.5,422.4,260.668,0.305,89,0.626,0.3,NA,NA
"10473","MISSOURI RIVER BASIN","SC","SC552","","11/20/06",1116,39.95804,-95.38084,10240008,1117.10005787037,2006,3.53,0.1,6.11,13.1,3.27,0.05,7.7,435.6,269.992,0.122,19,0.235,NA,NA,NA
"10474","MISSOURI RIVER BASIN","SC","SC552","","2/9/10",1223,39.95804,-95.38084,10240008,2294.14658564815,2010,10.669,0.1,8.207,13.26,10.174,0.05,7.3,482.7,305.065,0.226,84,0.47,0.55,NA,NA
"10475","MISSOURI RIVER BASIN","SC","SC552","","5/10/10",1153,39.95804,-95.38084,10240008,2384.12575231481,2010,8.925,0.113,6.192,10.56,7.612,0.097,7.6,383.9,288.288,0.642,552,1.216,3.3,NA,NA
"10476","MISSOURI RIVER BASIN","SC","SC552","","8/10/10",1147,39.95804,-95.38084,10240008,2476.12158564815,2010,9.491,0.1,6.35,8.35,8.801,0.134,7.7,427.9,272.272,0.252,42,0.556,0.3,NA,NA
"10477","MISSOURI RIVER BASIN","SC","SC552","","11/8/10",1209,39.95804,-95.38084,10240008,2566.13686342593,2010,7.637,0.1,6.857,13.39,7.105,0.181,8.2,452.4,272.514,0.114,11,0.351,0.3,NA,NA
"10478","MISSOURI RIVER BASIN","SC","SC552","","11/8/10",1214,39.95804,-95.38084,10240008,2566.14033564815,2010,7.638,0.1,6.831,13.53,7.059,0.182,8.2,452.1,272.918,0.125,10,0.397,0.3,NA,NA
"10479","MISSOURI RIVER BASIN","SC","SC552","","3/24/14",1137,39.95804,-95.38084,10240008,3798.1146412037,2014,6.748,0.1,8.7,15,6.2,0.098,8.1,430,250,0.11,10,0.45,0.68,NA,NA
"10480","MISSOURI RIVER BASIN","SC","SC552","","6/2/14",1420,39.95804,-95.38084,10240008,3868.22783564815,2014,10.05,0.17,8.6,6.9,7.2,0.25,7,370,270,0.87,380,2.6,13,NA,NA
"10481","MISSOURI RIVER BASIN","SC","SC552","","9/8/14",1131,39.95804,-95.38084,10240008,3966.11047453704,2014,6.08,0.1,7.8,9.5,5.6,0.14,7.7,440,280,0.23,14,0.34,0.3,NA,NA
"10482","MISSOURI RIVER BASIN","SC","SC552","","9/8/14",1136,39.95804,-95.38084,10240008,3966.11394675926,2014,6.02,0.1,7.5,9.6,5.5,0.13,7.8,440,280,0.22,12,0.39,0.3,NA,NA
"10483","MISSOURI RIVER BASIN","SC","SC552","","12/1/14",1120,39.95804,-95.38084,10240008,4050.10283564815,2014,8.43,0.1,10,15,7.9,0.13,7.2,520,300,0.11,14,0.4,NA,NA,NA
"10484","MISSOURI RIVER BASIN","SC","SC552","","1/24/18",1111,39.95804,-95.38084,10240008,5200.09658564815,2018,7.875,0.11,9.8,13,7.4,0.05,7.7,430,250,0.1,15,0.45,0.3,NA,NA
"10485","MISSOURI RIVER BASIN","SC","SC552","","4/16/18",1048,39.95804,-95.38084,10240008,5282.08061342593,2018,6.17,0.1,9.1,14,5.8,0.11,7.9,420,230,0.058,10,0.26,0.3,NA,NA
"10486","MISSOURI RIVER BASIN","SC","SC552","","7/16/18",1146,39.95804,-95.38084,10240008,5373.1208912037,2018,3.695,0.1,8.7,12,3.1,0.05,8.1,430,250,0.26,15,0.57,0.3,NA,NA
"10487","MISSOURI RIVER BASIN","SC","SC552","","10/22/18",1111,39.95804,-95.38084,10240008,5471.09658564815,2018,9.192,0.1,13,10,8.7,0.082,7.7,450,280,0.16,11,0.41,NA,NA,NA
"10488","MISSOURI RIVER BASIN","SC","SC552","","2/14/22",917,39.95804,-95.38084,10240008,6682.01741898148,2022,8.805,0.1,12,NA,8.5,0.05,7.4,420,270,0.13,62,0.28,0.3,NA,NA
"10489","MISSOURI RIVER BASIN","SC","SC552","","5/23/22",1107,39.95804,-95.38084,10240008,6780.09380787037,2022,8.775,0.1,13,NA,8.4,0.05,7.8,420,290,0.17,30,0.35,0.31,NA,NA
"10490","MISSOURI RIVER BASIN","SC","SC552","","8/22/22",1132,39.95804,-95.38084,10240008,6871.11116898148,2022,8.665,0.1,13,NA,8.4,0.05,7.9,400,310,0.2,34,0.24,NA,NA,NA
"10491","MISSOURI RIVER BASIN","SC","SC552","","10/31/22",1210,39.95804,-95.38084,10240008,6941.13755787037,2022,5.231,0.1,13,NA,4.7,0.091,7.5,440,270,0.16,20,0.44,0.3,NA,NA
"10492","MISSOURI RIVER BASIN","SC","SC553","","1/18/06",924,39.59463,-95.09569,10240011,811.022280092593,2006,2.855,0.1,12.34,12.7,2.78,0.05,7.4,509.4,291.543,0.024,10,0.1,0.3,1,NA
"10493","MISSOURI RIVER BASIN","SC","SC553","","1/18/06",929,39.59463,-95.09569,10240011,811.025752314815,2006,2.845,0.1,12.24,12.7,2.77,0.05,7.5,516.1,292.905,0.02,10,0.1,0.3,NA,NA
"10494","MISSOURI RIVER BASIN","SC","SC553","","3/29/06",1027,39.59463,-95.09569,10240011,881.066030092593,2006,2.135,0.1,12.73,11.4,1.45,0.05,7.8,485.9,254.5,0.084,12,0.66,NA,2.55,NA
"10495","MISSOURI RIVER BASIN","SC","SC553","","5/24/06",940,39.59463,-95.09569,10240011,937.033391203704,2006,2.931,0.1,12.52,6.7,2.25,0.05,7.8,487.7,297.782,0.12,70,0.656,1.2,9.65,NA
"10496","MISSOURI RIVER BASIN","SC","SC553","","7/25/06",947,39.59463,-95.09569,10240011,999.038252314815,2006,1.53,0.128,10.69,4.5,0.1,0.05,7.4,386.6,235.917,0.191,90,1.455,NA,25.05,NA
"10497","MISSOURI RIVER BASIN","SC","SC553","","9/27/06",953,39.59463,-95.09569,10240011,1063.04241898148,2006,1.246,0.1,9.12,7.7,0.45,0.05,7.5,414.6,239.15,0.209,66,0.771,0.3,11.75,NA
"10498","MISSOURI RIVER BASIN","SC","SC553","","11/20/06",931,39.59463,-95.09569,10240011,1117.0271412037,2006,0.922,0.1,11.84,12.3,0.7,0.05,7.6,502.4,283.53,0.061,10,0.197,NA,1.9,NA
"10499","MISSOURI RIVER BASIN","SC","SC553","","2/9/10",942,39.59463,-95.09569,10240011,2294.03478009259,2010,5.416,0.1,11.797,13.73,5.075,0.05,7.5,565.8,347.048,0.081,11,0.316,0.49,NA,NA
"10500","MISSOURI RIVER BASIN","SC","SC553","","2/9/10",947,39.59463,-95.09569,10240011,2294.03825231481,2010,5.433,0.1,11.792,13.69,5.069,0.05,7.6,569,345.236,0.079,10,0.339,0.35,NA,NA
"10501","MISSOURI RIVER BASIN","SC","SC553","","5/10/10",958,39.59463,-95.09569,10240011,2384.0458912037,2010,5.009,0.1,10.627,9.51,4.317,0.109,7.8,538.6,330.097,0.187,48,0.583,6.2,3.75,NA
"10502","MISSOURI RIVER BASIN","SC","SC553","","8/10/10",954,39.59463,-95.09569,10240011,2476.04311342593,2010,4.619,0.1,10.596,13.04,3.979,0.126,7.6,449.7,271,0.064,10,0.514,0.3,34.25,NA
"10503","MISSOURI RIVER BASIN","SC","SC553","","11/8/10",1031,39.59463,-95.09569,10240011,2566.06880787037,2010,3.7,0.1,11.342,10.43,3.134,0.154,7.8,511.5,296.206,0.065,10,0.412,0.51,4.7,NA
"10504","MISSOURI RIVER BASIN","SC","SC553","","3/24/14",1002,39.59463,-95.09569,10240011,3798.04866898148,2014,2.248,0.1,14,12,1.8,0.098,8.1,460,250,0.05,10,0.35,0.31,NA,NA
"10505","MISSOURI RIVER BASIN","SC","SC553","","6/2/14",1552,39.59463,-95.09569,10240011,3868.29172453704,2014,5.9,0.1,10,7.9,3.2,0.2,7.7,450,320,0.83,630,2.5,NA,NA,NA
