CaseUID,Province,Harvest,date_harvested,year_harvested,time,easting,northing,Species,Sex,CWD_Status,e_min,e_aver,Dtown,Driver,Dstreams,Droad,rugg3,rugg6,rugg12,Road3km,Stream3km,Pcover3,Pagri3,Pgrass3,Popen3,Road6km,Stream6km,Pcover6,Pagri6,Pgrass6,Popen6,Road12km,Stream12km,Pcover12,Pagri12,Pgrass12,Popen12,m_aver,m_min,w_aver,w_min
4415,Alberta,Hunter,02/11/2007,2007,6,510139.214,5855420.56,mule deer,female,negative,21.98286831,66.367577,0,8.78009,1000,100,5.44817,7.15736,10.7517,14570.40373,41.605154,0.00839077,0.604135451,0,0.604135451,27304.48387,1509.611802,0.004198531,0.669365722,0,0.669365722,56614.75399,3842.8098,0.002324361,0.679238209,0,0.679238209,2.158800528,1.910476889,7.385203759,6.356762627
4422,Alberta,Hunter,03/11/2007,2007,6,540771.711,5781147.368,mule deer,female,negative,49.26171552,86.89048416,20.094299,36.106098,1923.540039,223.606994,5.900519,7.228929,8.61161,1435.344701,0,0.112578805,0.365956169,0.459483794,0.829480636,3030.846303,0,0.115228807,0.435108777,0.399190526,0.835858965,7869.089355,109.508028,0.123875899,0.467700839,0.373716171,0.840302758,1.537771486,1.351307936,3.952681238,3.182515248
4429,Alberta,Hunter,02/11/2007,2007,6,524834.051,5790763.504,mule deer,female,negative,47.23621975,84.73236259,23.8076,17.575599,989.950012,141.421005,10.230099,13.6836,17.091299,2018.026463,0,0.456971514,0.32173913,0.202524038,0.525337331,3838.650101,775.575018,0.479244718,0.278435486,0.192861428,0.471751836,6972.995175,1804.319967,0.437035926,0.269106728,0.144152924,0.412735318,1.357609174,1.15529323,3.214588555,2.40165298
4430,Alberta,Hunter,16/11/2007,2007,6,523985.271,5839498.232,mule deer,female,negative,13.19727485,54.57290853,13.067899,3.5,2624.879882,424.264007,3.59047,3.53075,4.39751,2911.534064,0,0.010488463,0.00029967,0.987417615,0.988912197,4492.793745,0,0.057862389,0.01289162,0.914679862,0.927147354,9257.991493,0,0.17611336,0.094691858,0.710376368,0.804693357,0.875108342,0.548699195,2.113475968,0.98204073
4438,Alberta,Hunter,01/11/2007,2007,6,527235.187,5842755.846,mule deer,female,negative,8.626434282,50.91086866,8.85268,4.52217,1004.98999,707.106994,9.490969,11.468099,13.783499,1770.296078,0,0.330831582,0.616931852,0.029376499,0.646952867,4022.44895,69.4929,0.332633788,0.550442213,0.05574704,0.606056064,7803.471985,2440.288239,0.310649779,0.537285468,0.086927173,0.623248145,0.891382432,0.525600011,2.2285164,1.048641886
4442,Alberta,Hunter,01/11/2007,2007,6,521203.836,5797204.398,mule deer,female,negative,44.67196169,81.5517607,16.420999,11.9854,2402.080078,800,8.532739,8.34305,9.282039,1385.399806,0,0.112912913,0.514414414,0.33672858,0.851951952,6165.393076,0,0.124718933,0.559436366,0.244377811,0.804976765,10151.84328,0,0.154469106,0.602654469,0.188666517,0.790866827,1.416458508,1.204349367,3.111252811,2.268176235
4443,Alberta,Hunter,01/11/2007,2007,6,521203.836,5797204.398,mule deer,female,negative,44.67196169,81.5517607,16.420999,11.9854,2402.080078,800,8.532739,8.34305,9.282039,1385.399806,0,0.112912913,0.514414414,0.33672858,0.851951952,6165.393076,0,0.124718933,0.559436366,0.244377811,0.804976765,10151.84328,0,0.154469106,0.602654469,0.188666517,0.790866827,1.416458508,1.204349367,3.111252811,2.268176235
4455,Alberta,Hunter,03/11/2007,2007,6,564086.295,5771690.476,mule deer,female,negative,58.40905689,92.55661049,17.0317,61.180099,200,0,3.285399,5.434619,8.337269,3578.470686,2593.162463,0.018579562,0.666167216,0,0.666167216,6206.393278,3883.988983,0.024906227,0.8024006,0,0.8024006,9505.534928,9349.551565,0.012441913,0.888247639,0.00479904,0.892819667,3.287577553,3.153349436,17.09500703,16.62215678
4457,Alberta,Hunter,05/11/2007,2007,6,547271.041,5807102.276,mule deer,female,negative,22.50561299,62.32957713,5.86003,29.931299,316.227996,600,2.466749,3.440829,6.28456,4687.905388,1986.691482,0,1,0,1,10223.86941,4075.226067,0.000149948,0.999850052,0,0.999850052,16638.56314,9655.96912,0.001424929,0.998425079,0,0.998425079,6.580438453,6.370617343,208.2524637,207.084989
4465,Alberta,Hunter,20/11/2007,2007,6,540561.294,5828101.587,mule deer,female,negative,10.33897203,49.4199238,17.3666,9.52733,400,400,2.67319,3.33568,6.726019,4737.034657,2081.811381,0.054289142,0.673365327,0.086604735,0.76154769,10225.38983,3305.130016,0.062687463,0.587132573,0.210652663,0.797840432,15961.42488,4634.678679,0.052911639,0.585925204,0.241040636,0.828074646,1.490045076,1.077263461,3.707102873,2.243066952
4467,Alberta,Hunter,02/11/2007,2007,6,565139.222,5813789.736,mule deer,female,negative,18.55813122,54.51735961,15.2502,30.1219,1000,100,6.58538,8.871069,12.550499,13583.1388,0,0,0.98679868,0.00029967,0.98739874,24921.48224,1102.010932,0,0.978114226,0.012149393,0.990406236,39722.781,3319.585109,0,0.973313343,0.016339379,0.989655172,20.42848535,20.01930038,38047.12955,38045.78294
4477,Alberta,Hunter,06/11/2007,2007,6,523919.398,5852469.982,mule deer,female,negative,7.895855485,53.35202969,12.2332,0.2,141.421005,0,9.679309,8.81192,8.05142,7172.09731,3665.100702,0.044731312,0.768838187,0.182172869,0.948964275,9530.163197,5034.030231,0.045747713,0.809959502,0.118326335,0.928153592,13064.40287,8737.265937,0.033150829,0.865221631,0.071401813,0.936698417,1.747042403,1.360178414,8.334290592,7.047456296
4482,Alberta,Hunter,29/11/2007,2007,6,542499.421,5830154.223,mule deer,female,negative,7.556206657,47.41174355,15.976499,6.963479,806.226013,1200,6.12866,6.2796,6.622369,0,704.596004,0,0.566077315,0.370725855,0.936769553,1582.821669,3235.933796,0.008840276,0.639496554,0.275887906,0.915792628,8169.850616,6066.923278,0.064129458,0.562406353,0.307484626,0.870842074,1.33054335,0.876667174,415.8979489,414.3208481
4487,Alberta,Hunter,15/12/2007,2007,6,542499.421,5830154.223,mule deer,female,negative,7.556206657,47.41174355,15.976499,6.963479,806.226013,1200,6.12866,6.2796,6.622369,0,704.596004,0,0.566077315,0.370725855,0.936769553,1582.821669,3235.933796,0.008840276,0.639496554,0.275887906,0.915792628,8169.850616,6066.923278,0.064129458,0.562406353,0.307484626,0.870842074,1.33054335,0.876667174,415.8979489,414.3208481
4493,Alberta,Hunter,01/11/2007,2007,6,514588.35,5823090.558,mule deer,female,negative,31.24317908,69.14805593,11.258799,2.76586,583.09497,800,7.969319,9.676549,11.195099,1190.291836,649.967843,0.00690069,0.801980198,0.186506747,0.99309931,2668.737547,2781.278138,0.01139772,0.708908218,0.275629496,0.98860228,4633.32087,7233.267686,0.032746347,0.740352192,0.224829447,0.966129637,2.620628086,2.341644439,4.218182856,3.16805134
4495,Alberta,Hunter,07/11/2007,2007,6,516219.755,5821476.792,mule deer,female,negative,30.97544864,68.71755545,10.2157,0.538515,0,806.226013,2.31291,5.292079,7.985919,648.93344,5463.564593,0.048590282,0.797540492,0.110212639,0.908818236,1817.642589,7824.474852,0.06550742,0.708439514,0.17718483,0.88712337,3049.900997,13266.62417,0.074713075,0.726877204,0.161046163,0.888380467,1.701025667,1.422169376,3.427963367,2.401705375
4496,Alberta,Hunter,07/11/2007,2007,6,516219.755,5821476.792,mule deer,female,negative,30.97544864,68.71755545,10.2157,0.538515,0,806.226013,2.31291,5.292079,7.985919,648.93344,5463.564593,0.048590282,0.797540492,0.110212639,0.908818236,1817.642589,7824.474852,0.06550742,0.708439514,0.17718483,0.88712337,3049.900997,13266.62417,0.074713075,0.726877204,0.161046163,0.888380467,1.701025667,1.422169376,3.427963367,2.401705375
4517,Alberta,Hunter,02/11/2007,2007,6,516214.256,5823095.343,mule deer,female,negative,29.94912437,67.86847705,11.7047,1.52971,360.554992,854.400024,8.309459,9.94174,10.0837,279.881245,1014.732311,0.144357743,0.304621849,0.536014406,0.837034814,1376.767874,2292.273314,0.072113943,0.491004498,0.424392439,0.915742129,3354.324037,8389.332411,0.082914761,0.615038609,0.272686399,0.888147537,1.344293733,1.063808961,2.997246891,1.948223996
4527,Alberta,Hunter,09/11/2007,2007,6,529302.856,5810201.414,mule deer,female,negative,29.92801887,67.31029456,17.0188,12.524,1612.449951,800,4.36108,5.586979,7.17077,2520.672884,0,0.133433283,0.836581709,0,0.836581709,4791.818925,0,0.095908887,0.8478945,0.00074985,0.848793646,7047.291598,711.320218,0.091985906,0.820601244,0.011846742,0.832671115,1.460815154,1.212231945,3.459404092,2.5041712
4532,Alberta,Hunter,15/11/2007,2007,6,532401.987,5832897.431,mule deer,female,negative,11.419302,51.14458212,12.5,9.124139,424.264007,707.106994,5.345139,7.081049,12.3392,2798.579817,1004.995048,0.043530471,0.794656259,0.103810381,0.899129391,6136.705809,6138.089951,0.026252625,0.780078008,0.111960432,0.892739274,9724.35772,11995.00755,0.050209832,0.761840528,0.122572907,0.884817146,1.115452359,0.769170506,2.83103598,1.760355147
4534,Alberta,Hunter,09/11/2007,2007,6,529189.295,5828017.831,mule deer,female,negative,17.23781875,55.79110776,18.1797,9.202719,1780.449951,800,15.0359,15.5865,16.621,1107.548826,0,0.322135573,0.422915417,0.254872564,0.677864427,2466.963856,0,0.237102579,0.460257948,0.300330033,0.762897421,3993.486472,269.183728,0.178627672,0.483614548,0.336431784,0.821372328,0.98668472,0.675349299,2.63376268,1.545306674
4539,Alberta,Hunter,05/11/2007,2007,6,547016.644,5833027.892,mule deer,female,negative,3.571095522,44.32600936,11.272999,4.176119,1526.430053,223.606994,3.898869,4.468029,5.28594,8700.73275,0,0.011394303,0.334932534,0.630252101,0.964317841,17071.66136,0,0.010639892,0.40176832,0.565282566,0.964633598,27652.37039,2031.514766,0.020685003,0.434759799,0.508844251,0.942591621,1.647516001,1.129230384,4.038333112,2.256196912
4556,Alberta,Hunter,22/11/2007,2007,6,544506.751,5771471.657,mule deer,female,negative,58.06099663,94.85734457,28.375299,44.480201,943.39801,800,7.65068,8.089289,12.121999,2799.280924,236.885646,0,0.778410795,0.197963462,0.976611694,6362.416143,3233.295985,0.002246518,0.78792871,0.187856072,0.973940392,11603.94466,8595.899389,0.024730216,0.689598321,0.218082315,0.907823741,2.08963337,1.922914976,10.3284045,9.672767572
4558,Alberta,Hunter,01/11/2007,2007,6,544506.751,5771471.657,mule deer,female,negative,58.06099663,94.85734457,28.375299,44.480201,943.39801,800,7.65068,8.089289,12.121999,2799.280924,236.885646,0,0.778410795,0.197963462,0.976611694,6362.416143,3233.295985,0.002246518,0.78792871,0.187856072,0.973940392,11603.94466,8595.899389,0.024730216,0.689598321,0.218082315,0.907823741,2.08963337,1.922914976,10.3284045,9.672767572
4598,Alberta,Hunter,02/11/2007,2007,6,512353.01,5838233.757,mule deer,female,negative,23.0747946,65.21940352,14.279,4.61736,200,360.554992,2.67314,2.929359,4.175509,4443.266248,900.347605,0.191061788,0.574685063,0.199279712,0.777744451,8866.07222,900.347605,0.246437678,0.509374531,0.212048554,0.722213889,15850.30199,900.347605,0.300449775,0.505772114,0.167316342,0.672938531,1.024346216,0.746692391,2.459607193,1.390925001
4602,Alberta,Hunter,28/11/2007,2007,6,533055.743,5894398.376,mule deer,female,negative,43.24035359,69.28258534,19.030799,14.303099,1403.569946,0,11.6336,16.616899,20.0498,2301.19588,0,0.00059952,0.886091127,0.034472422,0.920563549,3727.818298,0,0.028327338,0.883693046,0.022959184,0.90647482,8206.120573,1803.726444,0.052607914,0.873276379,0.036750919,0.909997002,2.80885247,2.680001403,22.55769692,22.11548864
4604,Alberta,Hunter,01/11/2007,2007,6,522341.629,5841111.149,mule deer,female,negative,13.20254075,55.52791933,14.0246,1.48661,1442.21997,632.455993,11.665699,15.7749,17.824199,4530.89233,0,0.183783784,0.368168168,0.443911218,0.816216216,8090.258938,0,0.202309538,0.313437313,0.443345324,0.75794841,13302.16031,7482.788605,0.225646794,0.239220097,0.436487702,0.676340457,0.914129606,0.589276274,2.173942553,1.042260543
4612,Alberta,Hunter,30/11/2007,2007,6,546005.956,5786058.331,mule deer,female,negative,43.41147544,81.10052038,13.753899,38.8973,509.902008,800,7.124889,8.86487,11.4622,2286.354275,825.772871,0,0.95947163,0,0.95947163,5481.481796,858.166651,0.02294197,0.928025191,0.003448793,0.931473984,9954.84047,1692.137901,0.050367261,0.898515965,0.007575189,0.905711288,2.146128962,1.962434039,7.34905105,6.565809779
4620,Alberta,Hunter,24/11/2007,2007,6,515766.597,5854061.027,mule deer,female,negative,16.20081149,60.99811313,4.099999,7.30068,223.606994,0,6.326139,8.392029,10.8683,5345.563581,3986.51442,0,0.99039904,0,0.99039904,9942.602828,6376.198374,0,0.987421384,0,0.987421384,16317.79969,9038.292406,0.005097451,0.983433283,0,0.983433283,4.462761889,4.178604369,838.6199697,837.4957643
4622,Alberta,Hunter,26/11/2007,2007,6,520575.618,5873443.058,mule deer,female,negative,24.89257868,63.78329528,20.2714,4.74236,806.226013,761.577026,5.49699,6.834099,8.99332,2891.396408,705.272375,0.141571686,0.858428314,0,0.858428314,5825.115123,3849.858556,0.139730135,0.860269865,0,0.860269865,10236.25185,11258.60427,0.093534353,0.898889889,0.007499063,0.906465647,1.616182683,1.438914213,5.230676898,4.630424763
4623,Alberta,Hunter,30/11/2007,2007,6,524308.013,5829617.935,mule deer,female,negative,19.55488083,58.3782597,19.2003,5.440589,1513.270019,800,2.614909,3.74969,6.4724,1052.760059,0,0.502547198,0,0.495352324,0.497452802,3682.435524,0,0.490175491,0,0.506450645,0.509824509,7824.07536,689.155308,0.42856072,0,0.559670165,0.561694153,0.872249484,0.56893102,2.162275962,1.059304932
4627,Alberta,Hunter,08/12/2007,2007,6,539033.473,5816748.333,mule deer,female,negative,18.26997006,57.68034791,18.4253,19.992,700,600,12.548899,14.136699,14.715,3917.233155,1997.383933,0.025487256,0.947526237,0.026434365,0.974512744,8585.921982,5006.027744,0.019184652,0.959532374,0.021295741,0.980815348,13655.79147,8559.7463,0.02278519,0.959826113,0.016794122,0.976540249,2.394922741,2.131849144,18.2526895,17.24866957
4630,Alberta,Hunter,08/12/2007,2007,6,532176.899,5836275.054,mule deer,female,negative,9.262938265,49.68490787,9.362159,6.86003,0,608.276,12.324199,14.926899,19.638099,3904.317631,2265.923399,0.111644658,0.524909964,0.356735674,0.884453782,7495.724262,5002.805818,0.11678395,0.53031891,0.334882326,0.865548735,11904.36396,7794.182774,0.128381923,0.527692423,0.322483876,0.851082965,1.000361316,0.652086235,2.57949062,1.478742101
4634,Alberta,Hunter,27/11/2007,2007,6,486422.476,5849196.814,mule deer,female,negative,45.32988327,88.59384023,13.098099,3.8833,583.09497,800,10.1562,15.1344,16.995,2464.778941,557.55443,0.099309931,0.891389139,0.00960961,0.900690069,6195.663883,941.826146,0.06550742,0.878578924,0.049947503,0.927147354,10207.92594,3223.359501,0.052406658,0.800719748,0.133798066,0.93259859,1.41565625,1.190243601,4.638920755,3.666540962
4636,Alberta,Hunter,03/12/2007,2007,6,534123.928,5819952.032,mule deer,female,negative,20.5743098,57.82242824,23.2562,14.261799,200,509.902008,13.1203,19.745399,22.849599,5385.740672,3722.775755,0,0.936993699,0.063848921,1,8815.606882,12690.99686,0,0.946484785,0.052939412,1,13698.63704,20539.51875,0.003450345,0.916366637,0.053673163,0.969621962,4.730974712,4.459277056,76.19210242,75.19058388
4637,Alberta,Hunter,10/12/2007,2007,6,528866.799,5842773.27,mule deer,female,negative,7.622980063,49.58548246,7.308209,5.903389,1720.46997,800,8.288249,9.58003,14.272299,1128.230375,0,0.15802099,0.782608696,0.061206121,0.84197901,2367.048855,0,0.147036759,0.80540135,0.047818918,0.852963241,5533.349221,69.4929,0.144077961,0.797751124,0.03837218,0.835457271,0.869110804,0.499214252,2.286953996,1.097257175
4638,Alberta,Hunter,10/12/2007,2007,6,528866.799,5842773.27,mule deer,female,negative,7.622980063,49.58548246,7.308209,5.903389,1720.46997,800,8.288249,9.58003,14.272299,1128.230375,0,0.15802099,0.782608696,0.061206121,0.84197901,2367.048855,0,0.147036759,0.80540135,0.047818918,0.852963241,5533.349221,69.4929,0.144077961,0.797751124,0.03837218,0.835457271,0.869110804,0.499214252,2.286953996,1.097257175
4643,Alberta,Hunter,12/11/2007,2007,6,553412.059,5839741.82,mule deer,female,negative,7.604770501,40.95922852,3.8833,3.71214,670.820007,608.276,6.1781,6.78106,8.10461,5417.540393,924.406259,0.003895715,0.803116572,0.140929535,0.945459994,12611.40077,1339.762236,0.013047391,0.700659868,0.224021592,0.923815237,19488.2306,2956.969598,0.054201964,0.710772922,0.191293271,0.901566834,1.26808975,0.949688616,4.224249918,3.263958529
4645,Alberta,Hunter,08/12/2007,2007,6,516207.775,5824723.573,mule deer,female,negative,28.97203681,67.04764614,13.219699,2.420739,781.025024,800,5.59275,6.47312,9.340069,2292.356733,220.047712,0.079136691,0.628297362,0.187893317,0.81294964,4737.160126,626.628179,0.096788715,0.618247299,0.232142857,0.849189676,6823.262258,1993.505026,0.103890263,0.662768908,0.201784643,0.863578442,1.474200966,1.192541109,3.536201306,2.475906573
4691,Alberta,Hunter,08/12/2007,2007,6,511500,5832200,mule deer,female,negative,27.2353995,67.80042013,16.5895,3.96232,2302.169921,223.606994,2.573909,4.147809,8.183589,5011.349932,0,0.196524865,0.768424206,0.019173158,0.788196525,9164.573296,0,0.284300495,0.674463938,0.027727818,0.702804019,20349.47025,0,0.337632151,0.598260478,0.050138649,0.648496663,1.003686237,0.72654475,2.459541761,1.390537735
4696,Alberta,Hunter,08/12/2007,2007,6,513700,5834100,mule deer,female,negative,24.32892899,65.2135641,18.611799,2.158699,583.09497,100,4.386519,4.555709,6.88877,2123.352799,528.956558,0.166167665,0.625748503,0.031193761,0.656586826,6147.383518,1357.388232,0.254610886,0.543109912,0.087582484,0.632328685,17789.46663,1977.272958,0.254346523,0.478492206,0.204064797,0.682928657,1.046950734,0.767025277,2.506295729,1.427235373
4699,Alberta,Hunter,08/12/2007,2007,6,491900,5847400,mule deer,female,negative,39.98796471,83.37643784,16.3686,1.5,282.842987,412.311004,14.7482,24.1124,29.7201,6280.020823,3051.169476,0.293817527,0,0.686186186,0.69027611,9597.552019,5617.84343,0.286785661,0.001349933,0.609602401,0.614369282,13440.62479,12632.98802,0.342608565,0.000825021,0.585738922,0.586139653,1.302068635,1.067262799,3.048836959,2.038926449
4701,Alberta,Hunter,08/12/2007,2007,6,487900,5845800,mule deer,female,negative,44.13798956,87.3083862,12.3907,1.562049,0,600,4.77116,10.166999,18.295499,1870.534648,2179.808342,0.000898204,0.003293413,0.99610078,0.999101796,4838.375559,3013.260268,0.008397061,0.037336932,0.953209358,0.991452991,10783.82005,9770.833913,0.009067746,0.125824341,0.849707515,0.977218225,1.417972728,1.19114821,4.934407016,3.929268435
4712,Alberta,Hunter,08/12/2007,2007,6,503600,5849500,mule deer,female,negative,28.15910016,72.13770043,6.200809,9.44034,4382.919921,200,2.448329,3.463589,4.580739,1915.525979,0,0.842737095,0,0.142942943,0.142557023,3604.78758,0,0.815509225,0,0.157539385,0.157642118,9164.161245,0,0.820895522,0,0.137512184,0.137703443,1.133132664,0.883398845,2.57092896,1.538510002
4713,Alberta,Hunter,08/12/2007,2007,6,503600,5849500,mule deer,female,negative,28.15910016,72.13770043,6.200809,9.44034,4382.919921,200,2.448329,3.463589,4.580739,1915.525979,0,0.842737095,0,0.142942943,0.142557023,3604.78758,0,0.815509225,0,0.157539385,0.157642118,9164.161245,0,0.820895522,0,0.137512184,0.137703443,1.133132664,0.883398845,2.57092896,1.538510002
4714,Alberta,Hunter,08/12/2007,2007,6,509200,5837000,mule deer,female,negative,26.42936976,68.41381643,15.5261,7.376309,1910.5,100,3.09937,3.60728,4.657169,6000.663226,0,0.379682349,0.030566377,0.592381524,0.620317651,10074.14907,0,0.431013797,0.044091182,0.527065527,0.568836233,19395.13019,70.416981,0.466321632,0.121362136,0.411085277,0.532478248,1.097250063,0.823665289,2.471735306,1.406773336
4717,Alberta,Hunter,01/11/2007,2007,6,519200,5830700,mule deer,female,negative,23.08426098,61.85631098,19.8736,2.617249,2617.25,300,9.59245,8.902999,8.043939,3048.100751,0,0.538945476,0,0.051258993,0.052726183,9140.434159,0,0.648523017,0,0.075989209,0.077522867,19158.45131,0,0.528454675,0.033065907,0.246757142,0.280947739,1.009501323,0.716408599,2.348183796,1.252473236
4719,Alberta,Hunter,11/12/2007,2007,6,510300,5832100,mule deer,female,negative,28.22868729,68.89293637,15.890199,5.135169,3401.46997,282.842987,3.455339,4.76721,6.77674,3938.477953,0,0.6124287,0.3875713,0,0.3875713,7092.465876,0,0.507124644,0.490175491,0.00240024,0.492725364,16866.51839,0,0.348856393,0.604499438,0.035363752,0.640194976,1.011582743,0.735748863,2.386873737,1.319852294
4722,Alberta,Hunter,11/12/2007,2007,6,523800,5830900,mule deer,female,negative,19.20931878,58.14105817,18.504299,5.903389,2807.129882,0,3.41,4.398129,6.022719,5291.346514,0,0.353647553,0,0.643884892,0.646352447,8099.381304,0,0.367331633,0,0.632163216,0.632668367,15040.09966,0,0.364829396,0,0.631677531,0.633370829,0.887098302,0.584200745,2.146584555,1.041299993
4726,Alberta,Hunter,11/12/2007,2007,6,504000,5832200,mule deer,female,negative,33.33829609,74.51143762,11.1126,11.4215,4404.540039,1100,9.930589,11.6864,14.411299,0,0,0.032654284,0.965248652,0.001797484,0.967345716,1568.422337,0,0.070175439,0.882441146,0.04631295,0.929824561,3084.620516,0,0.093649246,0.79538127,0.109570561,0.906350754,1.257762022,0.994704664,2.925929671,1.871062379
4728,Alberta,Hunter,11/12/2007,2007,6,524800,5838200,mule deer,female,negative,13.72706469,54.3287248,12.965299,4.438469,3395.590087,509.902008,4.362979,5.09139,6.46047,3472.627561,0,0.324243332,0,0.669466107,0.66916392,6423.910389,0,0.25509898,0.024445111,0.707752287,0.729904019,10738.73585,0,0.283228323,0.04410441,0.66159154,0.704770477,0.82360321,0.501003075,2.094183755,0.96223722
4730,Alberta,Hunter,11/12/2007,2007,6,524800,5830900,mule deer,female,negative,18.39026721,57.38667009,17.866399,6.65282,2886.169921,0,6.705729,8.56793,10.7987,5474.600583,0,0.229891957,0,0.766856458,0.770108043,10033.72882,0,0.283338328,0,0.717029257,0.716661672,14759.85595,0,0.295435809,0,0.702864857,0.703664843,0.85969259,0.555115321,2.167980546,1.061834087
4735,Alberta,Hunter,01/11/2007,2007,6,510000,5837900,mule deer,female,negative,25.29911829,67.45699429,14.600299,6.873139,2202.270019,100,2.816009,3.129019,3.893079,5798.38906,0,0.742660276,0.0817855,0.178849611,0.257339724,10709.79558,0,0.60908682,0.181736392,0.209232614,0.39091318,20132.71164,0,0.477243758,0.217365225,0.301356517,0.516308015,1.003927808,0.72863749,2.366182968,1.300094308
4742,Alberta,Hunter,03/12/2007,2007,6,526600,5834900,mule deer,female,negative,14.7496823,54.21105575,13.6561,7.488659,4110.95996,707.106994,9.943099,11.9596,12.4186,1727.579469,0,0.716811507,0,0.226154769,0.227749476,4281.082385,0,0.576784643,0,0.392262708,0.392171566,8793.893983,0,0.46579658,0.017626763,0.479036976,0.496249625,0.823647392,0.505410336,2.143896708,1.017293611
4750,Alberta,Hunter,04/12/2007,2007,6,514800,5836900,mule deer,female,negative,21.74008707,63.36375018,16.080099,2,1300,316.227996,1.674579,2.064189,2.84611,2331.659974,0,0.076553588,0.36805764,0.416366906,0.779645752,3169.226797,254.931824,0.070646468,0.394630268,0.368136814,0.760611969,10257.79984,3213.687264,0.090438695,0.408173978,0.356035064,0.764379453,1.224474066,0.940680455,2.555183128,1.46696026
4753,Alberta,Hunter,04/12/2007,2007,6,517500,5833000,mule deer,female,negative,22.35434155,62.32419493,20.586599,1.52971,1552.420043,538.515991,5.004099,4.525519,5.477049,3798.585698,0,0.719303512,0.028219754,0.24970024,0.275292705,10935.9135,0,0.596670166,0.097495125,0.298529853,0.395380231,22835.26201,2625.632219,0.429846269,0.158830146,0.371694014,0.531908511,0.989630822,0.696878274,2.26277581,1.166373104
4754,Alberta,Hunter,04/12/2007,2007,6,510100,5838100,mule deer,female,negative,25.11789772,67.31727447,14.399999,6.80661,2102.379882,0,3.1375,3.1359,3.92577,3769.992817,0,0.759603842,0.130552221,0.111477375,0.240396158,10073.39976,0,0.579112976,0.218459694,0.203300825,0.420887024,19279.35844,0,0.458067901,0.273776512,0.261661917,0.53361313,1.003927808,0.72863749,2.366182968,1.300094308
4759,Alberta,Hunter,04/12/2007,2007,6,511800,5832800,mule deer,female,negative,26.62174273,67.3277928,17.2569,3.733629,1746.420043,316.227996,3.454269,6.74895,9.13636,5726.121655,0,0.251647693,0.695026962,0.032354703,0.727681246,12868.96376,0,0.342630079,0.564852302,0.069244604,0.63502774,20080.15324,501.501972,0.343705481,0.541276149,0.076294686,0.617680138,0.987975043,0.710922375,2.393798953,1.324121095
4761,Alberta,Hunter,05/12/2007,2007,6,525700,5839800,mule deer,female,negative,11.91862849,53.05307099,11.4039,4.675469,1700,316.227996,5.045169,6.54011,8.229439,2274.392022,0,0.282634731,0.439221557,0.279844031,0.717065868,5136.394264,0,0.18068676,0.359124306,0.459808038,0.81631429,9325.007148,965.662131,0.185776379,0.282149281,0.526923654,0.807329137,0.877988524,0.54939558,2.131456337,0.994698178
4764,Alberta,Hunter,05/12/2007,2007,6,525700,5833600,mule deer,female,negative,16.1636236,55.46033443,15.2227,7.51665,4237.919921,141.421005,3.65313,5.420259,8.81503,1957.851832,0,0.677671068,0,0.317051244,0.317527011,2953.848283,0,0.613724903,0,0.328132033,0.328288882,7972.504509,0,0.520572585,0,0.393955302,0.393164955,0.846914653,0.53415945,2.12852139,1.007130515
4765,Alberta,Hunter,05/12/2007,2007,6,525800,5834800,mule deer,female,negative,15.50858885,54.86176476,14.283599,6.87968,4687.220214,0,6.58193,6.70927,9.047559,2845.84012,0,0.524309724,0,0.425825826,0.424969988,4281.125524,0,0.480425979,0,0.43255814,0.432728364,6126.075411,0,0.458861472,0,0.463447552,0.463511588,0.838671077,0.520722014,2.111987267,0.985525031
4771,Alberta,Hunter,08/12/2007,2007,6,506800,5841100,mule deer,female,negative,26.87088614,69.78668169,11.868,10.846199,2816.030029,200,5.93908,6.71888,7.571839,3644.445063,0,0.526410564,0.412364946,0.061732095,0.473589436,6215.72713,0,0.532514234,0.387323944,0.081020255,0.467485766,11554.54705,0,0.489844862,0.359964026,0.150667467,0.510155138,1.066991446,0.801514832,2.436263192,1.382073635
4773,Alberta,Hunter,05/12/2007,2007,6,487800,5840900,mule deer,female,negative,45.09609874,87.88099506,9.228219,1.208299,424.264007,1772,13.116399,22.1637,30.3155,0,2153.874824,0.497004194,0.385859796,0.116836429,0.502995806,0,6641.588751,0.416404259,0.376668166,0.18779976,0.564252512,688.006291,16075.23345,0.299242708,0.464197346,0.169901821,0.635075354,1.368765835,1.137523557,3.112435679,2.115664327
4779,Alberta,Hunter,01/11/2007,2007,6,513600,5839800,mule deer,female,negative,21.22849938,63.71142943,12.983799,4.2638,2102.379882,200,2.516789,2.92371,3.05672,3136.47515,0,0.317241379,0.427886057,0.257194245,0.682758621,5132.494557,0,0.291222806,0.39579895,0.310334483,0.706976744,15036.82327,0,0.261263963,0.426718645,0.302623688,0.730414574,1.034646804,0.754055873,2.421017882,1.340885079
4780,Alberta,Hunter,06/12/2007,2007,6,511500,5838000,mule deer,female,negative,23.93254241,66.05681997,14.512399,5.41295,700,223.606994,3.6377,4.295829,4.471839,5103.526872,204.531528,0.551724138,0.364617691,0.033573141,0.3988006,10380.43946,884.47194,0.485371343,0.379894974,0.1019949,0.483570893,17382.61431,900.347605,0.42004648,0.384511583,0.176986507,0.561286453,0.992404395,0.71597331,2.459607193,1.390925001
