"","BASIN","PROG_CODE","SITE_NAME","COL_DATE","COL_TIME","Lat","Long","huc08","dt","year","Total_N"
"201","SMOKY-SALINE RIVER BASIN","SC","SC268","4/15/15",846,38.86063,-97.5389,10260008,4184.9958912037,2015,2.505
"202","SMOKY-SALINE RIVER BASIN","SC","SC268","7/21/15",1157,38.86063,-97.5389,10260008,4282.12853009259,2015,2.9
"203","SMOKY-SALINE RIVER BASIN","SC","SC268","10/20/15",1339,38.86063,-97.5389,10260008,4373.19936342593,2015,6.12
"204","SMOKY-SALINE RIVER BASIN","SC","SC269","1/26/15",1141,38.72658,-98.23378,10260006,4106.11741898148,2015,1.035
"205","SMOKY-SALINE RIVER BASIN","SC","SC269","4/6/15",1124,38.72658,-98.23378,10260006,4176.10561342593,2015,0.495
"206","SMOKY-SALINE RIVER BASIN","SC","SC269","7/6/15",1135,38.72658,-98.23378,10260006,4267.11325231481,2015,0.695
"207","SMOKY-SALINE RIVER BASIN","SC","SC269","10/5/15",1238,38.72658,-98.23378,10260006,4358.15700231482,2015,0.455
"208","MARAIS DES CYGNES RIVER BASIN","SC","SC270","3/18/15",1323,38.61132,-95.20639,10290101,4157.18825231482,2015,0.655
"209","MARAIS DES CYGNES RIVER BASIN","SC","SC270","6/16/15",1404,38.61132,-95.20639,10290101,4247.21672453704,2015,1.035
"210","MARAIS DES CYGNES RIVER BASIN","SC","SC270","9/15/15",1432,38.61132,-95.20639,10290101,4338.23616898148,2015,0.995
"211","MARAIS DES CYGNES RIVER BASIN","SC","SC270","12/8/15",1333,38.61132,-95.20639,10290101,4422.19519675926,2015,1.745
"212","NEOSHO RIVER BASIN","SC","SC271","3/17/15",1146,37.62551,-95.39784,11070204,4156.1208912037,2015,0.795
"213","NEOSHO RIVER BASIN","SC","SC271","6/15/15",1142,37.62551,-95.39784,11070204,4246.11811342593,2015,0.955
"214","NEOSHO RIVER BASIN","SC","SC271","9/14/15",1144,37.62551,-95.39784,11070204,4337.11950231481,2015,1.075
"215","NEOSHO RIVER BASIN","SC","SC271","12/7/15",1114,37.62551,-95.39784,11070204,4421.09866898148,2015,1.155
"216","NEOSHO RIVER BASIN","SC","SC273","2/3/15",843,38.367706,-96.002059,11070201,4113.99380787037,2015,1.135
"217","NEOSHO RIVER BASIN","SC","SC273","5/27/15",846,38.367706,-96.002059,11070201,4226.9958912037,2015,1.915
"218","NEOSHO RIVER BASIN","SC","SC273","8/4/15",835,38.367706,-96.002059,11070201,4295.98825231481,2015,1.235
"219","NEOSHO RIVER BASIN","SC","SC273","11/9/15",851,38.367706,-96.002059,11070201,4392.99936342593,2015,1.465
"220","NEOSHO RIVER BASIN","SC","SC274","2/3/15",943,38.36582,-96.11486,11070203,4114.03547453704,2015,1.265
"221","NEOSHO RIVER BASIN","SC","SC274","5/27/15",954,38.36582,-96.11486,11070203,4227.04311342593,2015,1.525
"222","NEOSHO RIVER BASIN","SC","SC274","8/4/15",946,38.36582,-96.11486,11070203,4296.03755787037,2015,1.225
"223","NEOSHO RIVER BASIN","SC","SC274","11/9/15",956,38.36582,-96.11486,11070203,4393.04450231481,2015,1.505
"224","NEOSHO RIVER BASIN","SC","SC275","2/3/15",1030,38.39775,-96.35661,11070203,4114.06811342593,2015,0.245
"225","NEOSHO RIVER BASIN","SC","SC275","5/27/15",1040,38.39775,-96.35661,11070203,4227.07505787037,2015,1.715
"226","NEOSHO RIVER BASIN","SC","SC275","8/4/15",1040,38.39775,-96.35661,11070203,4296.07505787037,2015,0.835
"227","NEOSHO RIVER BASIN","SC","SC275","11/9/15",1055,38.39775,-96.35661,11070203,4393.08547453704,2015,0.605
"228","WALNUT RIVER BASIN","SC","SC279","2/18/15",1043,37.75473,-96.87949,11030017,4129.0771412037,2015,1.285
"229","WALNUT RIVER BASIN","SC","SC279","5/12/15",1104,37.75473,-96.87949,11030017,4212.09172453704,2015,1.81
"230","WALNUT RIVER BASIN","SC","SC279","8/18/15",948,37.75473,-96.87949,11030017,4310.03894675926,2015,1.015
"231","WALNUT RIVER BASIN","SC","SC279","11/24/15",1043,37.75473,-96.87949,11030017,4408.0771412037,2015,1.815
"232","LOWER ARKANSAS RIVER BASIN","SC","SC280","2/17/15",1343,37.36385,-97.27648,11030016,4128.2021412037,2015,2.125
"233","LOWER ARKANSAS RIVER BASIN","SC","SC280","8/17/15",1241,37.36385,-97.27648,11030016,4309.15908564815,2015,1.125
"234","LOWER ARKANSAS RIVER BASIN","SC","SC280","11/23/15",1315,37.36385,-97.27648,11030016,4407.18269675926,2015,1.855
"235","LOWER ARKANSAS RIVER BASIN","SC","SC281","2/17/15",1308,37.5443,-97.27591,11030013,4128.17783564815,2015,4.965
"236","LOWER ARKANSAS RIVER BASIN","SC","SC281","5/11/15",1227,37.5443,-97.27591,11030013,4211.14936342593,2015,4.099
"237","LOWER ARKANSAS RIVER BASIN","SC","SC281","8/17/15",1147,37.5443,-97.27591,11030013,4309.12158564815,2015,4.125
"238","LOWER ARKANSAS RIVER BASIN","SC","SC281","11/23/15",1242,37.5443,-97.27591,11030013,4407.15978009259,2015,4.275
"239","LOWER ARKANSAS RIVER BASIN","SC","SC282","2/10/15",913,37.83215,-97.38802,11030012,4121.0146412037,2015,1.045
"240","LOWER ARKANSAS RIVER BASIN","SC","SC282","5/5/15",912,37.83215,-97.38802,11030012,4205.01394675926,2015,1.675
"241","LOWER ARKANSAS RIVER BASIN","SC","SC282","5/5/15",917,37.83215,-97.38802,11030012,4205.01741898148,2015,1.775
"242","LOWER ARKANSAS RIVER BASIN","SC","SC282","8/11/15",803,37.83215,-97.38802,11030012,4302.96603009259,2015,2.925
"243","LOWER ARKANSAS RIVER BASIN","SC","SC282","11/3/15",948,37.83215,-97.38802,11030012,4387.03894675926,2015,0.845
"244","UPPER ARKANSAS RIVER BASIN","SC","SC284","2/23/15",1059,38.35582,-98.664033,11030004,4134.08825231481,2015,2.945
"245","UPPER ARKANSAS RIVER BASIN","SC","SC284","5/18/15",1036,38.35582,-98.664033,11030004,4218.07228009259,2015,3.87
"246","UPPER ARKANSAS RIVER BASIN","SC","SC284","8/24/15",1100,38.35582,-98.664033,11030004,4316.08894675926,2015,5.075
"247","UPPER ARKANSAS RIVER BASIN","SC","SC284","11/16/15",1121,38.35582,-98.664033,11030004,4400.10353009259,2015,6.525
"248","LOWER ARKANSAS RIVER BASIN","SC","SC287","5/4/15",1436,37.999425,-97.863237,11030011,4204.23894675926,2015,2.07
"249","LOWER ARKANSAS RIVER BASIN","SC","SC287","8/10/15",1422,37.999425,-97.863237,11030011,4302.22922453704,2015,1.995
"250","LOWER ARKANSAS RIVER BASIN","SC","SC288","2/17/15",1201,37.593242,-97.382621,11030013,4128.13130787037,2015,1.765
"251","LOWER ARKANSAS RIVER BASIN","SC","SC288","5/11/15",1144,37.593242,-97.382621,11030013,4211.11950231481,2015,2.13
"252","LOWER ARKANSAS RIVER BASIN","SC","SC288","8/17/15",1052,37.593242,-97.382621,11030013,4309.0833912037,2015,1.185
"253","LOWER ARKANSAS RIVER BASIN","SC","SC288","11/23/15",1139,37.593242,-97.382621,11030013,4407.11603009259,2015,0.995
"254","VERDIGRIS RIVER BASIN","SC","SC289","3/23/15",1137,37.94192,-96.01362,11070101,4162.1146412037,2015,0.595
"255","VERDIGRIS RIVER BASIN","SC","SC289","6/22/15",1109,37.94192,-96.01362,11070101,4253.09519675926,2015,1.185
"256","VERDIGRIS RIVER BASIN","SC","SC289","9/21/15",1206,37.94192,-96.01362,11070101,4344.13478009259,2015,0.725
"257","VERDIGRIS RIVER BASIN","SC","SC289","12/15/15",1006,37.94192,-96.01362,11070101,4429.05144675926,2015,1.525
"258","VERDIGRIS RIVER BASIN","SC","SC290","3/23/15",1154,37.8896,-96.03124,11070101,4162.12644675926,2015,0.445
"259","VERDIGRIS RIVER BASIN","SC","SC290","6/22/15",1128,37.8896,-96.03124,11070101,4253.1083912037,2015,0.725
"260","VERDIGRIS RIVER BASIN","SC","SC290","9/21/15",1223,37.8896,-96.03124,11070101,4344.14658564815,2015,0.845
"261","VERDIGRIS RIVER BASIN","SC","SC290","12/15/15",1024,37.8896,-96.03124,11070101,4429.06394675926,2015,1.715
"262","MISSOURI RIVER BASIN","SC","SC292","1/5/15",1139,40.00023,-95.56552,10240008,4085.11603009259,2015,5.375
"263","MISSOURI RIVER BASIN","SC","SC292","4/20/15",1152,40.00023,-95.56552,10240008,4190.12505787037,2015,3.41
"264","MISSOURI RIVER BASIN","SC","SC292","7/13/15",1207,40.00023,-95.56552,10240008,4274.13547453704,2015,6.925
"265","MISSOURI RIVER BASIN","SC","SC292","10/12/15",1213,40.00023,-95.56552,10240008,4365.1396412037,2015,6.155
"266","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC500","3/2/15",1400,38.94234,-95.11304,10270104,4141.21394675926,2015,0.445
"267","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC500","6/1/15",1352,38.94234,-95.11304,10270104,4232.2083912037,2015,1.205
"268","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC500","9/1/15",1430,38.94234,-95.11304,10270104,4324.23478009259,2015,0.585
"269","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC500","12/1/15",1423,38.94234,-95.11304,10270104,4415.22991898148,2015,1.815
"270","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC501","3/2/15",835,39.00579,-95.02837,10270104,4140.98825231481,2015,1.315
"271","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC501","6/1/15",832,39.00579,-95.02837,10270104,4231.98616898148,2015,2.625
"272","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC501","9/1/15",847,39.00579,-95.02837,10270104,4323.99658564815,2015,0.745
"273","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC501","12/1/15",910,39.00579,-95.02837,10270104,4415.01255787037,2015,3.325
"274","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC503","1/14/15",1018,39.30269,-97.05294,10250017,4094.05978009259,2015,2.015
"275","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC503","4/13/15",1557,39.30269,-97.05294,10250017,4183.29519675926,2015,1.275
"276","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC503","7/20/15",1044,39.30269,-97.05294,10250017,4281.07783564815,2015,4.255
"277","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC503","10/21/15",1031,39.30269,-97.05294,10250017,4374.06880787037,2015,0.785
"278","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC505","1/12/15",945,39.6456,-96.50635,10270205,4092.03686342593,2015,2.215
"279","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC505","4/13/15",922,39.6456,-96.50635,10270205,4183.0208912037,2015,0.875
"280","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC505","7/20/15",1207,39.6456,-96.50635,10270205,4281.13547453704,2015,5.725
"281","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC505","10/19/15",932,39.6456,-96.50635,10270205,4372.02783564815,2015,0.765
"282","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC507","4/13/15",1421,39.921032,-96.937179,10270207,4183.22853009259,2015,1.275
"283","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC507","7/20/15",1613,39.921032,-96.937179,10270207,4281.30630787037,2015,6.425
"284","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC507","10/19/15",1424,39.921032,-96.937179,10270207,4372.23061342593,2015,0.945
"285","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC509","1/13/15",852,39.5925,-97.74377,10250017,4093.00005787037,2015,2.775
"286","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC509","4/14/15",1027,39.5925,-97.74377,10250017,4184.06603009259,2015,4.844
"287","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC509","7/20/15",1919,39.5925,-97.74377,10250017,4281.43547453704,2015,4.625
"288","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC509","10/20/15",822,39.5925,-97.74377,10250017,4372.97922453704,2015,1.785
"289","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC510","1/12/15",1524,39.59603,-97.57127,10250017,4092.27228009259,2015,2.355
"290","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC510","4/14/15",957,39.59603,-97.57127,10250017,4184.04519675926,2015,0.965
"291","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC510","7/20/15",1853,39.59603,-97.57127,10250017,4281.41741898148,2015,3.535
"292","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC510","10/19/15",1715,39.59603,-97.57127,10250017,4372.34936342593,2015,0.935
"293","SOLOMON RIVER BASIN","SC","SC511","1/13/15",1151,39.35026,-97.85431,10260015,4093.12436342593,2015,1.295
"294","SOLOMON RIVER BASIN","SC","SC511","4/14/15",1343,39.35026,-97.85431,10260015,4184.2021412037,2015,2.675
"295","SOLOMON RIVER BASIN","SC","SC511","7/21/15",954,39.35026,-97.85431,10260015,4282.04311342593,2015,3.425
"296","SOLOMON RIVER BASIN","SC","SC511","10/20/15",1120,39.35026,-97.85431,10260015,4373.10283564815,2015,0.785
"297","SOLOMON RIVER BASIN","SC","SC512","1/13/15",1243,39.102773,-97.724291,10260015,4093.16047453704,2015,0.585
"298","SOLOMON RIVER BASIN","SC","SC512","4/14/15",1433,39.102773,-97.724291,10260015,4184.23686342593,2015,1.675
"299","SOLOMON RIVER BASIN","SC","SC512","7/21/15",1032,39.102773,-97.724291,10260015,4282.06950231481,2015,2.075
"300","SOLOMON RIVER BASIN","SC","SC512","10/20/15",1214,39.102773,-97.724291,10260015,4373.14033564815,2015,1.475
"301","SMOKY-SALINE RIVER BASIN","SC","SC513","1/28/15",1155,39.00906,-97.9819,10260010,4108.1271412037,2015,0.475
"302","SMOKY-SALINE RIVER BASIN","SC","SC513","4/8/15",1146,39.00906,-97.9819,10260010,4178.1208912037,2015,1.775
"303","SMOKY-SALINE RIVER BASIN","SC","SC513","7/8/15",1231,39.00906,-97.9819,10260010,4269.1521412037,2015,1.675
"304","SMOKY-SALINE RIVER BASIN","SC","SC513","10/7/15",1149,39.00906,-97.9819,10260010,4360.12297453704,2015,1.575
"305","SMOKY-SALINE RIVER BASIN","SC","SC514","1/13/15",1355,38.7404,-97.58072,10260008,4093.21047453704,2015,1.235
"306","SMOKY-SALINE RIVER BASIN","SC","SC514","4/15/15",818,38.7404,-97.58072,10260008,4184.97644675926,2015,0.565
"307","SMOKY-SALINE RIVER BASIN","SC","SC514","7/21/15",1129,38.7404,-97.58072,10260008,4282.10908564815,2015,0.835
"308","SMOKY-SALINE RIVER BASIN","SC","SC514","10/20/15",1309,38.7404,-97.58072,10260008,4373.17853009259,2015,0.535
"309","SMOKY-SALINE RIVER BASIN","SC","SC515","1/14/15",930,39.0311,-97.04027,10260008,4094.02644675926,2015,0.825
"310","SMOKY-SALINE RIVER BASIN","SC","SC515","1/14/15",935,39.0311,-97.04027,10260008,4094.02991898148,2015,0.685
"311","SMOKY-SALINE RIVER BASIN","SC","SC515","4/13/15",1635,39.0311,-97.04027,10260008,4183.32158564815,2015,1.675
"312","SMOKY-SALINE RIVER BASIN","SC","SC515","7/21/15",1450,39.0311,-97.04027,10260008,4282.24866898148,2015,1.645
"313","SMOKY-SALINE RIVER BASIN","SC","SC515","10/21/15",954,39.0311,-97.04027,10260008,4374.04311342593,2015,1.245
"314","SMOKY-SALINE RIVER BASIN","SC","SC516","1/14/15",1108,38.94916,-96.85801,10260008,4094.09450231481,2015,0.385
"315","SMOKY-SALINE RIVER BASIN","SC","SC516","4/15/15",1115,38.94916,-96.85801,10260008,4185.09936342593,2015,0.825
"316","SMOKY-SALINE RIVER BASIN","SC","SC516","7/21/15",1517,38.94916,-96.85801,10260008,4282.26741898148,2015,1.525
"317","SMOKY-SALINE RIVER BASIN","SC","SC516","10/21/15",1109,38.94916,-96.85801,10260008,4374.09519675926,2015,0.785
"318","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC517","3/3/15",1351,39.060898,-96.730397,10270101,4142.20769675926,2015,0.515
"319","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC517","6/2/15",1301,39.060898,-96.730397,10270101,4233.17297453704,2015,1.295
"320","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC517","9/8/15",1244,39.060898,-96.730397,10270101,4331.16116898148,2015,1.465
"321","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC517","12/2/15",1251,39.060898,-96.730397,10270101,4416.16603009259,2015,2.825
"322","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC518","3/3/15",1334,39.08988,-96.713961,10270101,4142.1958912037,2015,1.075
"323","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC518","6/2/15",1248,39.08988,-96.713961,10270101,4233.16394675926,2015,1.635
"324","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC518","9/8/15",1229,39.08988,-96.713961,10270101,4331.15075231481,2015,1.095
"325","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC518","12/2/15",1239,39.08988,-96.713961,10270101,4416.15769675926,2015,5.525
"326","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC520","3/3/15",1046,39.256253,-96.249861,10270102,4142.07922453704,2015,0.425
"327","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC520","6/2/15",1002,39.256253,-96.249861,10270102,4233.04866898148,2015,1.545
"328","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC520","9/8/15",1018,39.256253,-96.249861,10270102,4331.05978009259,2015,0.655
"329","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC520","12/2/15",1106,39.256253,-96.249861,10270102,4416.09311342593,2015,3.825
"330","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC521","3/3/15",926,39.089522,-96.006355,10270102,4142.02366898148,2015,0.305
"331","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC521","6/2/15",1437,39.089522,-96.006355,10270102,4233.2396412037,2015,1.055
"332","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC521","9/8/15",907,39.089522,-96.006355,10270102,4331.01047453704,2015,1.005
"333","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC521","12/2/15",936,39.089522,-96.006355,10270102,4416.03061342593,2015,1.235
"334","LOWER ARKANSAS RIVER BASIN","SC","SC522","2/9/15",1309,38.11497,-98.00107,11030011,4120.17853009259,2015,1.455
"335","LOWER ARKANSAS RIVER BASIN","SC","SC522","2/9/15",1314,38.11497,-98.00107,11030011,4120.18200231481,2015,1.465
"336","LOWER ARKANSAS RIVER BASIN","SC","SC522","5/4/15",1339,38.11497,-98.00107,11030011,4204.19936342593,2015,3.67
"337","LOWER ARKANSAS RIVER BASIN","SC","SC522","8/10/15",1329,38.11497,-98.00107,11030011,4302.19241898148,2015,4.425
"338","LOWER ARKANSAS RIVER BASIN","SC","SC522","11/2/15",1403,38.11497,-98.00107,11030011,4386.21603009259,2015,1.85
"339","LOWER ARKANSAS RIVER BASIN","SC","SC523","2/9/15",1331,38.057079,-97.993597,11030010,4120.19380787037,2015,4.035
"340","LOWER ARKANSAS RIVER BASIN","SC","SC523","5/4/15",1400,38.057079,-97.993597,11030010,4204.21394675926,2015,3.025
"341","LOWER ARKANSAS RIVER BASIN","SC","SC523","8/10/15",1346,38.057079,-97.993597,11030010,4302.20422453704,2015,3.985
"342","LOWER ARKANSAS RIVER BASIN","SC","SC523","11/2/15",1420,38.057079,-97.993597,11030010,4386.22783564815,2015,3.97
"343","LOWER ARKANSAS RIVER BASIN","SC","SC524","2/9/15",1406,37.984679,-97.866653,11030010,4120.21811342593,2015,3.215
"344","LOWER ARKANSAS RIVER BASIN","SC","SC524","5/4/15",1447,37.984679,-97.866653,11030010,4204.24658564815,2015,2.925
"345","LOWER ARKANSAS RIVER BASIN","SC","SC524","8/10/15",1437,37.984679,-97.866653,11030010,4302.2396412037,2015,5.225
"346","LOWER ARKANSAS RIVER BASIN","SC","SC524","11/2/15",1513,37.984679,-97.866653,11030010,4386.2646412037,2015,3.44
"347","LOWER ARKANSAS RIVER BASIN","SC","SC525","2/9/15",1434,37.84446,-97.93593,11030014,4120.23755787037,2015,2.145
"348","LOWER ARKANSAS RIVER BASIN","SC","SC525","5/4/15",1519,37.84446,-97.93593,11030014,4204.26880787037,2015,1.675
"349","LOWER ARKANSAS RIVER BASIN","SC","SC525","8/10/15",1503,37.84446,-97.93593,11030014,4302.25769675926,2015,1.515
"350","LOWER ARKANSAS RIVER BASIN","SC","SC525","11/2/15",1545,37.84446,-97.93593,11030014,4386.28686342593,2015,1.125
"351","LOWER ARKANSAS RIVER BASIN","SC","SC526","2/9/15",1536,37.36685,-97.90456,11060005,4120.28061342593,2015,2.485
"352","LOWER ARKANSAS RIVER BASIN","SC","SC526","5/4/15",1645,37.36685,-97.90456,11060005,4204.32853009259,2015,1.285
"353","LOWER ARKANSAS RIVER BASIN","SC","SC526","8/10/15",1612,37.36685,-97.90456,11060005,4302.30561342593,2015,1.495
"354","LOWER ARKANSAS RIVER BASIN","SC","SC526","11/2/15",1651,37.36685,-97.90456,11060005,4386.33269675926,2015,1.125
"355","LOWER ARKANSAS RIVER BASIN","SC","SC527","2/17/15",1407,37.27441,-97.16226,11030013,4128.21880787037,2015,3.415
"356","LOWER ARKANSAS RIVER BASIN","SC","SC527","5/11/15",1335,37.27441,-97.16226,11030013,4211.19658564815,2015,3.498
"357","LOWER ARKANSAS RIVER BASIN","SC","SC527","8/17/15",1317,37.27441,-97.16226,11030013,4309.18408564815,2015,2.395
"358","LOWER ARKANSAS RIVER BASIN","SC","SC527","11/23/15",1403,37.27441,-97.16226,11030013,4407.21603009259,2015,3.875
"359","LOWER ARKANSAS RIVER BASIN","SC","SC528","2/17/15",1446,37.21628,-97.34836,11030013,4128.2458912037,2015,0.735
"360","LOWER ARKANSAS RIVER BASIN","SC","SC528","5/11/15",1403,37.21628,-97.34836,11030013,4211.21603009259,2015,3.03
"361","LOWER ARKANSAS RIVER BASIN","SC","SC528","8/17/15",1345,37.21628,-97.34836,11030013,4309.20353009259,2015,1.215
"362","LOWER ARKANSAS RIVER BASIN","SC","SC528","11/23/15",1433,37.21628,-97.34836,11030013,4407.23686342593,2015,1.005
"363","LOWER ARKANSAS RIVER BASIN","SC","SC528","11/23/15",1438,37.21628,-97.34836,11030013,4407.24033564815,2015,0.985
"364","LOWER ARKANSAS RIVER BASIN","SC","SC529","2/17/15",1533,37.07957,-97.52865,11060005,4128.27853009259,2015,1.935
"365","LOWER ARKANSAS RIVER BASIN","SC","SC529","5/11/15",1447,37.07957,-97.52865,11060005,4211.24658564815,2015,2.025
"366","LOWER ARKANSAS RIVER BASIN","SC","SC529","8/17/15",1429,37.07957,-97.52865,11060005,4309.23408564815,2015,0.805
"367","LOWER ARKANSAS RIVER BASIN","SC","SC529","11/23/15",1521,37.07957,-97.52865,11060005,4407.27019675926,2015,1.685
"368","LOWER ARKANSAS RIVER BASIN","SC","SC530","2/17/15",1600,37.01225,-97.60679,11060005,4128.29728009259,2015,0.385
"369","LOWER ARKANSAS RIVER BASIN","SC","SC530","5/11/15",1509,37.01225,-97.60679,11060005,4211.26186342593,2015,1.9
"370","LOWER ARKANSAS RIVER BASIN","SC","SC530","8/17/15",1452,37.01225,-97.60679,11060005,4309.25005787037,2015,0.525
"371","LOWER ARKANSAS RIVER BASIN","SC","SC530","11/23/15",1545,37.01225,-97.60679,11060005,4407.28686342593,2015,0.355
"372","LOWER ARKANSAS RIVER BASIN","SC","SC531","2/17/15",1722,37.03467,-96.90447,11060001,4128.35422453704,2015,0.175
"373","LOWER ARKANSAS RIVER BASIN","SC","SC531","5/11/15",1629,37.03467,-96.90447,11060001,4211.31741898148,2015,2.155
"374","LOWER ARKANSAS RIVER BASIN","SC","SC531","8/17/15",1607,37.03467,-96.90447,11060001,4309.3021412037,2015,0.825
"375","LOWER ARKANSAS RIVER BASIN","SC","SC531","11/23/15",1708,37.03467,-96.90447,11060001,4407.34450231482,2015,0.585
"376","WALNUT RIVER BASIN","SC","SC532","2/17/15",1803,37.169977,-96.954029,11030018,4128.38269675926,2015,0.835
"377","WALNUT RIVER BASIN","SC","SC532","5/11/15",1659,37.169977,-96.954029,11030018,4211.33825231481,2015,3.13
"378","WALNUT RIVER BASIN","SC","SC532","8/17/15",1642,37.169977,-96.954029,11030018,4309.32644675926,2015,1.425
"379","WALNUT RIVER BASIN","SC","SC532","11/23/15",1747,37.169977,-96.954029,11030018,4407.37158564815,2015,0.675
"380","LOWER ARKANSAS RIVER BASIN","SC","SC536","2/10/15",855,37.81035,-97.42687,11030010,4121.0021412037,2015,2.875
"381","LOWER ARKANSAS RIVER BASIN","SC","SC536","5/5/15",853,37.81035,-97.42687,11030010,4205.00075231482,2015,2.195
"382","LOWER ARKANSAS RIVER BASIN","SC","SC536","8/11/15",746,37.81035,-97.42687,11030010,4302.95422453704,2015,4.525
"383","LOWER ARKANSAS RIVER BASIN","SC","SC536","11/3/15",925,37.81035,-97.42687,11030010,4387.02297453704,2015,1.94
"384","SMOKY-SALINE RIVER BASIN","SC","SC538","1/28/15",1018,38.990597,-98.798204,10260009,4108.05978009259,2015,0.875
"385","SMOKY-SALINE RIVER BASIN","SC","SC538","4/8/15",959,38.990597,-98.798204,10260009,4178.04658564815,2015,2.375
"386","SMOKY-SALINE RIVER BASIN","SC","SC538","4/8/15",1004,38.990597,-98.798204,10260009,4178.05005787037,2015,1.875
"387","SMOKY-SALINE RIVER BASIN","SC","SC538","7/8/15",1032,38.990597,-98.798204,10260009,4269.06950231481,2015,4.175
"388","SMOKY-SALINE RIVER BASIN","SC","SC538","10/7/15",1015,38.990597,-98.798204,10260009,4360.05769675926,2015,2.675
"389","SMOKY-SALINE RIVER BASIN","SC","SC539","1/26/15",1423,38.71137,-99.34801,10260006,4106.22991898148,2015,0.575
"390","SMOKY-SALINE RIVER BASIN","SC","SC539","4/6/15",1414,38.71137,-99.34801,10260006,4176.22366898148,2015,0.925
"391","SMOKY-SALINE RIVER BASIN","SC","SC539","7/6/15",1430,38.71137,-99.34801,10260006,4267.23478009259,2015,1.475
"392","SMOKY-SALINE RIVER BASIN","SC","SC540","1/26/15",1354,38.81295,-99.25093,10260007,4106.20978009259,2015,12.37
"393","SMOKY-SALINE RIVER BASIN","SC","SC540","4/6/15",1343,38.81295,-99.25093,10260007,4176.2021412037,2015,6.989
"394","SMOKY-SALINE RIVER BASIN","SC","SC540","7/6/15",1400,38.81295,-99.25093,10260007,4267.21394675926,2015,3.09
"395","SMOKY-SALINE RIVER BASIN","SC","SC540","10/5/15",1440,38.81295,-99.25093,10260007,4358.24172453704,2015,19.12
"396","SMOKY-SALINE RIVER BASIN","SC","SC541","1/26/15",1452,38.88515,-99.35458,10260007,4106.25005787037,2015,0.495
"397","SMOKY-SALINE RIVER BASIN","SC","SC541","4/6/15",1443,38.88515,-99.35458,10260007,4176.24380787037,2015,0.965
"398","SOLOMON RIVER BASIN","SC","SC542","1/27/15",1031,39.441793,-98.78697,10260014,4107.06880787037,2015,0.995
"399","SOLOMON RIVER BASIN","SC","SC542","4/7/15",941,39.441793,-98.78697,10260014,4177.03408564815,2015,1.685
"400","SOLOMON RIVER BASIN","SC","SC542","7/7/15",930,39.441793,-98.78697,10260014,4268.02644675926,2015,1.983
"401","SOLOMON RIVER BASIN","SC","SC542","10/6/15",936,39.441793,-98.78697,10260014,4359.03061342593,2015,1.365
"402","SOLOMON RIVER BASIN","SC","SC543","1/27/15",1101,39.427536,-98.657546,10260014,4107.0896412037,2015,1.475
