"","BASIN","PROG_CODE","SITE_NAME","COL_DATE","COL_TIME","Lat","Long","huc08","dt","year","Total_N"
"696","NEOSHO RIVER BASIN","SC","SC718","2/3/15",1045,38.435708,-96.549734,11070203,4114.07853009259,2015,0.175
"697","NEOSHO RIVER BASIN","SC","SC718","5/27/15",850,38.435708,-96.549734,11070203,4226.99866898148,2015,0.585
"698","NEOSHO RIVER BASIN","SC","SC718","8/4/15",1015,38.435708,-96.549734,11070203,4296.05769675926,2015,0.455
"699","NEOSHO RIVER BASIN","SC","SC718","11/9/15",1000,38.435708,-96.549734,11070203,4393.04728009259,2015,0.285
"700","NEOSHO RIVER BASIN","SC","SC719","2/3/15",940,38.49232,-96.58299,11070203,4114.0333912037,2015,0.175
"701","NEOSHO RIVER BASIN","SC","SC719","5/27/15",1045,38.49232,-96.58299,11070203,4227.07853009259,2015,0.335
"702","NEOSHO RIVER BASIN","SC","SC719","8/4/15",915,38.49232,-96.58299,11070203,4296.01603009259,2015,0.175
"703","NEOSHO RIVER BASIN","SC","SC719","11/9/15",900,38.49232,-96.58299,11070203,4393.00561342593,2015,0.255
"704","MARAIS DES CYGNES RIVER BASIN","SC","SC720","3/18/15",1536,38.579702,-95.52048,10290101,4157.28061342593,2015,0.565
"705","MARAIS DES CYGNES RIVER BASIN","SC","SC720","6/16/15",1529,38.579702,-95.52048,10290101,4247.27575231481,2015,0.715
"706","MARAIS DES CYGNES RIVER BASIN","SC","SC720","9/15/15",1610,38.579702,-95.52048,10290101,4338.30422453704,2015,0.705
"707","MARAIS DES CYGNES RIVER BASIN","SC","SC720","12/8/15",1502,38.579702,-95.52048,10290101,4422.25700231481,2015,0.945
"708","SOLOMON RIVER BASIN","SC","SC721","1/27/15",1221,39.673585,-99.103037,10260012,4107.14519675926,2015,0.865
"709","SOLOMON RIVER BASIN","SC","SC721","4/7/15",1219,39.673585,-99.103037,10260012,4177.14380787037,2015,1.375
"710","SOLOMON RIVER BASIN","SC","SC721","7/7/15",1321,39.673585,-99.103037,10260012,4268.18686342593,2015,4.575
"711","SOLOMON RIVER BASIN","SC","SC721","10/6/15",1123,39.673585,-99.103037,10260012,4359.10491898148,2015,2.005
"712","LOWER ARKANSAS RIVER BASIN","SC","SC728","2/10/15",818,37.6933,-97.35166,11030012,4120.97644675926,2015,0.815
"713","LOWER ARKANSAS RIVER BASIN","SC","SC728","5/5/15",805,37.6933,-97.35166,11030012,4204.96741898148,2015,2.075
"714","LOWER ARKANSAS RIVER BASIN","SC","SC728","8/11/15",657,37.6933,-97.35166,11030012,4302.92019675926,2015,3.125
"715","LOWER ARKANSAS RIVER BASIN","SC","SC728","11/3/15",854,37.6933,-97.35166,11030012,4387.00144675926,2015,1.055
"716","LOWER ARKANSAS RIVER BASIN","SC","SC729","2/17/15",1224,37.607,-97.30685,11030013,4128.14728009259,2015,1.925
"717","LOWER ARKANSAS RIVER BASIN","SC","SC729","5/11/15",1205,37.607,-97.30685,11030013,4211.13408564815,2015,2.825
"718","LOWER ARKANSAS RIVER BASIN","SC","SC729","8/17/15",1123,37.607,-97.30685,11030013,4309.10491898148,2015,1.925
"719","LOWER ARKANSAS RIVER BASIN","SC","SC729","11/23/15",1201,37.607,-97.30685,11030013,4407.13130787037,2015,2.125
"720","LOWER ARKANSAS RIVER BASIN","SC","SC730","2/17/15",1140,37.641714,-97.445713,11030013,4128.11672453704,2015,1.065
"721","LOWER ARKANSAS RIVER BASIN","SC","SC730","5/11/15",1124,37.641714,-97.445713,11030013,4211.10561342593,2015,2.51
"722","LOWER ARKANSAS RIVER BASIN","SC","SC730","8/17/15",1029,37.641714,-97.445713,11030013,4309.06741898148,2015,1.565
"723","LOWER ARKANSAS RIVER BASIN","SC","SC730","11/23/15",1117,37.641714,-97.445713,11030013,4407.10075231481,2015,1.115
"724","LOWER ARKANSAS RIVER BASIN","SC","SC732","2/23/15",1656,37.507295,-99.14698,11060003,4134.33616898148,2015,2.245
"725","LOWER ARKANSAS RIVER BASIN","SC","SC732","5/18/15",1641,37.507295,-99.14698,11060003,4218.32575231481,2015,2.275
"726","LOWER ARKANSAS RIVER BASIN","SC","SC732","5/18/15",1646,37.507295,-99.14698,11060003,4218.32922453704,2015,2.365
"727","LOWER ARKANSAS RIVER BASIN","SC","SC732","8/24/15",1824,37.507295,-99.14698,11060003,4316.39728009259,2015,2.415
"728","LOWER ARKANSAS RIVER BASIN","SC","SC732","11/16/15",1721,37.507295,-99.14698,11060003,4400.35353009259,2015,2.405
"729","SOLOMON RIVER BASIN","SC","SC737","1/27/15",951,39.43919,-99.101685,10260014,4107.04103009259,2015,0.395
"730","SOLOMON RIVER BASIN","SC","SC737","4/7/15",911,39.43919,-99.101685,10260014,4177.01325231481,2015,0.725
"731","SOLOMON RIVER BASIN","SC","SC737","7/7/15",858,39.43919,-99.101685,10260014,4268.00422453704,2015,0.785
"732","SOLOMON RIVER BASIN","SC","SC737","10/6/15",905,39.43919,-99.101685,10260014,4359.00908564815,2015,0.725
"733","SMOKY-SALINE RIVER BASIN","SC","SC739","1/26/15",1019,38.74888,-100.448114,10260003,4106.06047453704,2015,0.675
"734","SMOKY-SALINE RIVER BASIN","SC","SC739","4/6/15",1128,38.74888,-100.448114,10260003,4176.1083912037,2015,0.745
"735","SMOKY-SALINE RIVER BASIN","SC","SC739","7/6/15",1101,38.74888,-100.448114,10260003,4267.0896412037,2015,2.63
"736","SMOKY-SALINE RIVER BASIN","SC","SC739","10/5/15",1150,38.74888,-100.448114,10260003,4358.12366898148,2015,0.865
"737","NEOSHO RIVER BASIN","SC","SC740","2/3/15",909,38.269503,-95.959231,11070201,4114.01186342593,2015,1.795
"738","NEOSHO RIVER BASIN","SC","SC740","5/27/15",922,38.269503,-95.959231,11070201,4227.0208912037,2015,1.385
"739","NEOSHO RIVER BASIN","SC","SC740","8/4/15",915,38.269503,-95.959231,11070201,4296.01603009259,2015,1.315
"740","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","4/13/15",1020,39.700794,-96.754517,10270207,4183.06116898148,2015,1.165
"741","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","7/20/15",1258,39.700794,-96.754517,10270207,4281.1708912037,2015,5.954
"742","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","10/19/15",1025,39.700794,-96.754517,10270207,4372.0646412037,2015,0.765
"743","MARAIS DES CYGNES RIVER BASIN","SC","SC742","2/2/15",1208,38.53571,-95.94987,10290101,4113.13616898148,2015,1.145
"744","MARAIS DES CYGNES RIVER BASIN","SC","SC742","5/26/15",1235,38.53571,-95.94987,10290101,4226.15491898148,2015,1.675
"745","MARAIS DES CYGNES RIVER BASIN","SC","SC742","8/3/15",1247,38.53571,-95.94987,10290101,4295.16325231481,2015,0.765
"746","MARAIS DES CYGNES RIVER BASIN","SC","SC742","11/4/15",1129,38.53571,-95.94987,10290101,4388.10908564815,2015,0.995
"747","MARAIS DES CYGNES RIVER BASIN","SC","SC743","3/18/15",1154,38.49026,-94.85875,10290102,4157.12644675926,2015,0.665
"748","MARAIS DES CYGNES RIVER BASIN","SC","SC743","6/16/15",1246,38.49026,-94.85875,10290102,4247.16255787037,2015,1.215
"749","MARAIS DES CYGNES RIVER BASIN","SC","SC743","9/15/15",1243,38.49026,-94.85875,10290102,4338.16047453704,2015,1.485
"750","MARAIS DES CYGNES RIVER BASIN","SC","SC743","12/8/15",1216,38.49026,-94.85875,10290102,4422.14172453704,2015,1.595
"751","WALNUT RIVER BASIN","SC","SC744","2/18/15",1010,37.6158,-97.02502,11030018,4129.05422453704,2015,1.105
"752","WALNUT RIVER BASIN","SC","SC744","5/12/15",1007,37.6158,-97.02502,11030018,4212.0521412037,2015,1.6
"753","WALNUT RIVER BASIN","SC","SC744","8/18/15",915,37.6158,-97.02502,11030018,4310.01603009259,2015,1.295
"754","WALNUT RIVER BASIN","SC","SC744","11/24/15",1008,37.6158,-97.02502,11030018,4408.05283564815,2015,1.505
"755","MARAIS DES CYGNES RIVER BASIN","SC","SC745","3/18/15",1010,38.218466,-94.612755,10290102,4157.05422453704,2015,0.585
"756","MARAIS DES CYGNES RIVER BASIN","SC","SC745","6/16/15",1043,38.218466,-94.612755,10290102,4247.0771412037,2015,2.235
"757","MARAIS DES CYGNES RIVER BASIN","SC","SC745","9/15/15",1030,38.218466,-94.612755,10290102,4338.06811342593,2015,1.525
"758","MARAIS DES CYGNES RIVER BASIN","SC","SC745","12/8/15",1032,38.218466,-94.612755,10290102,4422.06950231481,2015,1.375
"759","SMOKY-SALINE RIVER BASIN","SC","SC748","1/26/15",1039,38.520925,-97.775208,10260008,4106.07436342593,2015,0.875
"760","SMOKY-SALINE RIVER BASIN","SC","SC748","1/26/15",1044,38.520925,-97.775208,10260008,4106.07783564815,2015,0.985
"761","SMOKY-SALINE RIVER BASIN","SC","SC748","4/6/15",1030,38.520925,-97.775208,10260008,4176.06811342593,2015,0.515
"762","SMOKY-SALINE RIVER BASIN","SC","SC748","7/6/15",1041,38.520925,-97.775208,10260008,4267.07575231481,2015,1.225
"763","SMOKY-SALINE RIVER BASIN","SC","SC748","10/5/15",1130,38.520925,-97.775208,10260008,4358.10978009259,2015,0.825
"764","SMOKY-SALINE RIVER BASIN","SC","SC749","1/26/15",1019,38.522101,-97.768209,10260008,4106.06047453704,2015,1.865
"765","SMOKY-SALINE RIVER BASIN","SC","SC749","4/6/15",1012,38.522101,-97.768209,10260008,4176.05561342593,2015,0.875
"766","SMOKY-SALINE RIVER BASIN","SC","SC749","7/6/15",1021,38.522101,-97.768209,10260008,4267.06186342593,2015,2.556
"767","SMOKY-SALINE RIVER BASIN","SC","SC749","10/5/15",1105,38.522101,-97.768209,10260008,4358.09241898148,2015,1.645
"768","WALNUT RIVER BASIN","SC","SC751","2/18/15",819,37.288749,-97.037238,11030018,4128.9771412037,2015,0.745
"769","WALNUT RIVER BASIN","SC","SC751","5/12/15",809,37.288749,-97.037238,11030018,4211.97019675926,2015,3.13
"770","WALNUT RIVER BASIN","SC","SC751","8/18/15",714,37.288749,-97.037238,11030018,4309.93200231481,2015,1.265
"771","WALNUT RIVER BASIN","SC","SC751","8/18/15",719,37.288749,-97.037238,11030018,4309.93547453704,2015,0.945
"772","WALNUT RIVER BASIN","SC","SC751","11/24/15",827,37.288749,-97.037238,11030018,4407.98269675926,2015,1.155
"773","SOLOMON RIVER BASIN","SC","SC753","1/27/15",1200,39.659111,-98.914778,10260012,4107.13061342593,2015,2.205
"774","SOLOMON RIVER BASIN","SC","SC753","4/7/15",1159,39.659111,-98.914778,10260012,4177.12991898148,2015,1.575
"775","SOLOMON RIVER BASIN","SC","SC753","7/7/15",1300,39.659111,-98.914778,10260012,4268.17228009259,2015,2.43
"776","SOLOMON RIVER BASIN","SC","SC753","10/6/15",1101,39.659111,-98.914778,10260012,4359.0896412037,2015,2.245
"777","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC755","3/3/15",1023,39.216389,-96.166056,10270102,4142.06325231482,2015,0.425
"778","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC755","6/2/15",941,39.216389,-96.166056,10270102,4233.03408564815,2015,0.805
"779","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC755","9/8/15",1000,39.216389,-96.166056,10270102,4331.04728009259,2015,1.215
"780","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC755","12/2/15",1043,39.216389,-96.166056,10270102,4416.0771412037,2015,0.845
"781","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC755","12/2/15",1048,39.216389,-96.166056,10270102,4416.08061342593,2015,0.845
"782","LOWER ARKANSAS RIVER BASIN","SC","SC758","2/10/15",758,37.69129,-97.35312,11030010,4120.96255787037,2015,2.385
"783","LOWER ARKANSAS RIVER BASIN","SC","SC758","5/5/15",749,37.69129,-97.35312,11030010,4204.95630787037,2015,1.675
"784","LOWER ARKANSAS RIVER BASIN","SC","SC758","8/11/15",645,37.69129,-97.35312,11030010,4302.91186342593,2015,5.225
"785","LOWER ARKANSAS RIVER BASIN","SC","SC758","11/3/15",842,37.69129,-97.35312,11030010,4386.99311342593,2015,1.505
"786","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC759","3/3/15",1310,39.131418,-96.707962,10270101,4142.17922453704,2015,0.335
"787","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC759","6/2/15",1229,39.131418,-96.707962,10270101,4233.15075231481,2015,0.325
"788","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC759","9/8/15",1210,39.131418,-96.707962,10270101,4331.13755787037,2015,1.235
"789","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC759","12/2/15",1224,39.131418,-96.707962,10270101,4416.14728009259,2015,0.375
